obj0,obj1,obj2,obj3
1721,3207,3214,3888
1758,3611,3542,3364
1807,3230,3883,3215
2136,3808,3635,2846
1770,2826,3555,3739
2185,3427,3976,2697
2084,2831,3028,4231
2030,3136,3266,3705
2079,2755,3607,3556
2259,3672,4221,2422
1827,3200,3688,3389
2099,2725,3412,3730
2169,3719,3275,3315
2133,2450,3369,4082
2132,3315,2947,3839
2199,2585,4010,3446
2229,2719,2885,3868
2205,3397,3781,2871
2199,3665,3332,3100
2200,2290,3128,3701
2218,3338,3616,3166
2204,2982,4187,3401
2637,3869,4314,1904
2215,2591,3786,3328
2252,3571,2812,3924
2222,3268,3893,2946
2237,2694,3456,3177
2257,2664,3261,3351
2564,3300,3500,2504
2266,3123,3213,3344
2162,2181,3682,3970
2531,3197,3945,2763
2272,3278,2805,3797
2533,3864,3270,2700
2391,3682,2748,3570
2289,3975,3140,3400
2268,2994,4073,3046
2394,3281,3261,3090
2443,2900,3602,2941
2167,2578,3859,3925
2153,2420,3174,4256
1881,2895,3450,3915
2527,2896,3172,3028
2309,3682,3133,3273
2583,1884,2747,4218
2592,2343,2699,4211
2313,3363,3728,2895
2527,3677,3049,3000
2375,2769,3844,3014
2670,3780,3954,2373
2181,2934,3288,3690
2615,3195,2626,4267
2190,3503,3397,3372
2400,3260,2994,3373
2700,3726,4011,2158
2563,2730,4005,2831
2235,2561,3591,3502
2640,2827,2618,3819
2663,3679,2545,3875
2689,3136,3794,2384
2248,3284,3673,2951
2615,2891,3549,2659
2677,3231,2946,3295
2593,2788,3879,2810
2691,3560,3821,2377
2686,4031,2775,3254
2338,2365,3516,3538
2238,3308,3421,3340
2596,3366,3024,3243
2760,3477,4506,2301
2760,3083,2483,3904
2810,3743,3812,2331
2668,2772,2994,3302
2667,3033,4124,2535
2942,3497,3593,1986
2673,3827,3128,2658
2358,3301,3474,3124
2385,2675,3616,3256
2487,2116,3510,3669
2526,2467,3699,3290
2707,3177,3003,3080
2509,2219,3180,3518
2827,3211,4182,2221
2547,3448,2766,3644
2321,2897,3146,3648
2780,2790,2476,3777
2378,3271,3279,3298
2640,2639,3800,3182
2722,3446,3469,2509
2802,3790,2481,3521
2803,3642,2403,3833
2730,4029,2930,3136
2676,2355,3976,3159
2892,3743,3427,2628
2689,2425,4132,3149
2698,2458,3646,3008
2646,2297,4102,3180
2949,3033,3447,2621
2938,3004,2905,2979
2975,3408,3233,2455
2576,3296,3390,2851
3048,3977,4047,1855
2507,2086,3315,3843
3006,2760,2963,2813
2750,3736,2923,3009
2269,2286,3548,3854
2612,2343,4090,3514
2817,3194,2804,3253
2826,3994,2633,3212
2629,2049,3583,3408
2811,3368,2727,3324
2982,3921,3134,2387
2541,1811,3272,4195
2753,2966,3937,2496
2733,2727,3618,2699
2922,4046,2346,3606
2836,2533,4034,2845
2755,3620,2921,3279
2529,2189,2985,3692
2797,3487,2811,3380
3056,3783,3933,1759
3007,3474,2757,3194
2633,3770,3352,2719
2538,2648,2937,3685
3035,3189,2720,2980
2634,2446,3760,3363
2602,3453,3416,2725
2644,3320,3306,2826
3002,3508,3493,2208
2798,2806,3673,2643
2837,3117,3954,2463
3061,2739,3335,2599
3044,3878,3085,2670
2635,2861,3354,2833
3025,3064,3690,2335
3045,3230,4217,2017
2909,3394,4038,2245
2741,3574,2988,3281
2551,3370,2984,3597
2754,3306,2562,3913
3067,2926,3556,2299
2624,3311,3400,2726
2942,3753,2339,3479
2463,2870,3407,3115
3055,3428,3039,2777
2678,2748,3246,2913
3044,3989,2549,2939
2231,2590,3745,3570
3123,2707,2297,4247
2432,2966,3041,3824
2956,2655,3627,2735
3005,3354,3290,2240
3071,2839,3018,2757
3093,3608,2890,2790
3086,2888,4098,2570
2462,3028,3121,3713
3101,2785,3075,2542
2836,2825,3224,2845
3157,3330,2611,2662
3087,2896,3361,2473
