obj0,obj1,obj2
1362,5085,4995
1375,5015,5087
1387,4991,4910
1400,4921,5002
1403,4919,5463
1416,4629,5150
1449,4583,5350
1457,4463,5618
1433,5354,4809
1490,4417,5818
1437,5576,4697
1526,4385,5783
1559,4339,5983
1462,5482,4612
1627,4333,5688
1634,4311,5174
1637,4309,5635
1643,4210,5584
1499,5242,4587
1508,5845,4511
1659,4200,5516
1675,4145,5642
1533,5751,4426
1682,4091,5626
1614,5911,4383
1450,5506,4789
1458,5260,4724
1729,3966,5604
1639,5817,4298
1543,5642,4569
1441,4903,4865
1555,5610,4568
1568,5548,4484
1661,5638,4277
1602,4376,5116
1618,4366,5048
1621,4351,5442
1683,5703,4244
1475,5412,4704
1754,3872,5519
1626,5370,4436
1686,5544,4192
1580,4517,4974
1648,5435,4403
1493,5057,4782
1652,5035,4353
1581,5478,4576
1708,5609,4159
1586,5147,4575
1601,5464,4521
1596,4475,5167
1468,4783,5067
1726,5188,4144
1787,3826,5719
1521,5101,4729
1731,5414,4119
1611,5053,4490
1608,5212,4542
1761,5456,3985
1623,5529,4488
1474,4857,5065
1496,4827,5014
1573,4944,4701
1810,3758,5761
1567,4618,4996
1529,4782,4989
1542,4712,5081
1526,4973,4819
1551,4879,4734
1674,5100,4320
1548,5038,4786
1554,4688,4904
1835,3664,5676
1605,4791,4689
1633,5118,4457
1786,5362,3900
1564,4809,4826
1701,5282,4229
1627,4761,4638
1667,4265,5374
1868,3618,5876
1573,4738,4876
1586,4874,4793
1589,4728,4808
1867,5522,3857
1690,4197,5416
1633,4912,4632
1702,4173,5239
1644,4567,4618
1649,4826,4605
1586,4668,4968
1715,4103,5331
1904,3586,5841
1602,4582,4941
1892,5428,3772
1655,4977,4599
1602,4658,4900
1627,4650,4831
1656,4923,4417
1677,4267,5324
1937,3540,6041
1643,4640,4763
1748,4057,5531
1714,4509,5038
1727,4447,4954
1979,3500,5527
1670,4520,4965
1669,4853,4509
1677,4521,4818
1942,5238,3769
1955,5476,3699
1760,4363,4991
1763,4172,5161
1751,4063,5349
1769,4355,4894
2037,3401,5574
1773,4293,5083
1740,4377,5046
1750,4427,4862
1748,5047,4286
1768,5174,4094
1696,4721,4535
1755,4375,4707
1773,3922,5491
1702,4906,4340
1674,4894,4495
1977,5541,3666
1786,4911,4223
1793,3962,5450
1776,4102,5253
1773,4323,5067
1777,4234,4849
1710,4835,4372
1685,4561,4657
1801,4008,5168
2061,5542,3571
1724,4765,4482
1761,5005,4308
1808,5221,4042
1818,3868,5365
1823,3794,5684
1737,4715,4574
1788,4078,5076
1809,5002,4142
1739,4667,4559
1762,4989,4289
2060,3292,5684
1832,3855,5506
1726,4737,4467
1751,4663,4420
1842,3842,5636
1832,5254,4016
1748,4596,4609
1851,3822,5565
1751,4617,4503
1761,4526,4701
1802,4619,4371
1773,4476,4645
1803,4817,4337
1798,4199,4998
1876,5350,3991
1854,3714,5648
1880,4985,3997
1827,4893,4086
2083,5607,3538
1837,3918,5337
1820,4811,4241
1802,4508,4564
1882,3800,5325
1895,5302,3943
1867,5154,4057
1807,4128,5048
1844,3964,5318
1804,4319,4839
1869,3870,5233
1915,3754,5525
1830,4314,4584
1823,4118,4980
2095,5092,3525
1901,5256,3906
1808,4455,4442
1808,4770,4365
1837,4217,4959
2130,5334,3432
1921,4967,3860
1780,4649,4422
1832,4803,4339
1877,4764,4073
1923,3634,5793
1833,4741,4333
1820,4058,5140
1875,4233,4951
1894,4144,4948
1902,5050,3964
2148,3262,5801
1905,4205,4792
1846,4304,4516
1924,3742,5589
1836,4048,5072
1849,4752,4228
1867,4302,4804
1894,4268,4808
1879,3991,5155
1956,3609,5417
1866,4061,5063
1907,4074,5040
1913,4194,4920
1904,3910,5137
1842,4876,4208
1888,3920,5205
1855,4699,4106
1917,4159,4918
2193,3257,5632
1910,4029,5094
1930,4111,4707
1903,4243,4681
2207,3161,5860
1935,4022,4899
1918,4135,4884
1860,4609,4359
1968,3976,5099
1830,4520,4409
1927,4188,4826
1877,4558,4248
2005,5474,3757
2040,5144,3744
2202,5188,3327
1929,4184,4852
1901,3850,5297
1976,3995,4999
1969,3771,5376
1917,3840,5229
2055,4843,3730
1972,3975,5105
1990,3815,4974
1985,3905,5197
1917,4964,4054
2069,5184,3687
1953,3800,5247
1976,3691,5357
2070,5186,3610
1928,4925,4042
1957,4112,4605
1849,4449,4481
2003,3745,5066
1913,4499,4125
1941,4404,4457
1943,5032,3827
1898,4458,4433
1943,4041,4799
1962,4795,3908
1987,4006,4804
1896,4693,4145
1928,4474,4365
2230,3093,5902
1899,4623,4215
1988,5099,3798
1953,4354,4401
2000,3936,4896
2001,4261,4535
2020,3605,5263
2035,4918,3769
1984,4035,4838
2236,5400,3304
1982,4386,4320
1971,4105,4746
1983,4313,4175
2046,4006,4785
2005,4172,4317
2057,4010,4583
2034,3592,5404
2286,5210,3301
2286,5271,3291
1965,4653,4042
2054,4003,4820
2070,3940,4675
2002,4291,4465
2057,3483,5514
2038,3696,5229
2329,5304,3271
2061,3823,4904
2084,3537,5223
2274,3049,5789
2063,3602,5144
1995,4669,3974
2363,5516,3248
1971,4838,3847
2030,4557,3839
2072,3902,4786
2050,4137,4601
2390,5261,3245
2070,5160,3676
1988,4648,4121
2390,5484,3230
2060,3793,4974
2008,4599,4066
2132,3524,5309
2288,2953,6017
2078,5018,3725
2065,4155,4427
2421,5300,3184
2064,3632,5074
2081,3728,5053
2145,3424,5231
2085,3832,4878
2067,4131,4505
2110,3738,4793
2096,3881,4846
2078,4085,4519
2029,4630,3984
2094,5165,3670
2068,3798,4961
2096,4825,3593
2168,3392,5672
2097,3808,4701
2035,4467,4092
2439,5064,3057
2128,3628,4920
2137,4099,4487
2094,3999,4531
2213,3297,5591
2052,4416,3981
2107,3929,4623
2185,3412,5502
2146,4154,4387
2155,4126,4294
2024,4307,4214
2032,4257,4307
2233,3394,5348
2102,4247,4138
2138,5192,3481
2196,3573,5183
2240,3393,5281
2159,4049,4465
2241,3367,5417
2124,4631,3613
2071,3607,5131
2132,3848,4605
2061,4377,4058
2257,3253,5478
2216,3598,5037
2262,3179,5797
2163,3960,4367
2116,3858,4673
2219,3568,4986
2357,2875,6182
2142,3615,5061
2135,3993,4570
2227,3463,5189
2254,3297,5509
2107,4205,4288
2162,4033,4512
2211,3613,5072
2243,3453,5121
2151,3732,4832
2271,3157,5706
2154,4173,4287
2197,3709,4844
2185,4050,4073
2196,3914,4567
2129,3788,4765
2071,4551,3878
2142,5014,3571
2132,4350,4036
2077,4387,3949
2221,3700,4814
2145,4902,3522
2250,4909,3519
2145,3778,4697
2234,3630,4906
2138,3802,4740
2252,4998,3324
2204,3954,4406
2257,3552,5100
2204,3904,4503
2145,4280,4128
2264,3299,5459
2262,3530,4872
2249,3775,4651
2174,3829,4678
2279,3742,4742
2277,3229,5551
2256,3383,5213
2160,4285,4023
2099,4452,3916
2265,3339,5042
2217,3834,4595
2271,3097,5865
2489,4874,3054
2226,3884,4541
2543,5277,2996
2294,3635,4822
2281,3705,4730
2297,3217,5681
2264,3503,5104
2129,4541,3866
2399,2835,5668
2275,3818,4551
2288,3230,5152
2282,3941,4288
2207,4529,3687
2269,3820,4611
2288,3748,4643
2321,3185,5438
2307,3178,5699
2151,4606,3833
2215,4473,3802
2192,4570,3797
2285,3939,4473
2299,3545,4599
2287,3852,4480
2199,4043,4214
2296,3736,4429
2182,4350,3990
2212,3973,4306
2379,5114,3268
2295,3871,4380
2335,3089,5666
2212,4439,3940
2285,3421,4982
2232,4294,3737
2322,3159,5574
2343,2971,5954
2457,2736,5715
2565,5342,2963
2146,4696,3580
2237,4204,3990
2297,4829,3423
2273,4812,3524
2221,3979,4290
2413,5387,3235
2312,3475,4691
2362,3019,5906
2299,3996,4276
2311,4021,4090
2373,3135,5388
2620,4927,2906
2376,2944,5558
2325,3925,4318
2376,2923,6134
2327,3848,4191
2330,3173,5502
2326,3921,4336
2344,3077,5730
2252,4245,3682
2266,4135,3962
2336,5081,3288
2291,4737,3567
2349,5257,3282
2309,3666,4521
2373,3362,4699
2337,3175,5370
2299,4489,3346
2314,5016,3321
2229,4594,3654
2349,3707,4333
2654,5139,2883
2376,3200,5269
2425,4767,3252
2410,3150,5115
2335,4004,4050
2306,4111,3837
2396,3026,5498
2338,3717,4502
2356,3910,4185
2370,3553,4529
2363,3931,4038
2321,4098,4049
2420,3271,5037
2480,2627,5825
2665,5195,2853
2365,3697,4265
2423,3080,5207
2407,3341,4945
2379,3670,4300
2371,5033,3318
2374,4092,3855
2378,4914,3312
2379,4890,3301
