obj0,obj1,obj2,cpu
-16520,-12746,-16673,0.0669711
-15441,-13682,-16615,0.372443
-13402,-15344,-14771,1.25269
-17080,-12515,-15755,2.41751
-15882,-13179,-16816,106.844
-15953,-13665,-15908,142.353
-15234,-13800,-16782,157.354
-15862,-13258,-16554,161.068
-15910,-12894,-16874,200.377
-16078,-14197,-15080,202.708
-16551,-12633,-16165,207.362
-15392,-14187,-16009,208.438
-14723,-14492,-15919,208.445
-15833,-13684,-16210,216.734
-16474,-13423,-15501,217.91
-15675,-13297,-16983,220.74
-15980,-13658,-16129,230.489
-16013,-13513,-16184,235.047
-16068,-13281,-16101,248.43
-15966,-14010,-15178,250.165
-15986,-13931,-15440,250.206
-15216,-14667,-15298,257.189
-15058,-14280,-16071,259.253
-15813,-13763,-15948,261.189
-15655,-13376,-16721,264.033
-16362,-11784,-16922,264.551
-14394,-14725,-15978,266.985
-16522,-11692,-16634,271.076
-15993,-13592,-15922,272.727
-15015,-14051,-16153,276.456
-14868,-14042,-16364,276.818
-14672,-15093,-14903,286.784
-15359,-14332,-15954,287.409
-15091,-14135,-16126,289.693
-15774,-13841,-15919,290.391
-15800,-13829,-16155,290.985
-15743,-14299,-15717,294.903
-15063,-14420,-16068,296.445
-16480,-12963,-15922,305.87
-16584,-12488,-16220,305.871
-16564,-12567,-15958,305.911
-16448,-13796,-15733,306.509
-16709,-13020,-15392,306.573
-16318,-13955,-14928,306.801
-15927,-14088,-15149,307.268
-16076,-14410,-14791,307.276
-16650,-13177,-15101,307.711
-16393,-13828,-13890,307.959
-15979,-14090,-15105,308.088
-16241,-13914,-15900,308.595
-16447,-13108,-15867,309.324
-16712,-12863,-15684,309.467
-15602,-13912,-16134,309.94
-15929,-14401,-15002,310.335
-15103,-15007,-15551,310.508
-14383,-15388,-14727,310.733
-15853,-13364,-16436,311.764
-15395,-14030,-16301,311.902
-15628,-14349,-15119,311.985
-16452,-13248,-15864,312.479
-16370,-13898,-15203,312.872
-15544,-14504,-15752,313.106
-15598,-14321,-15208,313.309
-16010,-13554,-16280,313.572
-15803,-13672,-16447,314.256
-15836,-13527,-16502,314.926
-14522,-15100,-15442,316.036
-14397,-14568,-16270,316.164
-15776,-14154,-15772,316.821
-16542,-11613,-16896,318.025
-16016,-13356,-16476,319.468
-15780,-14463,-15035,320.974
-14824,-14063,-16632,321.456
-14958,-14521,-15715,321.463
-16397,-13480,-15947,321.825
-16436,-12984,-16190,324.635
-15812,-13956,-15698,324.762
-15595,-14390,-15238,324.921
-16561,-13516,-15362,325.078
-15419,-14870,-14527,325.763
-16388,-13929,-14634,325.795
-16038,-13269,-16338,326.433
-17121,-12702,-15213,326.512
-15136,-14862,-15606,326.664
-15216,-14727,-15180,327.112
-14664,-15223,-14995,327.187
-14726,-14335,-16211,327.645
-14835,-14810,-15723,327.789
-15626,-13854,-16413,327.961
-15781,-14194,-15370,328.249
-16218,-14098,-15098,328.374
-17093,-12987,-15155,328.662
-15419,-13972,-16580,328.839
-15243,-14452,-15869,328.875
-16212,-13511,-15976,328.891
-16294,-12861,-16637,329.056
-16245,-13366,-16031,329.359
-16886,-13105,-15322,329.607
-15660,-14007,-15791,329.682
-14342,-15235,-15138,330.05
-15173,-13326,-17003,330.106
-15475,-14102,-15889,330.694
-15757,-14188,-15781,331.915
-17143,-12975,-14324,331.968
-16555,-13626,-14433,331.997
-15581,-14668,-15070,332.077
-16550,-13727,-15177,332.152
-15456,-14136,-15898,332.23
-15794,-12652,-17178,333.395
-16096,-13428,-16064,333.959
-16221,-13960,-15236,334.215
-16755,-13186,-13631,336.486
-16678,-13145,-14603,337.065
-15520,-14562,-15473,337.654
-15771,-14014,-15775,338.024
-15219,-14510,-15590,338.177
-16259,-12947,-16490,338.315
-16043,-13409,-16335,338.318
-16963,-13146,-14350,338.403
-16523,-13401,-15583,338.436
-15961,-14059,-15674,338.439
-15998,-12742,-16737,338.993
-15101,-14376,-16063,339.721
-14914,-14158,-16308,339.773
-14698,-14620,-16153,339.776
-14399,-13890,-16723,339.893
-15600,-14634,-15061,340.345
-15156,-13673,-16865,340.98
-15363,-13555,-16698,341.03
-17273,-12816,-15129,341.551
-16844,-12230,-15998,342.689
-16605,-13495,-15094,344.122
-15935,-14592,-14306,344.258
-15512,-14669,-13894,344.314
-15836,-14485,-14331,344.322
-15117,-15041,-14256,344.681
-13514,-15446,-13870,344.719
-16652,-13490,-14954,344.814
-16226,-13092,-16435,345.108
-16019,-13210,-16602,345.268
-16052,-13065,-16657,345.55
-16968,-12455,-15983,345.605
-14921,-14511,-15759,345.865
-14613,-14106,-16425,345.992
-17079,-11827,-15889,346.556
-15998,-14283,-14874,346.775
-16232,-12894,-16631,346.808
-17066,-12934,-15296,346.859
-16110,-12534,-16893,347.537
-16203,-12491,-16707,347.57
-14136,-14733,-15757,347.624
-14985,-14293,-16151,347.805
-16877,-12085,-16053,347.827
-16235,-13066,-16065,347.865
-16317,-12416,-16726,347.987
-16630,-11461,-16759,348.051
-17084,-11967,-15886,348.436
-16642,-12273,-16302,348.667
-16613,-12545,-16040,348.812
-14271,-14651,-15988,350.069
-17112,-11682,-15944,350.951
-17051,-12112,-15831,351.922
-16633,-12466,-16302,351.991
-16758,-12998,-15474,352.042
-16438,-13396,-16012,352.165
-16761,-12841,-15766,352.252
-15741,-13986,-15864,352.515
-14140,-14722,-16028,352.939
-14095,-15131,-15277,352.966
-13839,-14670,-16145,353.007
-14549,-13875,-16726,353.026
-16552,-12496,-16093,353.528
-16680,-12871,-15557,353.6
-15605,-14074,-15865,354.508
-15654,-13569,-16471,354.512
-16645,-13278,-15845,354.527
-15730,-14606,-15037,354.574
-15883,-14109,-15417,354.577
-15779,-14101,-15643,354.609
-15572,-14219,-15810,354.669
-15249,-14582,-15235,354.728
-14960,-15342,-14895,354.77
-15053,-15141,-14262,354.78
-15823,-13336,-16525,354.877
-15577,-14359,-15807,354.882
-15637,-14303,-15119,354.947
-15401,-14839,-15096,354.952
-15616,-13454,-16692,355.023
-15805,-12441,-17363,355.053
-16775,-12154,-16609,355.152
-14953,-14080,-16337,355.23
-14973,-14001,-16599,355.232
-15550,-13998,-16343,355.237
-14797,-14481,-15888,355.249
-13964,-15202,-15317,355.287
-16406,-12921,-16409,355.473
-16199,-13039,-16576,355.493
-16345,-12131,-16784,355.512
-16394,-12109,-16866,355.516
-15936,-12775,-16731,355.694
-16873,-12633,-15922,355.708
-15594,-13327,-16774,355.923
-16307,-12016,-17005,355.949
-14765,-14220,-16341,355.992
-15903,-13127,-16690,356.091
-16284,-13044,-16147,356.118
-16514,-11898,-16838,356.173
-16926,-11580,-16659,356.21
-15073,-15062,-14524,356.728
-14091,-15400,-14038,356.742
-15129,-14091,-16121,356.766
-16113,-13183,-16054,356.929
-14976,-13844,-16891,357.107
-14672,-13949,-16716,357.126
-15134,-14231,-16118,357.215
-14833,-14179,-16235,357.229
-15832,-12767,-16957,357.297
-15281,-14205,-16037,357.368
-16823,-13166,-14544,357.426
-16439,-12776,-16464,357.457
-17068,-11703,-16212,357.519
-15314,-14060,-16092,357.587
-15597,-13170,-17066,357.605
-15722,-13702,-16238,357.735
-15804,-13052,-16899,357.777
-16940,-10972,-16366,357.814
-16355,-11623,-17009,357.831
-15377,-14957,-14699,358.166
-15660,-13063,-17062,358.189
-15818,-14454,-14900,358.259
-16855,-12019,-16183,358.348
-14800,-14324,-16180,358.514
