obj0,obj1,obj2
24170,30713,27678
25674,32212,27646
25715,32166,27559
25756,32120,27472
25797,32074,27385
25838,32028,27298
25879,31982,27211
25920,31936,27124
25961,31890,27037
26002,31844,26950
26043,31798,26863
26084,31752,26776
26125,31706,26689
26166,31660,26602
26207,31614,26515
26248,31568,26428
26289,31522,26341
26330,31476,26254
26371,31430,26167
26412,31384,26080
26453,31338,25993
26494,31292,25906
24660,30251,30026
26535,31246,25819
26576,31200,25732
26617,31154,25645
26658,31108,25558
26699,31062,25471
25053,29769,28305
26740,31016,25384
26781,30970,25297
26822,30924,25210
26863,30878,25123
26904,30832,25036
25506,28972,34728
26945,30786,24949
26986,30740,24862
27027,30694,24775
27068,30648,24688
27188,30633,24658
27308,30618,24628
27428,30603,24598
27548,30588,24568
27668,30573,24538
27788,30558,24508
27908,30543,24478
28028,30528,24448
28148,30513,24418
28268,30498,24388
28388,30483,24358
28443,29152,24271
26152,27935,35184
28484,29106,24184
28525,29060,24097
28566,29014,24010
28607,28968,23923
28648,28922,23836
28689,28876,23749
28730,28830,23662
28771,28784,23575
28812,28738,23488
28853,28692,23401
26992,27417,36896
28894,28646,23314
28935,28600,23227
28976,28554,23140
29017,28508,23053
29058,28462,22966
29099,28416,22879
29460,27410,31324
29501,27364,31237
29542,27318,31150
29140,28370,22792
29583,27272,31063
29624,27226,30976
29181,28324,22705
29665,27180,30889
29706,27134,30802
29222,28278,22618
29747,27088,30715
29788,27042,30628
29263,28232,22531
29829,26996,30541
29870,26950,30454
29304,28186,22444
29911,26904,30367
29952,26858,30280
29345,28140,22357
29993,26812,30193
30034,26766,30106
29386,28094,22270
30075,26720,30019
30116,26674,29932
29427,28048,22183
30157,26628,29845
30198,26582,29758
29468,28002,22096
30239,26536,29671
30280,26490,29584
32099,28523,22076
30321,26444,29497
32108,28505,22040
30362,26398,29410
32117,28487,22004
30403,26352,29323
32126,28469,21968
32135,28451,21932
30444,26306,29236
32144,28433,21896
30833,26294,31905
30874,26248,31818
32153,28415,21860
30915,26202,31731
32162,28397,21824
30956,26156,31644
32171,28379,21788
30997,26110,31557
32180,28361,21752
32189,28343,21716
31038,26064,31470
32198,28325,21680
31079,26018,31383
32207,28307,21644
31120,25972,31296
32216,28289,21608
31161,25926,31209
32225,28271,21572
31202,25880,31122
32234,28253,21536
31243,25834,31035
32243,28235,21500
32252,28217,21464
31284,25788,30948
32261,28199,21428
32074,25520,32385
32270,28181,21392
25543,29307,30653
32279,28163,21356
27861,29204,34717
27902,29158,34630
27943,29112,34543
27984,29066,34456
28025,29020,34369
28066,28974,34282
28076,29275,32434
28107,28928,34195
28117,29229,32347
32288,28145,21320
28148,28882,34108
28158,29183,32260
28189,28836,34021
28199,29137,32173
28230,28790,33934
28240,29091,32086
28271,28744,33847
24700,30309,30012
24740,30367,29998
24780,30425,29984
24820,30483,29970
24860,30541,29956
28312,28698,33760
28281,29045,31999
24900,30599,29942
24940,30657,29928
28353,28652,33673
28322,28999,31912
28394,28606,33586
28363,28953,31825
28435,28560,33499
28476,28514,33412
28404,28907,31738
28517,28468,33325
32297,28127,21284
28558,28422,33238
28524,28892,31708
28320,29290,24532
28599,28376,33151
28640,28330,33064
28361,29244,24445
28644,28877,31678
25583,29365,30639
25623,29423,30625
25663,29481,30611
28681,28284,32977
25703,29539,30597
25743,29597,30583
25783,29655,30569
25823,29713,30555
27910,29750,25402
28722,28238,32890
28402,29198,24358
27951,29704,25315
27992,29658,25228
28763,28192,32803
28033,29612,25141
29009,27916,32281
28074,29566,25054
29050,27870,32194
28804,28146,32716
28115,29520,24967
28156,29474,24880
29091,27824,32107
28197,29428,24793
28845,28100,32629
28238,29382,24706
29132,27778,32020
28886,28054,32542
28279,29336,24619
27131,30624,27055
27172,30578,26968
29173,27732,31933
28927,28008,32455
27213,30532,26881
27254,30486,26794
29214,27686,31846
28968,27962,32368
27295,30440,26707
27336,30394,26620
32306,28109,21248
29255,27640,31759
27377,30348,26533
27418,30302,26446
29296,27594,31672
27459,30256,26359
27500,30210,26272
29337,27548,31585
27541,30164,26185
27582,30118,26098
27623,30072,26011
29378,27502,31498
27664,30026,25924
27705,29980,25837
29419,27456,31411
27746,29934,25750
27787,29888,25663
27828,29842,25576
27869,29796,25489
32315,28091,21212
29548,28000,25314
29589,27954,25227
29630,27908,25140
29671,27862,25053
29712,27816,24966
29753,27770,24879
29794,27724,24792
29835,27678,24705
32562,25512,33361
32324,28073,21176
29876,27632,24618
29917,27586,24531
32594,25484,33310
29958,27540,24444
30721,27326,25989
30723,26430,29221
31002,26554,29206
31209,27318,26965
31241,27290,26914
31273,27262,26863
32626,25456,33259
31281,26678,29191
31305,27234,26812
31337,27206,26761
31560,26802,29176
31839,26926,29161
32118,27050,29146
32397,27174,29131
33102,26773,29108
32333,28055,21140
33111,26755,29072
33120,26737,29036
33129,26719,29000
33093,26791,29144
33138,26701,28964
33147,26683,28928
33156,26665,28892
33165,26647,28856
33174,26629,28820
33183,26611,28784
33192,26593,28748
33201,26575,28712
33210,26557,28676
33219,26539,28640
33228,26521,28604
33237,26503,28568
33246,26485,28532
33255,26467,28496
33264,26449,28460
33273,26431,28424
33282,26413,28388
33291,26395,28352
33300,26377,28316
33309,26359,28280
33318,26341,28244
33597,26465,28229
33876,26589,28214
34155,26713,28199
34434,26837,28184
34713,26961,28169
34992,27085,28154
31377,27264,26747
31417,27322,26733
29670,27966,25126
30761,27384,25975
30801,27442,25961
30841,27500,25947
33352,27539,24377
33375,27529,24362
33384,27511,24326
29711,27920,25039
33407,27501,24311
32658,25428,33208
33416,27483,24275
33439,27473,24260
33448,27455,24224
29752,27874,24952
29793,27828,24865
29834,27782,24778
29875,27736,24691
29916,27690,24604
31234,26038,30673
29957,27644,24517
29998,27598,24430
33838,26305,29169
33861,26295,29154
30038,27656,24416
30078,27714,24402
30118,27772,24388
33870,26277,29118
30158,27830,24374
30198,27888,24360
30231,27788,23641
33893,26267,29103
33902,26249,29067
33925,26239,29052
33934,26221,29016
33987,26165,30640
32733,27773,23848
33996,26147,30604
32742,27755,23812
34005,26129,30568
34014,26111,30532
32751,27737,23776
34023,26093,30496
34032,26075,30460
32760,27719,23740
34041,26057,30424
30847,27668,24413
32769,27701,23704
33806,26333,29220
34050,26039,30388
33829,26323,29205
34059,26021,30352
32778,27683,23668
34068,26003,30316
34077,25985,30280
32787,27665,23632
34086,25967,30244
34095,25949,30208
32796,27647,23596
34104,25931,30172
32805,27629,23560
34113,25913,30136
34122,25895,30100
32814,27611,23524
34131,25877,30064
34140,25859,30028
32823,27593,23488
34149,25841,29992
32832,27575,23452
34158,25823,29956
34437,25947,29941
33320,27567,24428
34716,26071,29926
34995,26195,29911
32342,28037,21104
33343,27557,24413
33488,27513,24210
33528,27571,24196
31563,25912,30933
31842,26036,30918
32862,28001,22029
32872,27633,23438
32885,27991,22014
32894,27973,21978
32912,27691,23424
32917,27963,21963
32926,27945,21927
32949,27935,21912
32952,27749,23410
32958,27917,21876
32992,27807,23396
33032,27865,23382
32690,25400,33157
34678,25787,30881
34701,25777,30866
34710,25759,30830
34646,25815,30932
34669,25805,30917
34733,25749,30815
34742,25731,30779
34765,25721,30764
34774,25703,30728
32830,28029,22080
32853,28019,22065
