obj0,obj1,obj2
1807,5190,4036
1842,5041,3939
1885,4684,4065
1920,4535,3968
2000,4477,4368
2046,4277,4084
2105,4200,4471
2136,4122,4582
2140,4051,4374
2158,3948,4394
2193,3799,4297
2266,3793,4490
2273,3741,4697
2297,3715,4601
2319,3541,4413
2399,3483,4813
2409,3386,4911
1948,5367,3752
2444,3237,4814
1983,5218,3655
2570,2979,4930
1992,5139,3577
2027,4990,3480
2729,2957,4825
2133,5316,3293
2739,2860,4923
2026,4861,3781
1982,4615,3945
2774,2711,4826
2168,5167,3196
2061,4712,3684
2142,4152,3995
2900,2453,4942
2108,4357,4061
2170,4672,3766
2177,4637,3866
2231,5621,3160
2185,4426,3909
2221,3934,4293
2180,4519,3980
2268,3894,4111
2266,5472,3063
2185,4585,3878
2065,4949,3663
2187,4454,3800
2123,4792,3661
2153,4732,3596
2215,4370,3883
2470,3525,4386
2205,4523,3669
2472,3372,4810
2501,3447,4497
2182,4703,3764
2283,4329,3711
2154,4939,3503
2371,5096,2975
2186,5147,3434
2300,4254,3809
2229,4790,3560
2215,5047,3301
2220,4436,3781
2299,4125,4110
2306,4087,3994
2519,3332,4628
2396,3769,4230
2249,4607,3507
2338,4213,3992
2351,3854,4202
2342,4240,3814
2406,3745,4091
2345,4122,3928
2250,4898,3204
2334,3976,4013
2236,4445,3780
2431,3620,4133
3113,2399,4736
2397,5389,2758
2264,4641,3463
2362,4187,3896
2339,4433,3513
2596,3267,4502
2393,3887,4116
2603,3215,4709
2380,3973,3831
2627,3189,4613
2579,3351,4323
2322,5083,3170
2456,3873,4015
2284,4859,3412
3177,2281,5056
2331,4265,3785
2657,3183,4608
2682,3058,4650
2532,3487,4207
2296,4790,3387
2327,5324,3150
2374,4284,3416
2477,3596,4318
2409,4071,3827
2423,4214,3613
2336,5245,3072
2326,4721,3440
2515,3900,3921
2458,4062,3807
2523,3807,4025
2472,4160,3723
2376,4640,3320
2365,4763,3396
2361,4613,3497
2572,3797,3849
2493,3973,3796
2528,3704,4021
2500,4026,3532
2460,3718,4129
2509,3709,4109
2728,3034,4835
2537,3905,3792
2377,4847,3227
3233,2240,5066
2705,3093,4439
2589,3675,4038
2688,3333,4299
2644,3566,3927
2607,3486,4319
2390,4784,3223
2641,3642,4037
2635,3451,4225
2586,3793,3924
2400,4577,3199
2612,3697,3842
2405,4818,3179
2783,2925,4724
2645,3542,4137
2654,3446,4137
3352,2107,5158
2409,5055,3158
2486,4258,3490
2581,3990,3584
2753,3313,4347
2425,5036,3128
2708,3346,4222
2436,4364,3393
2437,4967,3103
2773,3290,3861
2596,3901,3443
2495,5694,2625
2594,3895,3835
2451,4527,3265
2788,3164,4250
2647,3548,3745
2841,3036,4545
2446,4888,3025
2720,3528,4039
2723,3064,4524
2472,4515,3231
2849,2806,4640
2737,3517,3948
2515,4461,3132
2751,3464,4049
2481,4739,2928
2561,4170,3218
2462,4657,3176
2802,2846,4822
2863,2990,4508
2669,3881,3737
2685,3897,3726
2707,3732,3700
2675,3683,3741
2489,5380,2787
2562,4106,3509
2863,3148,4344
2507,5032,2711
2863,3135,4359
2895,3004,4444
2722,3643,3559
2898,2986,4262
2910,2950,4326
2891,3102,4417
3360,2037,5251
2817,3172,4159
2914,2906,4366
2766,3525,3857
2605,5337,2578
2932,2766,4731
2545,4733,3119
2669,4119,3331
2577,4541,3109
2846,3270,4155
2915,2888,4542
2854,3254,3913
2977,2681,4759
2593,4713,3002
2961,2885,4360
2724,4079,3326
2987,2657,4620
2607,4481,3044
2918,3039,4233
2927,3248,4106
3479,1972,5307
3024,2728,4378
2946,3219,4155
2973,3081,4076
2850,3518,3678
2974,2799,4645
2958,3170,4217
2736,3827,3427
2623,4250,3195
2610,5578,2558
2512,5273,2691
2860,3494,3539
