obj0,obj1,obj2
1107,4207,4377
1161,4288,4230
1174,4597,3997
1208,4745,3789
1115,3809,4840
1275,5135,3409
1227,3751,4240
1182,4199,4460
1279,3373,4785
1352,5027,3358
1328,4289,3652
1439,4699,3354
1472,4571,3221
1251,4489,3946
1228,4678,3850
1325,3852,4175
1587,4739,3170
1305,4570,3799
1403,4476,3645
1607,5256,3058
1336,4086,4025
1343,3139,5372
1684,5148,3007
1289,3629,4466
1693,4948,2949
1400,3252,4723
1338,4161,3942
1459,4675,3421
1770,4840,2898
1389,3618,4762
1356,4019,4086
1371,4033,3809
1453,3193,4411
1804,4692,2870
1480,4368,3594
1664,4631,3119
1452,3238,4854
1433,3911,4035
1890,4384,2761
1392,3650,4260
1536,4175,3546
1680,4457,3115
1682,4739,3102
1455,2958,5414
1392,4242,3795
1517,2959,4998
1469,4134,3744
1536,4567,3370
1592,4410,3537
1600,3912,3457
1456,3630,3888
1435,3637,4134
1512,3829,3664
1962,5245,2595
1623,4239,3366
1466,3350,4274
1656,4111,3233
1567,4040,3590
1530,3116,4861
1520,3583,4031
1628,2582,5255
1771,4820,3003
1591,3262,4132
1574,3072,4349
1997,5253,2581
2039,5137,2544
1610,3632,3843
1587,4016,3657
1828,4195,3064
1650,3765,3703
1629,2778,5040
1576,2960,4710
1597,3475,3980
2074,5145,2530
2159,4681,2407
1751,4303,3115
2014,4860,2751
1857,4512,2894
2026,4483,2632
1664,3516,3782
1664,3908,3606
1621,3529,3908
1692,3800,3544
1789,3846,3349
1727,3657,3652
1633,3410,4127
1640,3170,3900
1643,2884,4677
1771,4279,3182
1877,4488,2961
1626,3058,4480
1781,3738,3505
1751,3580,3602
1810,4055,3335
1641,3012,4590
1836,4082,3113
1735,3544,3701
2194,4689,2393
1784,3452,3469
1772,2702,4562
1775,3774,3580
1887,3947,3284
2274,4849,2356
1954,4380,2910
1959,4189,3009
2126,4809,2540
1704,2936,4487
1900,4078,3262
1919,4056,3149
2349,5425,2266
1716,3138,4327
1925,3945,3220
1808,3798,3351
1720,3080,4017
1820,3141,3780
1803,3056,4211
2036,4081,2958
1935,3843,3127
1805,2839,4358
1900,3686,3438
1932,4033,3106
1802,2402,4881
2012,3735,3076
1762,2891,4528
1929,3679,3395
2038,4363,2945
2041,4052,2906
1740,2401,5297
1862,3289,3775
1964,3423,3349
1876,3340,3556
1980,3677,3248
2380,5058,2135
1815,2832,4216
2074,3924,2773
1949,3655,3462
2351,4741,2305
1830,2861,4166
2044,3968,3007
1997,3732,3243
1872,3009,4161
1949,2959,3665
1921,3041,3995
2098,4270,2655
2234,4369,2526
2367,4567,2301
2006,3571,3344
1884,3094,3923
2020,3622,3125
1879,2598,4803
2369,4849,2288
2068,3760,3041
1936,2711,4154
1817,2704,4303
1942,2847,4137
2379,5409,2274
1894,2627,4753
2064,3311,3639
2050,3558,3333
2028,3419,3498
2047,3397,3385
2107,3542,3298
1903,3115,3816
2065,3323,3564
2457,4950,2084
1945,2567,4631
2204,3859,2912
2097,3250,3631
2060,3369,3367
2137,3565,3289
2210,4023,2644
2108,3018,3484
2164,3544,3254
2168,4203,2762
2172,3309,3243
2272,4540,2454
1997,2921,4019
2230,3790,3006
1914,2221,4923
2174,3591,3230
1980,2590,4614
2219,3428,3186
2252,3300,3053
1982,2619,4597
2544,4622,2080
2546,4861,2078
1990,2569,4372
2242,3741,3000
2577,4494,1947
2113,3219,3407
2214,3457,3238
2004,2681,3792
2272,3558,2959
2143,3740,3074
2287,4022,2643
2345,4357,2538
2373,4157,2627
1994,2469,4682
2337,3869,2689
2378,4229,2405
2276,3646,2935
2132,3364,3366
2148,2963,3361
2402,4575,2287
2404,4857,2274
2369,3758,2932
2388,3399,2924
2412,3745,2806
2304,3930,2697
2001,2581,4210
2430,3983,2559
2515,4305,2250
2005,2523,4482
2190,3111,3356
2450,3627,2894
2291,3082,3310
2068,2447,4379
2438,4413,2301
2466,3693,2774
2046,2829,3787
2171,2726,3785
2188,2928,3601
2455,3598,2842
2296,3544,2998
2383,3968,2661
2476,3956,2535
2096,2430,4839
2293,3190,3287
2368,3534,3022
2684,5363,1767
2488,3470,2709
2344,3188,3140
2134,2341,4367
2199,2888,3770
2497,4190,2524
2226,2800,3667
2553,4089,2452
2495,3908,2537
2167,2567,4103
2473,3968,2560
2077,2107,5234
2512,3816,2591
2506,3765,2705
2168,2289,4308
2355,2618,3552
2358,3131,3242
2235,2679,3928
2236,2520,4053
2352,2942,3507
2557,3937,2505
2606,4166,2335
2526,3621,2677
2426,3281,3012
2174,2446,4279
2164,2041,4686
2267,2626,3708
2179,2343,4108
2612,4055,2406
2569,3800,2542
2432,3271,2933
2370,3082,3236
2422,3008,3172
2496,3267,3082
2611,3588,2658
2246,2733,3728
2390,3058,3303
2515,3245,2969
2411,2908,3277
2626,4008,2409
2568,3370,2804
2616,3789,2581
2528,3217,2951
2146,2060,5184
2624,3569,2580
2417,2807,3249
2634,3829,2454
2285,2552,3887
2713,4593,1818
2646,4299,2195
2557,3214,2992
2578,2968,3130
2608,4235,2329
2636,4051,2346
2309,2774,3703
2323,2625,3677
2641,4174,2321
2583,2939,3078
2663,4146,2284
2608,3359,2839
2684,3842,2429
2640,3157,2827
2556,3605,2685
2693,3681,2530
2607,3133,3056
2723,4191,2144
2677,4012,2335
2616,2811,2945
2654,3805,2521
2705,3899,2413
2691,3426,2757
2348,2506,4024
2697,3188,2689
2722,3998,2360
2741,3477,2517
2691,4133,2316
2745,3607,2466
2472,2529,3376
2741,3873,2291
2410,2340,3679
2363,2220,4015
2740,4038,2233
2554,2622,3248
2715,3555,2569
2634,3106,2941
2761,5255,1716
2270,2250,4465
2734,3507,2571
2725,4473,2131
2736,3576,2565
2783,4221,2114
2740,3406,2543
2765,3823,2399
2792,3775,2341
2755,3870,2227
2785,4380,1841
2331,2175,4619
2320,1880,4810
2842,3715,2348
2772,4150,2217
2341,2154,4377
2848,4927,1712
2816,4093,1981
2754,3904,2284
2752,2910,2816
2477,2730,3299
2881,4799,1579
2430,2610,3635
2847,3686,2296
2764,3392,2582
2818,3369,2466
2851,3654,2440
2871,4032,2178
2864,3131,2670
2900,3491,2453
2901,3567,2424
2920,3116,2577
2747,3176,2822
2924,3578,2245
2832,3181,2801
2891,3969,2098
2704,2797,3124
2850,3187,2692
2851,3816,2245
2705,2628,3246
2740,2675,3215
2356,2108,4487
2561,2346,3677
2948,3924,2127
2563,2399,3662
2764,2790,3129
2621,2466,3606
2918,3123,2723
2970,3340,2449
2765,2748,3175
2919,2853,2797
2994,3469,2261
2962,3790,2178
2932,3280,2564
2474,2106,4266
2972,2870,2731
2673,2285,3595
2797,2741,3050
2434,2334,3806
2703,2527,3512
2717,2508,3559
2923,3441,2463
2944,3462,2459
2536,2295,3963
2817,2567,3164
2987,3290,2516
2382,2069,4507
2735,2474,3292
2578,2616,3375
2639,2574,3369
2940,4356,1978
2597,2318,3733
3020,3787,1983
2963,3756,2121
3004,3422,2433
2952,4192,1852
2530,1928,4113
3020,3091,2628
2879,2756,2861
2828,2588,3162
2984,3178,2564
3010,3398,2425
2841,2727,3117
3033,3251,2518
2636,2137,3892
3027,3396,2418
2573,2226,3990
3059,3569,2240
3027,3337,2498
2805,2343,3513
3025,3062,2576
3063,3274,2509
3060,3677,2116
2934,2709,3158
3081,3314,2382
2950,2612,3126
2921,4479,1712
2412,1893,4766
2951,2694,3055
3102,2954,2525
3126,3300,2407
3095,2976,2624
3089,4685,1473
2642,2294,3863
2504,2040,4688
3130,3284,2458
3084,3368,2360
2577,2385,3672
2483,1766,5121
3140,3166,2458
2852,2463,3177
3110,3631,2212
2958,2672,2956
2669,2220,3878
3096,3465,2329
2883,2222,3506
3119,3445,2349
2902,2182,3390
3024,3979,1875
3168,3454,2249
3183,3331,2269
2753,2278,3691
3127,3586,2214
3130,3568,2132
2966,2662,3100
3238,3053,2396
2836,2102,3842
2976,2525,3119
3013,2592,3092
2996,2745,2746
3027,2504,3075
2840,1993,3693
3185,3523,2241
3111,2687,2714
3046,2464,2959
2967,2405,3145
3072,4370,1716
3187,3523,2161
3183,3061,2493
3203,3745,2082
3176,2875,2653
3251,3311,2341
3259,3268,2351
2907,2383,3313
3202,3355,2155
3222,3737,2092
3242,3554,2103
3160,4078,1746
2824,2291,3593
2814,2203,3884
3250,3746,1996
3341,3261,2296
2738,2061,3978
3274,3663,2028
3355,3127,2347
3257,3330,2324
3014,4709,1662
3316,3299,2213
3015,2855,2732
3228,3883,1877
3206,2913,2627
2575,1779,5077
3165,2666,2796
3182,2798,2713
2644,1732,5027
3188,2774,2705
3247,2786,2585
3235,3052,2517
3235,2815,2647
3182,2563,2830
3287,2978,2453
3059,4175,1859
3280,3637,2031
2662,1713,4529
3374,3160,2334
3338,3454,2026
3120,4398,1613
2637,1923,4513
2984,2275,3262
3323,3622,2032
3298,3774,1893
3377,3236,2283
2809,2002,3961
3324,2873,2576
3091,4967,1460
3044,2492,3136
3358,2921,2540
3393,3187,2232
3403,3743,1924
3419,3454,2014
3267,4061,1753
3312,2974,2524
3381,3121,2362
3365,2899,2441
3198,5470,1431
3430,3623,1986
2471,1886,4808
3405,3098,2389
3307,3777,1858
3021,2384,3227
3448,2909,2359
3259,2690,2662
3415,2952,2402
3424,3122,2275
3461,3336,2126
3115,2408,3093
3406,3259,2157
3419,2592,2529
3349,2506,2811
3311,3969,1750
3195,2401,3189
3396,2658,2770
3031,2247,3246
3342,2700,2580
3252,2376,3201
3473,3634,1940
3271,2538,2878
3458,3013,2311
3269,4343,1740
2969,2058,3549
3198,2292,3239
3480,3369,2113
3237,2328,3238
3402,2523,2745
3295,4258,1660
3204,2448,3053
3258,2241,3176
2693,1814,4424
3429,2882,2461
3489,3345,2030
3339,2505,2895
3271,2380,3131
3285,5142,1427
3524,3228,2218
3302,2279,3060
3404,2681,2698
3458,3170,2256
3504,3498,1925
3299,4853,1354
3483,2787,2464
3290,2449,2991
3350,3936,1792
3549,3147,2190
3486,3121,2292
3535,3091,2240
3525,2801,2308
3530,3120,2292
3307,2437,3052
3470,3321,2144
3284,2329,3143
2747,1813,4264
3443,2938,2411
3487,3654,1848
3380,4038,1661
3325,2345,3004
3410,3901,1830
3356,2459,2920
3560,3221,2146
3592,3330,2071
3592,3312,2124
3563,3013,2241
3473,3785,1785
3208,4469,1587
3471,2888,2412
3606,3178,2052
2894,1900,4102
3120,2064,3547
3501,2998,2312
3136,2103,3542
3146,2167,3422
3367,2502,2815
3388,2325,2970
2922,1938,3885
3426,2398,2760
2795,1700,4906
3506,2774,2410
3278,2225,3340
3520,2938,2345
3450,3915,1779
3594,3137,2172
3581,3119,2204
3421,2408,2956
3226,2160,3518
3558,3414,1941
3294,2192,3162
3282,2116,3191
3232,2003,3465
3612,2983,2189
2818,1552,4653
2839,1826,4220
3453,2548,2725
3555,3553,1885
3222,4595,1556
3328,4284,1507
3565,2690,2525
3597,2830,2294
3582,2660,2500
3407,3967,1654
3575,2568,2645
3669,3222,2020
3680,3177,2107
3688,3104,2162
3508,3942,1774
3506,3660,1787
3605,2645,2496
3693,3360,1933
3629,2760,2410
3718,3134,2086
3661,2900,2179
3530,3816,1647
3606,2528,2667
3311,4593,1559
3467,2393,2969
3647,2883,2255
3517,2390,2826
3326,2260,3005
3637,2757,2342
3668,2706,2410
3530,2265,2927
3003,1810,3940
3640,3597,1796
2972,2051,3611
3618,2427,2719
3625,3444,1901
3034,1967,3806
3748,3082,2060
3447,4068,1621
3749,3246,2018
2972,1778,4109
3733,2929,2165
2991,1999,3691
3752,3214,1991
3093,2046,3669
3628,2589,2623
3318,5014,1294
3636,2566,2641
3411,2181,3047
3539,2368,2905
3660,2542,2565
3632,2533,2661
3694,2499,2699
3681,3520,1834
3675,2695,2460
3364,2061,3383
3563,2366,2868
3798,3036,2156
3629,3734,1774
3731,2418,2681
2880,1741,4350
3767,3359,1988
3140,1966,3706
3777,3333,1953
3682,2537,2445
3493,2305,2998
3102,1891,3873
3804,2968,2145
3516,2260,2996
3588,2290,2920
3132,1944,3860
3712,3384,1819
3754,2526,2590
3595,2319,2810
3738,3551,1696
3782,2455,2611
3805,3321,1891
3189,1936,3762
3503,4144,1554
3844,3064,2120
3737,3219,2038
3746,2732,2380
3711,2854,2275
3748,3107,2050
3829,3106,1940
3875,2928,2105
3796,2641,2436
3391,2096,3361
3773,2856,2213
3313,1875,3520
3769,2719,2326
3853,2645,2395
3788,2746,2224
3358,4694,1427
3330,4566,1494
3419,2084,3299
3526,2123,3015
3744,2384,2756
3846,2711,2368
3775,3382,1872
3195,1855,3762
3881,2860,2094
3457,2157,3089
3228,1938,3748
3694,2289,2832
3805,2442,2557
3779,2306,2703
3383,2009,3463
3907,2996,1948
3400,2057,3401
3542,2164,2979
3509,4585,1431
3888,2666,2325
3694,3957,1529
3412,1956,3453
2898,1819,4262
3442,1940,3376
3893,3168,1927
3451,2037,3241
3788,2422,2640
3858,2888,2199
3589,2205,2921
3830,3104,1999
3901,3095,1982
3474,2145,3150
3901,2541,2426
3538,4452,1388
3836,2912,2171
3799,3511,1684
3756,2282,2871
3885,2515,2482
3914,3302,1924
3916,3288,1821
3928,2597,2417
3900,2702,2258
3757,2259,2857
3812,2403,2585
3912,2804,2215
3938,2640,2376
3911,2651,2336
3924,2845,2095
3988,2537,2308
3468,2076,3230
3913,2440,2478
3802,3442,1793
3956,3212,1895
3822,2388,2638
3580,2102,3097
3911,2645,2359
3760,3775,1660
3526,4900,1188
3932,2770,2101
3734,3928,1618
3569,4204,1523
3765,2205,2892
4004,2966,1987
3049,1768,4291
3825,2278,2686
3450,4744,1358
3793,2210,2843
3071,1665,4481
3731,2021,3146
3639,4243,1425
3768,3798,1544
3860,2164,2684
3461,1900,3260
3899,2280,2587
2910,1699,4575
4020,2677,2077
3848,3483,1690
3089,1646,3983
4025,3281,1806
3078,1777,4009
3674,2126,2963
3960,3318,1816
3966,2373,2463
3834,2028,2830
4039,3274,1821
3950,2654,2329
3867,3719,1672
3980,3350,1808
3307,1674,3804
4043,3120,1809
4015,3159,1907
3769,2158,2909
3837,2177,2738
3581,1946,3236
3992,3427,1741
3926,2430,2552
4067,2913,2061
4005,2489,2366
4092,2671,2247
3936,2425,2489
3002,1712,4531
3973,3527,1652
2969,1558,4651
3999,3374,1694
4124,2636,2179
3917,3782,1644
4035,3097,1925
4107,2859,1958
3755,1998,3018
3654,4241,1424
3764,4219,1509
3805,2109,2895
3983,3663,1604
3777,4090,1417
3395,1820,3712
4101,2886,2066
4132,2633,2111
4141,2588,2237
4062,3333,1800
4117,2445,2400
4092,3051,1856
3445,1933,3438
3315,1813,3789
4092,3311,1766
3399,1711,3563
3407,5012,1297
4075,2348,2501
4076,2995,1973
3743,1920,3198
4144,2805,2010
4093,3049,1915
4131,2515,2351
4111,2951,1945
4173,3278,1792
4170,2571,2229
4133,3026,1835
3797,4081,1501
3578,4654,1342
4127,2409,2430
3817,3806,1522
2981,1438,4964
4193,2307,2513
4150,2517,2339
3940,2237,2609
4223,2415,2364
4007,3397,1578
4179,3233,1737
4180,2528,2241
4170,2941,1864
4172,2505,2357
3899,3898,1416
4231,2438,2248
3531,1769,3481
4261,2386,2222
4180,2432,2412
4156,2776,1948
3638,4597,1383
4286,2616,2210
4229,2318,2379
3689,4343,1392
4279,3199,1742
3135,1595,4356
3586,4843,1229
3619,1884,3354
