obj0,obj1,obj2
-940,-31,-191
-918,-24,-193
-904,142,-291
-868,202,-355
-844,-25,-394
-810,322,-568
-866,-118,-155
-853,-141,-227
-852,48,-253
-805,135,-406
-792,272,-576
-798,111,-472
-744,394,-628
-797,300,-498
-797,-177,-41
-726,344,-636
-780,61,-480
-779,250,-506
-704,131,-701
-755,243,-482
-740,39,-523
-776,264,-527
-796,96,-423
-786,-100,-376
-778,-259,-280
-785,89,-402
-781,-128,-454
-738,236,-582
-737,270,-587
-736,-104,-526
-722,224,-564
-711,78,-528
-716,243,-584
-756,54,-456
-675,339,-714
-696,109,-602
-689,63,-562
-602,117,-796
-687,-88,-539
-729,-241,-333
-686,101,-565
-678,59,-610
-641,51,-686
-641,48,-617
-628,26,-547
-647,-284,-230
-725,-165,-410
-623,-2,-625
-659,101,-678
-621,-16,-599
-580,-17,-651
-578,-29,-681
-717,-179,-406
-707,-215,-418
-574,-121,-544
-731,-112,-460
-680,-141,-482
-571,-178,-659
-591,-321,-186
-712,-187,-340
-652,-163,-432
-629,-163,-521
-641,-143,-478
-601,26,-660
-599,-9,-601
-613,-175,-503
-609,-182,-427
-585,-180,-434
-557,-212,-459
-615,-238,-372
-589,30,-741
-638,-274,-304
-555,-250,-485
-589,-256,-357
-536,-271,-563
-570,11,-685
-545,25,-697
-539,14,-856
-520,-101,-665
-533,-7,-697
-633,-282,-238
-515,-57,-705
-507,-299,-254
-583,-335,-182
-577,-319,-194
-499,-287,-441
-497,-107,-713
-496,-204,-623
-507,-9,-720
-497,-301,-415
-582,94,-755
-567,37,-743
-484,-323,-345
-475,-109,-707
-478,-45,-727
-544,42,-778
-436,-110,-663
-402,-164,-708
-368,-318,-612
-505,-339,-108
-379,-1,-764
-341,-64,-759
-348,-149,-720
-447,-348,78
-346,-201,-664
-467,-330,-449
-456,-302,-467
-344,-239,-690
-385,-311,-508
-325,-81,-722
-349,-167,-710
-309,-72,-737
-301,-197,-737
-434,-384,-331
-479,-331,-279
-372,-280,-535
-313,-13,-762
-312,11,-773
-462,-338,-383
-328,-251,-672
-260,-290,-628
-199,-262,-648
-183,-278,-639
-329,-348,-464
-256,-322,-484
-406,-375,-339
-379,-342,-354
-337,69,-857
