obj0,obj1,obj2,obj3,obj4
-523,-238,-405,-143,331
-483,-202,-393,-27,309
-473,-249,-379,-47,156
-427,-239,-323,-142,111
-416,-298,-356,66,52
-412,-314,-316,-43,-11
-377,-250,-297,-46,-64
-335,-188,-328,180,-92
-331,-240,-241,-141,-109
-320,-299,-274,67,-168
-466,-203,-320,-94,259
-437,-192,-337,-122,264
-316,-315,-234,-42,-231
-416,-208,-334,-202,186
-366,-219,-308,-106,11
-228,-279,-162,-123,-258
-310,-256,-238,-221,-187
-341,-193,-255,-121,44
-339,-187,-320,-173,162
-422,-267,-330,-23,142
-330,-162,-266,-181,119
-466,-287,-382,-30,227
-203,-226,-167,-280,-332
-455,-227,-472,156,280
-293,-203,-206,-255,52
-320,-209,-252,-201,-34
-516,-276,-408,-126,402
-431,-207,-432,17,252
-388,-202,-377,66,37
-420,-163,-453,153,227
-398,-155,-391,86,190
-364,-200,-383,38,29
-342,-192,-321,-29,-8
-372,-278,-304,73,-33
-374,-153,-397,58,182
-324,-164,-371,154,7
-363,-212,-430,266,123
-369,-181,-404,177,213
-270,-113,-395,45,-23
-213,-179,-181,-260,-179
-261,-82,-293,85,-152
-359,-228,-390,157,60
-230,-77,-383,161,-45
-353,-169,-394,-22,104
-257,-170,-312,-21,-116
-224,-103,-339,-50,-68
-323,-176,-418,382,101
-311,-114,-457,238,100
-289,-106,-395,171,63
-269,-125,-442,273,71
-31,80,-369,62,-94
-246,-193,-239,-28,-228
-117,-73,-268,-109,-213
-163,-83,-324,-14,-168
-152,-52,-335,-74,-93
-265,-104,-401,143,55
-186,-173,-135,-314,-93
-326,-76,-465,160,175
-224,-210,-170,-200,-254
-326,-268,-248,-22,-78
-448,-144,-417,-10,365
-259,-82,-406,-15,52
-217,-27,-469,245,48
-171,-17,-413,150,3
-128,-132,-179,-147,-298
-18,19,-310,-171,-175
-270,-220,-226,-105,-209
-71,-63,-212,-204,-258
-409,-217,-416,61,235
32,-5,-274,-271,-250
-232,-157,-249,-232,17
-439,-281,-336,-84,313
76,106,-322,-164,-227
-318,-190,-327,-57,-16
-302,-156,-309,87,-30
-282,-122,-424,218,103
-278,-154,-315,59,-38
-223,-132,-195,-240,-26
-391,-171,-420,133,230
-280,-66,-409,65,130
-415,-191,-460,272,258
-385,-197,-376,-78,207
-313,-218,-334,62,15
-166,-45,-420,269,34
-252,-198,-319,98,-85
-315,-130,-428,68,183
-420,-277,-326,-125,182
-361,-140,-484,163,228
-295,-172,-338,134,10
67,-97,-72,-372,-350
-246,-139,-323,-81,-41
-335,-208,-350,18,32
1,-12,-208,-228,-283
87,61,-280,-133,-204
-380,-225,-383,41,238
-260,-132,-408,262,86
-356,-113,-444,150,286
-245,-8,-433,82,186
-307,-159,-338,-117,59
-431,-115,-533,265,328
-275,-94,-416,184,161
-213,-72,-350,-110,7
-331,-161,-332,-89,67
-305,-284,-245,-102,-156
-289,-60,-240,-243,115
-261,-149,-282,-212,14
-184,-67,-327,66,-90
-324,-278,-244,-124,-38
-328,-143,-341,-37,137
-219,-131,-346,69,-37
-339,-95,-421,75,238
-302,-187,-345,2,90
-275,-160,-427,235,174
-385,-105,-477,170,283
-149,-9,-351,83,-34
-125,-7,-357,55,-42
-269,-120,-372,-27,138
-234,-56,-353,-30,85
-169,-122,-333,-219,-53
-315,-237,-259,-82,-3
11,11,-277,-191,-172
-282,-133,-285,-132,92
-313,-247,-255,-184,37
-235,-162,-250,-88,-153
-289,-198,-294,-77,-13
-211,-160,-256,-116,-161
-79,-143,-64,-373,-238
-272,-180,-271,-152,-61
-140,-130,-300,-239,-50
-278,-167,-305,-137,62
-206,-188,-263,3,-130
-154,-119,-211,-271,-131
-208,-100,-357,9,38
-111,-138,-267,-259,-47
-232,-144,-259,-36,-83
161,-10,-84,-365,-402
-138,22,-362,23,41
-178,-93,-283,-145,-113
-228,-178,-279,-41,-113
-339,-303,-284,108,-37
-181,-81,-282,-147,-18
-200,-129,-267,-176,-86
-195,-157,-274,-57,-55
-188,-46,-297,-125,40
-400,-233,-277,-196,197
-116,-85,-315,119,-119
-125,-127,-178,-291,-128
