obj0,obj1,obj2
558,4570,5345
596,4547,5202
666,4758,5142
712,4521,5095
723,4870,4722
761,4847,4579
644,4332,5437
823,4763,4489
852,4788,4475
871,4777,4371
682,4309,5294
723,4024,5836
915,4798,4329
761,4001,5693
737,4507,5082
941,4988,4311
748,4434,5019
969,4673,4237
750,4498,4952
770,4190,5155
990,4403,4193
762,4706,4870
1025,4728,4121
806,4103,5079
804,4373,4860
809,4632,4814
1027,4899,4014
814,4811,4618
786,4411,4876
777,3902,5728
820,4651,4695
815,3879,5585
1043,5079,3938
844,4080,4936
871,3931,5485
847,4609,4671
1113,5290,3878
931,3853,5478
852,4531,4626
956,3839,5465
967,3766,5402
915,3952,5443
808,4167,5012
1134,5020,3834
858,4628,4552
874,4292,4737
932,3961,4797
1181,4850,3764
1005,3743,5259
890,4508,4483
913,3888,5510
1012,3737,5693
1067,3701,5420
901,4763,4429
1191,4986,3587
951,3865,5367
957,4539,4463
912,4269,4594
1076,3674,5369
960,4719,4423
968,4762,4368
1093,3624,5120
911,4220,4878
969,3830,5335
970,3938,4654
973,4467,4389
1107,3490,5643
1121,5079,3878
935,4490,4532
966,4144,4502
1019,3916,5185
1025,3882,5235
1247,5215,3463
1039,3746,5228
1059,3903,5012
1079,4603,4029
1061,3795,5159
1028,3798,5244
1140,4860,3911
1131,3601,4977
1145,3467,5500
1066,3775,5101
1055,4714,4179
1146,3393,5819
1035,4383,4299
1077,3723,5085
1053,4229,4474
1071,3863,5009
1161,3368,5535
1317,5426,3403
1064,4151,4436
1156,4651,3976
1073,3929,4933
1095,3816,4936
1070,4248,4362
1170,3575,5344
1083,4397,4181
1109,3840,4866
1194,4501,3953
1098,4334,4141
1190,3569,4886
1338,5156,3359
1101,4084,4552
1199,3345,5392
1118,3628,4727
1210,4526,3884
1109,4589,4087
1200,3271,5711
1111,3898,4534
1131,4363,4073
1345,4937,3337
1102,4128,4293
1208,3552,5201
1399,4812,3245
1235,4725,3672
1225,3413,5158
1107,4104,4382
1261,5197,3527
1173,4301,4228
1238,3248,5568
1151,4066,4516
1288,4971,3584
1313,4957,3571
1179,4084,4492
1187,4264,4285
1329,4905,3536
1211,4208,4242
1351,3232,5209
1219,3829,4425
1196,3988,4527
1239,4519,3824
1214,4320,4036
1123,3840,4688
1379,3208,5448
1401,5166,3213
1239,4294,4021
1243,4088,4116
1294,4811,3661
1224,4427,3904
1159,3753,4612
1387,3184,4800
1344,4996,3436
1227,3942,4270
1228,3546,4743
1319,4797,3648
1279,3291,5050
1455,5041,3121
1255,4699,3748
1415,3139,4992
1266,3538,5043
1326,4376,3801
1255,3397,5292
1239,4093,4268
1215,3834,4577
1346,4640,3644
1350,4635,3492
1252,4170,4013
1292,4265,3869
1435,3106,5676
1333,4699,3688
1272,4501,3893
1352,4480,3721
1280,3399,4369
1221,3674,4654
1237,3753,4552
1476,4771,3077
1441,3062,4692
1283,3928,4104
1245,3933,4345
1259,3588,4607
1258,3758,4544
1684,4692,3039
1373,4438,3690
1494,2831,5391
1398,4637,3478
1310,4189,3996
1288,4140,4065
1285,3611,4330
1378,4378,3654
1327,4252,3978
1725,4875,2975
1330,4170,3953
1333,4071,4056
1320,3766,4222
1382,4018,3860
1403,4606,3397
1344,4025,3913
1424,4240,3773
1335,3343,4950
1427,4313,3598
1788,5081,2808
1358,3759,4169
1448,4589,3594
1451,4572,3289
1351,4019,4064
1380,3709,4077
1452,4512,3386
1431,4107,3750
1385,3921,4038
1456,4306,3538
1393,3858,3896
1363,3611,4270
1436,4047,3714
1392,3396,4761
1421,3359,4249
1461,4181,3671
1531,4417,3458
1499,3043,5352
1506,4258,3654
1548,2709,5283
1412,3589,4008
1589,4003,3622
1490,3949,3808
1578,4393,3535
1554,3041,5151
1579,4408,3510
1556,4616,3246
1634,4206,3589
1570,4452,3435
1603,4320,3472
1844,5310,2684
1558,4018,3698
1493,3306,4673
1582,3022,4572
1606,4487,3310
1638,4233,3558
1497,3114,4592
1423,3844,3954
1599,4526,3320
1495,3801,3909
1553,3549,3888
1624,4725,3108
1643,4160,3403
1592,3018,5008
1564,3858,3775
1604,2761,5183
1681,4497,3120
1678,3968,3385
1521,3669,3957
1540,3303,4410
1574,3950,3744
1464,3548,4067
1688,4486,3191
1693,4303,3355
1628,4519,3260
1632,2926,4706
1544,3763,3927
1702,4227,3076
1595,3680,3700
1564,3804,3834
1554,3521,4219
1573,3252,4331
1571,3421,4009
1689,2669,5163
1807,4682,2940
1634,3988,3663
1926,4696,2526
1640,3631,3668
1856,4789,2817
1783,4544,3035
1798,4709,2984
1583,3242,4502
1793,2589,5029
1609,3135,4309
1740,3941,3376
1670,2917,4898
1757,3844,3502
1714,2868,4951
1588,3345,4162
1753,4090,3195
1629,3304,4231
1739,2711,5137
1633,3394,4000
1675,3525,3869
1770,2798,4632
1758,3813,3554
1813,4522,3017
1823,2567,5331
1651,3266,4178
1723,3377,3940
1699,3118,4249
1720,3535,3801
1781,3591,3548
1819,4439,2940
1709,3100,4220
1729,3305,4042
1877,2445,5223
1744,2905,4825
1809,4319,3071
1747,3077,4077
1744,2875,4932
1772,3324,3744
1749,3008,4485
1716,2920,4740
1772,3821,3307
1751,3594,3788
1982,4925,2402
1748,3065,4053
1954,4197,2879
1714,3212,4211
1773,2886,4586
1806,3790,3336
1741,3325,3948
1906,4100,3044
1782,4072,3245
1850,4181,3107
1881,3901,3256
1809,3673,3485
1794,3057,4323
1832,2797,4585
1849,2641,4929
1826,2850,4532
1815,3513,3562
1938,3980,2975
1839,2979,4334
1791,3254,3871
1975,4473,2875
2002,4451,2869
2010,4426,2755
1913,3781,3187
1860,2781,4572
1948,3577,3461
1853,2925,4510
1861,3495,3681
1870,2763,4543
1854,2862,4508
1999,3738,3341
1855,2850,4484
1977,2410,5134
1888,3037,3957
1879,3267,3716
1856,2947,4231
1897,2686,4636
2211,4576,2320
1880,3255,3692
2021,3636,3248
1891,3510,3638
1932,3431,3640
1908,2740,4400
2015,2387,4991
1841,3290,3859
1914,3089,3872
1933,3484,3630
1938,3348,3563
1956,3541,3550
2054,4507,2587
1962,3558,3536
2016,2375,4967
1891,2568,5209
2038,3970,2989
1909,2728,4376
1989,3536,3530
1933,2497,5123
2045,3895,2939
2049,3514,3258
1912,2999,4131
2077,4242,2781
2087,2357,5092
1923,2602,4821
