obj0,obj1,obj2,obj3
16228,26994,32649,24028
16499,26462,31070,23020
18046,23878,26363,23829
16269,26954,32688,24111
16310,26914,32727,24194
16351,26874,32766,24277
16392,26834,32805,24360
16433,26794,32844,24443
16474,26754,32883,24526
16802,26434,33195,25190
16843,26394,33234,25273
16884,26354,33273,25356
16925,26314,33312,25439
16966,26274,33351,25522
17007,26234,33390,25605
17048,26194,33429,25688
17089,26154,33468,25771
17130,26114,33507,25854
17171,26074,33546,25937
17212,26034,33585,26020
17253,25994,33624,26103
17294,25954,33663,26186
17335,25914,33702,26269
17376,25874,33741,26352
17417,25834,33780,26435
17458,25794,33819,26518
17499,25754,33858,26601
17540,25714,33897,26684
17581,25674,33936,26767
17622,25634,33975,26850
17663,25594,34014,26933
17704,25554,34053,27016
17745,25514,34092,27099
17786,25474,34131,27182
17827,25434,34170,27265
17868,25394,34209,27348
17909,25354,34248,27431
17950,25314,34287,27514
17991,25274,34326,27597
18032,25234,34365,27680
18317,23346,24784,22821
18087,23838,26402,23912
18128,23798,26441,23995
18169,23758,26480,24078
18210,23718,26519,24161
18251,23678,26558,24244
18292,23638,26597,24327
19544,24030,24146,24464
18620,23318,26909,24991
18661,23278,26948,25074
18702,23238,26987,25157
18743,23198,27026,25240
18784,23158,27065,25323
18825,23118,27104,25406
20340,23356,22059,22439
18866,23078,27143,25489
18907,23038,27182,25572
18948,22998,27221,25655
18989,22958,27260,25738
19030,22918,27299,25821
19071,22878,27338,25904
19112,22838,27377,25987
19153,22798,27416,26070
19194,22758,27455,26153
19235,22718,27494,26236
19276,22678,27533,26319
19317,22638,27572,26402
19358,22598,27611,26485
19399,22558,27650,26568
19440,22518,27689,26651
19481,22478,27728,26734
19522,22438,27767,26817
19563,22398,27806,26900
19594,20868,36512,32145
20611,22824,20480,21431
19854,19272,28744,28792
22898,22002,20462,23820
22939,21933,20321,23771
22980,21864,20180,23722
23021,21795,20039,23673
23063,22314,19898,21865
18823,26690,27906,22056
23104,22245,19757,21816
23145,22176,19616,21767
23186,22107,19475,21718
23227,22038,19334,21669
23268,21969,19193,21620
20140,23951,26399,22033
20181,23882,26258,21984
20222,23813,26117,21935
23309,21900,19052,21571
20263,23744,25976,21886
20304,23675,25835,21837
20345,23606,25694,21788
23350,21831,18911,21522
20386,23537,25553,21739
20427,23468,25412,21690
20468,23399,25271,21641
23391,21762,18770,21473
21595,18971,24161,23350
20509,23330,25130,21592
20550,23261,24989,21543
23432,21693,18629,21424
20591,23192,24848,21494
20673,23054,24566,21396
