obj0,obj1,obj2,obj3,obj4,cpu
2032,1436,2398,2518,1646,0.106794
2029,1716,2189,1855,1797,0.106807
2155,2006,1775,2207,1572,0.106819
2135,1121,2252,2117,2366,0.106832
1458,2263,1304,2698,2139,0.106845
1874,2653,2627,1909,1059,0.106864
1977,2338,2481,1508,1779,0.106893
1974,2120,2435,2299,1116,0.106925
1774,2536,1356,2501,1899,0.106978
1781,1918,1371,2697,2374,0.107014
2261,1411,1838,2469,2141,0.107049
1365,2413,2000,2887,1744,0.107087
1833,1946,2542,2062,1495,0.107131
1938,1756,1771,2470,1906,0.107237
2035,1654,2444,1727,2309,0.10734
1646,2416,2611,2203,1360,0.107378
2103,2628,2067,1860,1554,0.107466
1519,2032,1802,2509,2519,0.10759
1900,1502,2221,2215,2192,0.107652
1681,2686,2052,2690,1504,0.107841
2062,1921,1982,2013,1990,0.108029
1736,2282,1806,2246,2185,0.126622
1787,2355,2015,2057,1794,0.209196
1848,2124,2513,1868,2174,0.211223
1640,1979,1967,2843,1940,0.211636
1842,1687,1869,2508,2754,0.211923
1845,1906,2467,2659,1511,0.396457
