obj0,obj1,obj2,obj3,obj4
-470,-216,-498,-102,-457
-418,-326,-440,-106,-322
-413,-252,-429,-114,-358
-401,-7,-257,-167,-369
-397,-288,-296,-212,-306
-388,-136,-264,-217,-377
-384,-47,-134,-276,-318
-353,-205,-139,-341,-160
-374,-243,-283,-235,-176
-369,-169,-272,-243,-212
-348,-131,-128,-349,-196
-324,-249,-213,-322,-123
-330,-160,-126,-364,-30
-323,-5,-44,-285,-254
-367,-173,-325,-129,-372
-320,-23,-26,-349,-376
-294,-170,82,-433,-210
-315,-138,-338,-155,-365
-409,-174,-408,-111,-393
-357,-284,-350,-115,-258
-352,-210,-339,-123,-294
-292,-163,-49,-350,-96
-268,-133,32,-353,-241
-308,-127,-182,-252,-148
-337,17,-149,-240,-427
-221,-172,8,-371,-198
-275,-133,-202,-287,-184
-384,-58,-243,-214,-412
-365,-91,-251,-240,-247
-315,-208,-62,-327,-226
-242,-210,-136,-265,-214
-405,-96,-387,-108,-428
-311,-130,-41,-324,-261
-332,-168,-185,-218,-277
-327,-94,-174,-226,-313
-247,-95,176,-459,-225
-174,-97,102,-397,-213
-358,-21,-293,-134,-443
-336,-246,-206,-221,-242
-264,-55,53,-350,-276
-239,-177,-42,-334,-204
-280,-19,-80,-252,-328
-285,-93,-91,-244,-292
-191,-57,-21,-288,-264
-289,-171,-112,-247,-257
-299,-123,-129,-258,-181
-379,-59,-437,-28,-459
-375,19,-416,-25,-494
-264,15,-223,-178,-415
-260,-215,-186,-228,-220
-256,-137,-165,-225,-255
-148,-174,-66,-309,-186
-275,-204,-116,-230,-178
-254,-166,28,-336,-162
-281,-253,-330,-122,-236
