obj0,obj1,obj2
-497,-325,-58
-419,-279,-71
-414,-268,-138
-412,-342,-174
-374,-230,-216
-331,-211,-218
-329,-285,-254
-291,-173,-296
-289,-247,-332
-246,-228,-334
-225,-177,-374
-208,-116,-376
-206,-190,-412
-466,-331,102
-444,-397,66
-168,-78,-454
-99,-101,-456
-61,11,-498
-431,-359,-54
-402,-398,96
-345,-402,193
-428,-391,-48
-314,-288,-187
-344,-430,16
-294,-342,-177
-286,-294,-190
-274,-250,-265
-266,-319,-215
-246,-256,-268
-235,-273,-274
-397,-345,-107
-59,-63,-534
-191,-193,-345
-163,-199,-348
-226,-281,-293
-378,-386,-79
-142,-120,-454
-257,-299,-238
-152,-216,-354
-340,-356,-158
-183,-262,-295
-143,-224,-373
-174,-270,-314
-209,-330,-266
-237,-353,-228
-211,-285,-257
-248,-322,-183
-247,-360,-187
-137,-284,-336
-214,-308,-236
-123,-161,-426
-240,-376,-207
-126,-273,-346
-331,-379,-103
-164,-303,-267
-146,-276,-317
-157,-319,-287
-134,-204,-396
-117,-281,-365
-154,-296,-308
-297,-365,-156
-80,-142,-428
-115,-230,-376
-33,-135,-452
-86,-235,-424
-49,-69,-462
-40,-104,-506
-32,-173,-456
-279,-368,-124
-89,-287,-368
-317,-415,-20
-129,-325,-290
-278,-406,-128
-325,-458,45
-109,-350,-315
-78,-304,-374
-191,-333,-234
-107,-314,-318
-190,-371,-238
-100,-330,-338
-69,-312,-393
-181,-379,-257
-293,-448,-46
-24,-143,-471
-23,-181,-475
-15,-250,-425
-6,-230,-448
-138,-360,-259
-19,-25,-612
-221,-417,-179
-24,-242,-406
1,-261,-394
14,-128,-476
2,-299,-398
32,-118,-490
10,-269,-413
34,-192,-526
-91,-364,-308
-175,-383,-224
-52,-361,-366
41,-223,-472
42,-261,-476
11,-307,-417
-122,-410,-249
-90,-391,-287
49,-292,-422
21,-340,-370
51,-269,-495
28,-356,-390
-213,-419,-95
-191,-432,-98
68,-318,-468
-33,-402,-338
-34,-364,-334
-141,-427,-129
78,-324,-396
83,-321,-401
141,-383,-410
-64,-448,-279
-121,-437,-228
-24,-410,-357
-187,-461,-84
94,-390,-386
14,-395,-362
-168,-489,-55
118,-286,-474
-251,-449,-16
-94,-480,-116
-18,-414,-324
54,-428,-308
101,-421,-332
110,-429,-351
-34,-463,-198
126,-442,-292
-10,-461,-200
16,-458,-229
70,-467,-273
-30,-492,-184
88,-472,-213
158,-485,-198
126,-495,-107
