obj0,obj1,obj2,obj3,cpu
1609,3420,4135,3409,0.209493
3819,1054,3442,3560,0.209516
2920,3817,1982,3325,0.20954
2528,3800,2061,3884,0.209561
4244,3925,1451,3051,0.209588
1839,3556,4378,2689,0.209623
2123,2222,3918,3502,0.209644
4352,4169,1766,2497,0.20968
3578,3774,2093,2494,0.2097
3940,3780,2025,2375,0.209749
3700,1325,3812,2971,0.209769
2148,3314,2885,3537,0.209792
3036,3856,1679,4046,0.209819
3692,3272,1345,4265,0.20983
2543,3089,3750,2225,0.209883
2441,3116,4204,2237,0.209952
3642,3668,2941,1708,0.209964
3938,3239,1580,3425,0.20998
3129,3190,1667,4029,0.210012
4054,2875,3291,1696,0.210043
3862,3487,3514,1560,0.210064
3574,1103,3828,3452,0.210084
3500,1220,3202,3804,0.210099
3679,1735,3835,2523,0.210138
3945,1276,3426,3079,0.21015
2494,2143,3364,3329,0.210176
3326,1465,3512,3141,0.210323
3785,1592,3132,3076,0.210357
2300,1856,3838,3877,0.21041
3166,1297,3635,3610,0.210423
2766,1766,3737,3233,0.210446
2558,3774,2012,3980,0.210473
2730,3949,3213,2104,0.210492
2026,4416,3841,2568,0.210516
2151,2970,3732,2820,0.210544
1836,3900,3531,3406,0.210602
1921,2834,3489,3540,0.210631
2916,1728,2898,3812,0.210664
2887,2422,3977,2269,0.210693
1819,2861,3943,3552,0.210713
2049,2997,4186,2832,0.210727
2547,2632,3965,2468,0.210755
3369,3414,4001,1613,0.210779
3103,3177,4043,1736,0.210798
3280,3662,3009,1827,0.210814
3149,3595,3428,1761,0.210861
2286,3599,4359,2204,0.210896
3759,2743,2730,2231,0.210918
3576,3233,1648,3544,0.210987
4084,3391,1363,3670,0.211024
2926,2338,2411,4057,0.211039
3637,3348,1382,4155,0.211057
3863,3150,2753,1922,0.211077
4139,2246,3597,2086,0.211106
2991,2829,4000,1960,0.21113
3042,1950,2882,3331,0.211177
2955,1544,4066,3314,0.211234
2216,4284,2610,3789,0.211251
2098,2468,3409,3915,0.211267
2671,1777,3284,3704,0.211288
2940,1521,3427,3896,0.211325
2695,1570,3813,3788,0.211347
2454,1907,3401,3952,0.211384
3489,2420,2089,4293,0.211402
3852,3806,1433,3646,0.211416
2446,2416,4193,2824,0.211445
2599,3882,3632,2038,0.211515
2553,3464,4247,2013,0.211543
2977,3754,4233,1781,0.211562
4054,4057,2682,1830,0.211583
3861,2609,2308,2972,0.2116
4061,3156,1392,4144,0.211633
3858,2304,2136,4172,0.211663
2699,1858,3015,4060,0.211684
3938,3981,2947,1645,0.211701
3360,2055,3022,2824,0.211718
3359,3039,3504,1825,0.211764
2786,2206,4205,2625,0.211813
2884,1348,4142,3869,0.211836
3203,1182,4382,3625,0.211858
3466,1758,2892,3320,0.211875
3340,1536,2908,3801,0.211924
2338,3932,3292,2663,0.211957
2545,1807,3452,3985,0.211995
1913,2781,4110,3359,0.212014
3860,1905,3120,2689,0.21206
3243,3991,4191,1658,0.212087
3865,2446,2600,2727,0.212104
2325,2948,2805,3912,0.212132
3915,3004,1609,3899,0.212189
3594,2364,3529,2133,0.212226
3713,2325,3345,2206,0.212274
3028,4061,2297,2771,0.212315
2540,3433,2903,2942,0.21234
3428,3975,1697,3451,0.212423
3721,3045,3436,1706,0.212443
2427,4041,4437,2058,0.212479
3023,4172,3618,1806,0.212498
2473,4459,3822,2083,0.212523
4159,3463,2759,1859,0.212552
3346,1905,3980,2533,0.212574
