obj0,obj1,obj2,obj3,obj4
10867,18232,14371,10750,13510
10977,13442,16737,8931,11658
11150,13507,16834,9014,11642
11323,13572,16931,9097,11626
11448,12065,16815,9143,11295
11621,12130,16912,9226,11279
11794,12195,17009,9309,11263
11967,12260,17106,9392,11247
12140,12325,17203,9475,11231
12313,12390,17300,9558,11215
12486,12455,17397,9641,11199
12659,12520,17494,9724,11183
12832,12585,17591,9807,11167
13005,12650,17688,9890,11151
13178,12715,17785,9973,11135
13351,12780,17882,10056,11119
13524,12845,17979,10139,11103
13697,12910,18076,10222,11087
13870,12975,18173,10305,11071
14043,13040,18270,10388,11055
14216,13105,18367,10471,11039
14389,13170,18464,10554,11023
14562,13235,18561,10637,11007
14735,13300,18658,10720,10991
14908,13365,18755,10803,10975
15081,13430,18852,10886,10959
15254,13495,18949,10969,10943
15427,13560,19046,11052,10927
15600,13625,19143,11135,10911
15773,13690,19240,11218,10895
15946,13755,19337,11301,10879
16119,13820,19434,11384,10863
16292,13885,19531,11467,10847
16465,13950,19628,11550,10831
16638,14015,19725,11633,10815
16811,14080,19822,11716,10799
16984,14145,19919,11799,10783
17021,16451,16342,11394,10706
17302,14211,19732,11461,10639
17492,15074,16420,11606,10343
17773,12834,19810,11673,10276
20825,20874,15903,14235,10261
20963,19416,15119,13764,9616
11488,20144,13605,11339,14848
10992,13544,16728,8992,11717
10993,14509,14656,9559,11790
11007,13646,16719,9053,11776
11166,14574,14753,9642,11774
11339,14639,14850,9725,11758
11512,14704,14947,9808,11742
11685,14769,15044,9891,11726
11858,14834,15141,9974,11710
12031,14899,15238,10057,11694
11463,12167,16806,9204,11354
11478,12269,16797,9265,11413
11493,12371,16788,9326,11472
12204,14964,15335,10140,11678
11508,12473,16779,9387,11531
16901,16313,17105,11876,11129
11523,12575,16770,9448,11590
11538,12677,16761,9509,11649
12377,15029,15432,10223,11662
12550,15094,15529,10306,11646
12723,15159,15626,10389,11630
12896,15224,15723,10472,11614
13069,15289,15820,10555,11598
13242,15354,15917,10638,11582
16750,16240,17072,11809,11176
13415,15419,16014,10721,11566
13588,15484,16111,10804,11550
13761,15549,16208,10887,11534
13934,15614,16305,10970,11518
14107,15679,16402,11053,11502
14280,15744,16499,11136,11486
16599,16167,17039,11742,11223
14453,15809,16596,11219,11470
14626,15874,16693,11302,11454
14799,15939,16790,11385,11438
16448,16094,17006,11675,11270
16899,18976,15045,12493,11483
16748,18903,15012,12426,11530
17050,19049,15078,12560,11436
17201,19122,15111,12627,11389
17352,19195,15144,12694,11342
16597,18830,14979,12359,11577
17503,19268,15177,12761,11295
17654,19341,15210,12828,11248
20674,20801,15870,14168,10308
17805,19414,15243,12895,11201
17956,19487,15276,12962,11154
16446,18757,14946,12292,11624
18107,19560,15309,13029,11107
11040,18297,14468,10833,13494
18258,19633,15342,13096,11060
11213,18362,14565,10916,13478
11614,16421,13890,10148,13128
18409,19706,15375,13163,11013
18560,19779,15408,13230,10966
17043,16443,16406,11410,10737
17065,16435,16470,11426,10768
17157,14210,20016,11882,10767
16295,18684,14913,12225,11671
18711,19852,15441,13297,10919
11765,16494,13923,10215,13081
11916,16567,13956,10282,13034
20985,19408,15183,13780,9647
21007,19400,15247,13796,9678
