obj0,obj1,obj2
-581,-363,295
-553,-312,97
-548,-349,-98
-498,-375,-129
-491,-452,-167
-512,-368,71
-500,-379,83
-471,-384,-196
-452,-322,-197
-446,-321,-198
-445,-303,-220
-436,-469,-226
-406,-407,-266
-460,-481,20
-401,-465,-290
-499,-358,15
-441,-537,-186
-499,-361,61
-356,-545,-307
-310,-336,-326
-303,-518,-353
-431,-550,-168
-448,-475,-103
-375,-580,-178
-286,-314,-362
-269,-277,-364
-247,-208,-370
-246,-319,-394
-292,-595,-266
-385,-497,-203
-380,-481,-208
-305,-454,-309
-378,-479,-214
-375,-472,-236
-357,-499,-236
-377,-490,-207
-220,-450,-400
-146,-620,-371
-256,-328,-354
-251,-443,-364
-154,-458,-412
-324,-546,-217
-295,-548,-317
-244,-379,-371
-222,-457,-367
-214,-579,-373
-290,-588,-299
-265,-545,-345
-149,-573,-422
-239,-568,-312
-196,-460,-377
-215,-571,-315
-169,-480,-387
-188,-453,-381
