obj0,obj1,obj2
-578,-384,-571
-520,-396,-495
-506,-483,-642
-505,-489,-411
-453,-496,-499
-435,-508,-495
-388,-541,-579
-360,-574,-486
-347,-578,-562
-317,-601,-531
-239,-646,-369
-545,-222,-637
-207,-672,-642
-481,-488,-442
-511,-386,-512
-82,-675,-465
9,-738,-540
-536,-259,-588
-525,-341,-576
-233,-608,-502
-520,-342,-593
-437,-487,-551
-402,-495,-563
-517,-224,-662
-511,-239,-609
-351,-564,-503
-308,-591,-548
-386,-486,-615
-369,-504,-589
-335,-561,-587
-217,-599,-554
-356,-509,-584
-347,-499,-601
-290,-581,-586
-300,-563,-567
-256,-507,-607
-31,-674,-529
52,-765,-585
-460,-306,-647
-427,-315,-673
