obj0,obj1,obj2,obj3
-1040,864,130,302
-993,803,121,294
-943,760,63,174
-903,716,96,249
-883,699,35,147
-863,672,129,324
-843,655,68,222
-853,684,113,275
-806,531,90,313
-893,728,80,200
-843,685,22,80
-803,641,55,155
-860,711,0,79
-792,592,28,180
-786,514,29,211
-726,453,1,184
-833,667,52,173
-783,624,-6,53
-793,653,39,106
-763,607,-67,-49
-687,434,13,96
-666,412,82,294
-753,589,-37,44
-743,580,27,128
-647,390,46,171
-773,606,24,146
-739,578,-4,94
-645,364,-36,124
-723,563,-34,26
-719,561,-65,-8
-619,351,73,286
-706,548,63,173
-703,546,-95,-76
-699,534,29,169
-605,320,-3,199
-692,517,-13,86
-590,249,7,160
-607,356,-76,-33
-606,351,54,267
-646,395,21,192
-686,531,2,71
-512,167,-24,155
-686,439,-12,117
-678,486,-89,-1
-679,517,-32,67
-663,532,-108,-143
-664,446,-22,28
-637,402,30,122
-627,373,-15,69
-590,341,21,114
-643,485,-123,-103
-585,303,-64,97
-612,439,-102,-43
-472,123,9,230
-642,474,-71,-34
-659,500,-93,-35
-622,457,-132,-136
-632,456,-41,59
-546,300,-129,-39
-620,497,-158,-171
-545,289,-77,30
-626,378,-40,90
-566,317,-68,63
-509,277,-59,-3
-586,334,-7,165
-653,514,-78,-50
-507,271,38,152
-505,245,-44,105
-432,79,42,305
-547,315,5,77
-563,457,-149,-237
-490,174,-34,66
-499,259,-29,90
-450,130,-1,141
-430,113,-62,39
-593,453,-106,-77
-585,405,-88,-44
-582,413,-99,-61
-403,69,-10,133
-412,92,-65,61
-392,35,75,380
-372,48,-32,136
-490,266,-20,20
-564,371,-63,-66
-578,411,-130,-95
-487,254,-23,50
-527,298,-56,-25
-523,296,-87,-59
-543,410,-164,-197
-486,223,-80,-18
-352,31,-93,34
-525,344,-116,-71
-562,392,-74,-84
-522,382,-173,-230
-559,425,-134,-129
-447,220,-145,-154
-507,281,-117,-127
-445,214,-118,-64
-332,4,1,211
-439,198,-57,63
-542,399,-112,-128
-518,350,-158,-122
-520,422,-199,-265
-603,471,-136,-170
-467,237,-84,-52
-428,159,-122,-7
-448,176,-61,95
-553,439,-119,-144
-312,-13,-60,109
-626,470,-26,44
-546,431,-127,-236
-457,249,-100,-101
-292,-30,-121,7
-485,228,-105,3
-425,167,-133,-24
-512,364,-143,-137
-463,382,-190,-331
-405,150,-194,-126
-445,184,-72,78
-409,202,-100,-97
-390,99,-75,-28
-505,327,-177,-173
-292,-40,34,286
-312,17,-106,-33
-471,289,-167,-130
-272,-57,-27,184
-464,296,-104,-160
-466,242,-109,-31
-479,347,-223,-258
-486,370,-155,-263
-344,78,-170,-84
-256,-159,-74,77
-465,283,-144,-98
-289,-37,-127,-48
-483,349,-192,-224
-386,148,-121,-112
-366,131,-182,-214
-462,321,-201,-257
-407,206,-158,-221
-462,317,-115,-178
-478,336,-171,-189
-452,303,-171,-164
-346,104,-88,-37
-331,33,-78,-76
-425,269,-157,-165
-422,307,-214,-324
-422,277,-168,-182
-311,16,-139,-178
-303,-6,-51,39
-358,109,-94,3
-418,275,-199,-216
-389,185,-161,-199
-503,396,-177,-264
-446,225,-170,-133
-380,162,-106,-127
-367,162,-125,-146
-336,116,-104,-86
-329,124,-189,-226
-348,101,-102,1
-329,79,-138,-122
-345,109,-113,-16
-403,321,-218,-358
-412,289,-184,-231
-402,260,-229,-284
-326,87,-149,-139
-405,252,-218,-267
-330,38,-103,-55
-253,-49,-109,-81
-456,335,-186,-272
-322,85,-180,-173
-364,221,-145,-254
-377,200,-223,-209
-249,-81,-94,27
-479,242,-90,-12
-446,356,-168,-330
-363,307,-231,-425
-287,9,-187,-94
-361,206,-216,-226
-347,145,-186,-248
-362,246,-242,-351
-443,335,-205,-291
-358,214,-227,-243
-309,62,-199,-224
-234,-152,-84,-12
-231,-42,-119,-170
-362,242,-156,-272
-345,191,-246,-294
-193,-110,-137,-108
-386,295,-196,-357
-171,-167,-39,101
-321,167,-180,-265
-307,131,-199,-315
-266,52,-137,-229
-306,70,-210,-241
-154,-188,-175,-63
-229,4,-179,-216
-325,92,-174,-118
-290,105,-177,-314
-252,-44,-134,-60
-326,234,-224,-384
-212,-88,-101,15
-241,-21,-139,-34
-305,177,-259,-361
-318,200,-240,-310
-264,102,-283,-354
-187,-66,-228,-188
-341,188,-205,-242
-263,85,-197,-274
-230,-37,-144,-149
-209,-13,-240,-318
-227,50,-239,-262
-250,61,-144,-239
-226,12,-190,-233
-208,-30,-154,-238
-114,-232,-142,12
-171,-103,-147,-197
-227,73,-179,-307
-189,-40,-146,-141
-224,58,-250,-279
-201,-35,-152,-101
-188,-35,-171,-120
-132,-181,-185,-152
-305,147,-213,-219
-220,56,-281,-313
-169,-57,-207,-243
-268,23,-191,-128
-288,151,-237,-360
-228,9,-204,-195
-284,119,-222,-252
-147,-110,-195,-113
-346,281,-209,-424
-151,-78,-210,-221
-129,-71,-220,-310
-130,-135,-245,-198
-204,62,-274,-330
-128,-88,-134,-230
-281,127,-233,-269
-328,84,-163,-101
-89,-115,-187,-235
-384,194,-181,-158
-246,176,-204,-376
-188,76,-278,-454
-184,44,-263,-346
-44,-79,-185,-286
-148,32,-245,-379
-91,-161,-127,-189
-127,-25,-280,-356
-4,-123,-152,-211
-73,-212,-84,-25
-203,191,-191,-409
-283,249,-211,-417
-54,-234,-120,-148
-74,-276,-109,87
-84,-35,-218,-361
-6,-169,-92,-165
-337,156,-190,-134
-240,264,-198,-450
-318,170,-194,-168
-167,-11,-267,-289
31,-242,-85,-124
-142,-101,-155,-149
-179,-28,-162,-190
-87,-69,-247,-281
116,-250,-50,-100
-49,-159,-154,-160
-265,133,-226,-286
-47,-113,-214,-206
-239,203,-209,-376
-319,261,-229,-384
