obj0,obj1,obj2,obj3,obj4
-220,-186,-31,-247,-280
-219,-284,-69,-227,-299
-185,-211,-204,-259,-264
-143,-154,-253,-181,-205
-181,-219,-161,-204,-252
-177,-227,-118,-149,-240
-118,-269,-199,-221,-208
-55,-248,-300,-235,-313
-139,-162,-210,-126,-193
-116,-248,-155,-260,-322
-95,-283,-227,-83,-141
-76,-212,-248,-143,-149
-157,-236,-69,-264,-236
-90,-294,-64,-226,-180
-114,-277,-156,-166,-196
-137,-200,-36,-281,-226
-72,-220,-205,-88,-137
12,-306,-295,-197,-257
-51,-256,-257,-180,-301
-70,-258,-31,-243,-170
42,-72,-104,-184,-328
79,-147,-170,-238,-277
