obj0,obj1,obj2
1172,5438,5279
1224,5322,5138
1249,5226,5667
1301,5110,5526
1188,5583,5064
1313,5057,5332
1365,4941,5191
1230,5472,5001
1377,4933,5273
1240,5467,4923
1429,4817,5132
1282,5356,4860
1454,4721,5661
1338,5625,4714
1506,4605,5520
1354,5191,4674
1368,5647,4645
1518,4552,5326
1290,5228,5460
1370,5336,4459
1570,4436,5185
1213,5440,5072
1307,5213,4868
1643,4367,5773
1308,5170,5316
1412,5225,4396
1683,4319,5833
1422,5220,4318
1695,4251,5632
1255,5329,5009
1728,4206,5412
1464,5109,4255
1349,5172,5109
1342,5112,5319
1359,5144,5248
1735,4203,5692
1790,4190,5440
1265,5324,4931
1795,4177,5557
1520,5378,4109
1486,4806,5332
1348,5366,4724
1798,4149,5173
1490,4756,5638
1493,4803,5612
1503,4781,5511
1834,4143,5597
1847,4061,5416
1505,4750,5418
1371,5091,5054
1396,4948,5062
1862,4025,5114
1550,5400,4040
1406,5075,4533
1511,4663,5340
1872,3965,5945
1572,5262,3968
1911,3931,5985
1423,4975,4913
1495,4810,4727
1513,4665,5310
1524,4756,4940
1658,4415,5304
1914,3855,5296
1448,4832,4921
1547,4694,4586
1614,5151,3905
1923,3817,5607
1557,4634,5277
1457,5071,4910
1489,4985,4777
1706,4274,5535
1693,5382,3900
1700,5210,3841
1939,3813,5502
1996,3755,5181
1490,4923,4711
1708,4276,5505
1574,4661,5122
1735,5271,3837
1773,5225,3809
1713,4402,5052
2003,3644,5167
1594,4631,5114
1810,5546,3702
1599,4518,5130
1639,4621,5041
1499,5008,4706
1506,5068,4496
1514,4996,4550
1768,4204,5649
1739,4387,4672
1655,4615,4603
1750,4362,5095
1657,4530,5120
1905,3966,5902
1664,4478,5049
1761,4326,5376
1541,4897,4643
1691,4416,5261
2068,3604,5086
1775,4320,5301
1789,4242,5309
1916,5207,3669
1666,4592,5006
1675,4442,5149
1668,4559,4727
2112,3601,5101
2128,3459,5614
1778,4353,4712
1938,5494,3575
1792,4352,5230
1793,4262,5157
1672,4509,5033
1553,4844,4449
1675,4556,5007
1679,4501,5017
1685,4534,4906
1687,4503,4813
1718,4476,4865
1543,5340,4250
1550,5168,4191
1572,5030,4272
1724,4441,4948
1808,4327,5010
1981,5453,3538
1556,5117,4183
1605,4728,4308
1834,4264,4950
1562,5267,4046
1726,4469,4853
1726,4443,4918
2011,5475,3469
2143,3453,5468
1835,4253,4589
2168,3411,5674
1850,4207,5096
1720,4504,4770
1720,4478,4835
1598,5233,4012
1731,4539,4622
1730,4543,4755
1856,4183,4895
1582,5088,4227
2191,3366,5376
1694,4634,4536
1662,4995,4260
2059,5308,3441
1664,5038,4200
1658,5089,4208
1703,4701,4319
1691,4787,4244
1630,5121,4172
2061,5487,3425
2213,3298,5253
1863,4170,4922
1690,5009,4244
1681,5095,4104
1751,4527,4501
1713,4649,4325
1863,4109,5092
1697,4736,4236
2107,5341,3386
1703,4886,4099
1927,3985,5033
1881,4040,4903
1756,4414,4517
1990,3842,5259
1957,3964,4922
2113,5629,3333
1995,3821,5100
1722,5072,3922
1789,4573,4344
1971,3898,5173
2280,3269,5398
1903,4168,4797
1821,5330,3773
1821,4374,4436
2296,3266,5027
1772,4388,4629
1725,5070,4087
2319,3235,5438
1755,4770,3958
1704,4884,4197
1709,4851,4182
2170,5552,3257
1831,5137,3754
1734,4753,4199
1921,4143,4814
1920,4185,4734
2345,3229,5317
1760,4724,4243
1869,5163,3745
1777,4705,4308
2349,3180,5102
1799,4708,4261
1946,4000,4822
1805,4657,4253
1943,3991,4918
1823,4488,4393
1811,4622,4336
2008,3951,4837
1923,4232,4708
1845,4503,4250
1864,4335,4534
1726,5181,3885
1761,4735,4041
2022,3924,4841
1946,4138,4696
1822,4714,4157
2209,5495,3250
1842,4674,4216
2357,3057,5786
1956,4233,4665
1783,5104,3809
2234,5300,3238
1946,4132,4740
2023,3866,4907
1980,4049,4768
1859,4475,4407
1907,4308,4379
1960,4218,4528
1812,5037,3910
2256,5611,3193
1875,4372,4252
1881,4337,4335
1869,4656,4058
1843,4692,4017
1979,4162,4614
1929,4295,4453
1861,4477,4377
1774,5214,3830
1870,4647,4230
1841,4829,3894
1844,4676,4186
1834,5102,3902
1940,4259,4553
1906,4456,4167
1990,4105,4735
1970,5040,3666
1998,3757,5151
1872,4654,4223
1842,5059,3841
1990,3997,4837
2051,3807,5022
1999,4064,4557
1863,4691,3975
1866,4689,4140
1984,4915,3650
2266,5418,3174
1993,4023,4816
2059,3753,4963
1999,4034,4714
1854,4926,3847
1978,4219,4456
2000,5062,3597
2149,3570,4890
2017,4024,4688
2352,5477,3110
2032,4011,4809
1882,5055,3810
1939,4615,3994
2042,3881,4696
1932,5031,3791
2015,4179,4499
2160,3534,4990
1890,4892,3813
1983,4293,4269
1938,4925,3758
1951,4590,4026
1917,5196,3690
1989,4258,4352
1962,5053,3722
2069,3784,4962
2022,4924,3525
2079,3723,4955
2083,3806,4783
1971,4416,4086
2396,3023,5826
2027,4098,4544
2028,4032,4625
2164,3485,4960
1876,4890,3890
2058,4097,4463
2015,4229,4396
1920,4809,3945
1930,4688,3945
1955,4341,4324
1912,4421,4250
1935,4445,4241
1924,4723,3862
1957,4343,4294
2075,4028,4531
2385,5830,3095
2076,3991,4590
1942,4443,4181
2059,4217,4288
1891,4725,3962
2061,4149,4378
2084,3610,4971
2030,4034,4595
2399,2947,5137
2412,5645,3064
2118,3805,4715
2121,3668,4821
1969,4362,4269
1977,4381,4169
2023,5342,3475
2090,3922,4667
2017,4231,4366
1972,4756,3807
1985,4507,4054
1990,4276,4153
2031,4082,4553
1970,5007,3714
1985,4295,4239
2065,4074,4421
1995,4545,3900
1991,4260,4322
2110,3981,4322
2128,3940,4632
1974,4920,3728
2461,5137,3026
1978,4721,3890
2006,4779,3740
2102,4007,4555
2085,4188,4332
2096,4042,4472
2193,3368,5346
2143,3972,4538
1978,4921,3727
2129,3905,4665
2107,4006,4572
2151,3946,4528
