obj0,obj1,obj2,obj3,obj4
16702,13612,15778,18434,15009
16809,13604,15909,18476,15122
16916,13596,16040,18518,15235
17023,13588,16171,18560,15348
17130,13580,16302,18602,15461
17237,13572,16433,18644,15574
17344,13564,16564,18686,15687
17382,8590,13076,19101,15769
17037,17268,16057,17893,15015
22513,22699,17632,17890,15414
22562,22753,17620,17882,15412
18045,17325,12868,23608,24492
22611,22807,17608,17874,15410
22660,22861,17596,17866,15408
22709,22915,17584,17858,15406
22758,22969,17572,17850,15404
22807,23023,17560,17842,15402
22856,23077,17548,17834,15400
22905,23131,17536,17826,15398
22954,23185,17524,17818,15396
23003,23239,17512,17810,15394
23052,23293,17500,17802,15392
17451,13556,16695,18728,15800
17558,13548,16826,18770,15913
17665,13540,16957,18812,16026
23101,23347,17488,17794,15390
17717,12246,13355,18560,15775
17144,17260,16188,17935,15128
23150,23401,17476,17786,15388
17251,17252,16319,17977,15241
17358,17244,16450,18019,15354
17465,17236,16581,18061,15467
17572,17228,16712,18103,15580
17679,17220,16843,18145,15693
17786,17212,16974,18187,15806
17893,17204,17105,18229,15919
18000,17196,17236,18271,16032
18107,17188,17367,18313,16145
18214,17180,17498,18355,16258
18321,17172,17629,18397,16371
23199,23455,17464,17778,15386
23248,23509,17452,17770,15384
23297,23563,17440,17762,15382
23346,23617,17428,17754,15380
23395,23671,17416,17746,15378
23193,17677,14930,18557,16174
23242,17731,14918,18549,16172
23291,17785,14906,18541,16170
23340,17839,14894,18533,16168
23389,17893,14882,18525,16166
23438,17947,14870,18517,16164
23487,18001,14858,18509,16162
23536,18055,14846,18501,16160
23977,18541,14738,18429,16142
23585,18109,14834,18493,16158
24026,18595,14726,18421,16140
23634,18163,14822,18485,16156
24075,18649,14714,18413,16138
23683,18217,14810,18477,16154
24124,18703,14702,18405,16136
23732,18271,14798,18469,16152
24173,18757,14690,18397,16134
23781,18325,14786,18461,16150
24222,18811,14678,18389,16132
23830,18379,14774,18453,16148
24271,18865,14666,18381,16130
23879,18433,14762,18445,16146
23928,18487,14750,18437,16144
23444,23725,17404,17738,15376
18154,9912,13766,19855,15213
23493,23779,17392,17730,15374
23542,23833,17380,17722,15372
23591,23887,17368,17714,15370
18261,9904,13897,19897,15326
18368,9896,14028,19939,15439
18475,9888,14159,19981,15552
18582,9880,14290,20023,15665
18176,9995,13833,19850,15225
18198,10078,13900,19845,15237
18220,10161,13967,19840,15249
18242,10244,14034,19835,15261
18264,10327,14101,19830,15273
18286,10410,14168,19825,15285
18308,10493,14235,19820,15297
18330,10576,14302,19815,15309
18352,10659,14369,19810,15321
18374,10742,14436,19805,15333
18396,10825,14503,19800,15345
18418,10908,14570,19795,15357
18440,10991,14637,19790,15369
18462,11074,14704,19785,15381
18484,11157,14771,19780,15393
18506,11240,14838,19775,15405
18528,11323,14905,19770,15417
18550,11406,14972,19765,15429
18572,11489,15039,19760,15441
18594,11572,15106,19755,15453
18596,13560,14176,19356,15332
18616,11655,15173,19750,15465
18638,11738,15240,19745,15477
18660,11821,15307,19740,15489
18682,11904,15374,19735,15501
18703,13552,14307,19398,15445
18704,11987,15441,19730,15513
18726,12070,15508,19725,15525
18748,12153,15575,19720,15537
18770,12236,15642,19715,15549
18792,12319,15709,19710,15561
18810,13544,14438,19440,15558
18814,12402,15776,19705,15573
18836,12485,15843,19700,15585
18858,12568,15910,19695,15597
18880,12651,15977,19690,15609
18902,12734,16044,19685,15621
18917,13536,14569,19482,15671
18924,12817,16111,19680,15633
18946,12900,16178,19675,15645
18968,12983,16245,19670,15657
18990,13066,16312,19665,15669
19012,13149,16379,19660,15681
19034,13232,16446,19655,15693
19056,13315,16513,19650,15705
19078,13398,16580,19645,15717
19100,13481,16647,19640,15729
18489,13568,14045,19314,15219
18511,13651,14112,19309,15231
18533,13734,14179,19304,15243
18555,13817,14246,19299,15255
18577,13900,14313,19294,15267
18599,13983,14380,19289,15279
18621,14066,14447,19284,15291
18643,14149,14514,19279,15303
18665,14232,14581,19274,15315
18687,14315,14648,19269,15327
18709,14398,14715,19264,15339
18731,14481,14782,19259,15351
18753,14564,14849,19254,15363
18775,14647,14916,19249,15375
18797,14730,14983,19244,15387
18819,14813,15050,19239,15399
18841,14896,15117,19234,15411
18863,14979,15184,19229,15423
18885,15062,15251,19224,15435
18907,15145,15318,19219,15447
18929,15228,15385,19214,15459
18951,15311,15452,19209,15471
18973,15394,15519,19204,15483
18995,15477,15586,19199,15495
19017,15560,15653,19194,15507
19039,15643,15720,19189,15519
24690,20033,15732,19187,15640
24717,20004,15653,19184,15626
24739,20087,15720,19179,15638
24766,20058,15641,19176,15624
24788,20141,15708,19171,15636
24810,20224,15775,19166,15648
24815,20112,15629,19168,15622
24837,20195,15696,19163,15634
24668,19950,15665,19192,15628
24859,20278,15763,19158,15646
24695,19921,15586,19189,15614
24886,20249,15684,19155,15632
24864,20166,15617,19160,15620
24908,20332,15751,19150,15644
24744,19975,15574,19181,15612
24935,20303,15672,19147,15630
