obj0,obj1,obj2,obj3
1194,3607,4297,3467
1274,3285,4003,4002
1322,3749,3615,3912
1407,3522,3472,3725
1286,3594,4260,3585
1454,4208,3382,3785
1327,3844,3766,3190
1493,3756,3307,4249
1518,4074,3136,3657
1336,3368,4480,3184
1532,3693,4001,2929
1534,3886,3088,4320
1540,4132,3051,4080
1486,3792,3427,4173
1613,3846,2877,4539
1365,3614,3989,3804
1366,3272,3966,4120
1419,3831,3729,3308
1453,3721,3722,3289
1491,3887,3578,3451
1416,3046,4186,3719
1645,4438,2752,4252
1827,3371,4451,2922
1839,3244,4125,2752
1583,3874,3541,3569
1438,3328,3815,4263
1617,3764,3534,3550
1624,3728,3414,3626
1358,3650,4109,3728
1724,4398,2541,4471
1682,4117,2948,3918
1545,3708,3685,3407
1660,3835,3319,3374
1610,4061,3099,3775
1499,3509,3435,3843
1705,3833,2840,4657
1634,3395,3890,3013
1893,3749,3494,2716
1644,3951,3092,3756
1714,3586,3334,2983
1464,3510,3798,3629
1571,3565,3284,3986
1530,3315,3778,4381
1902,3273,4208,2710
1774,4104,2911,4036
1533,3399,3428,3824
1940,3232,4713,2551
1731,4362,2421,4547
1415,3388,4209,3403
1781,4136,2641,4146
1663,3552,3247,4104
1786,3712,3275,3473
1737,4425,2715,4370
1580,3089,3998,3980
1558,2896,4521,2965
2016,3731,4082,2599
1736,3938,3055,3874
1697,3442,3240,4085
1709,3491,3183,3705
1794,3264,3040,3518
1808,3994,2904,4017
1815,3958,2784,4093
1626,3873,3051,4438
1794,4249,3016,3456
1880,3098,3998,2809
1602,3142,3768,4183
1787,4199,2935,3969
1788,3511,2912,3924
1823,4149,2937,3544
1835,3887,2656,3755
1612,3371,3707,3464
1629,3300,3739,3735
1625,3386,3391,3942
2098,3598,3729,2455
1840,3463,3290,3082
1631,3042,3689,4271
1581,2836,4127,3825
1921,4613,2632,4051
1636,3264,3619,3811
1522,3464,4062,3648
1944,4450,2259,4316
1869,3562,3265,3391
1501,3158,4421,3290
1878,3629,3146,3244
2000,3588,2445,4332
1581,3349,3865,3260
1660,3369,3594,3479
1661,3027,3571,3795
1508,3122,4301,3366
1950,4513,2553,4139
1905,3816,2704,3450
2221,3580,4317,2338
1551,3364,3983,3736
1919,3483,3019,3301
1653,3994,3323,3701
1789,3429,3203,4203
2045,3631,4003,2687
1954,3335,3122,3204
1921,3628,2656,4113
2000,4573,2421,4270
2028,4046,2622,3862
2026,4117,2026,4222
2032,4180,2320,4045
1999,4098,3251,3195
1673,2823,4090,3943
2065,3887,2786,3136
1795,3085,3501,4532
1723,2597,4310,3542
2063,3478,2991,3359
1773,2892,4024,3517
2069,3859,2516,3711
1985,3736,3457,2834
