obj0,obj1,obj2
9868,18268,22030
10179,17095,21769
10696,17052,22459
10748,16966,22450
10800,16880,22441
10852,16794,22432
10904,16708,22423
10956,16622,22414
11008,16536,22405
11060,16450,22396
11112,16364,22387
11164,16278,22378
11216,16192,22369
11268,16106,22360
11320,16020,22351
11372,15934,22342
11424,15848,22333
11476,15762,22324
11528,15676,22315
11580,15590,22306
11990,18769,21704
11632,15504,22297
12007,18673,21597
11684,15418,22288
12024,18577,21490
11736,15332,22279
12041,18481,21383
11788,15246,22270
12058,18385,21276
11840,15160,22261
12075,18289,21169
11892,15074,22252
12092,18193,21062
11944,14988,22243
12109,18097,20955
11996,14902,22234
12048,14816,22225
12126,18001,20848
12100,14730,22216
12143,17905,20741
14132,14701,20865
14184,14615,20856
12160,17809,20634
14236,14529,20847
12437,16828,20587
12454,16732,20480
14288,14443,20838
12471,16636,20373
14340,14357,20829
14392,14271,20820
13828,17082,20321
13845,16986,20214
18709,14196,20035
13862,16890,20107
18726,14100,19928
18743,14004,19821
22346,13933,19935
22363,13837,19828
22380,13741,19721
22397,13645,19614
12403,17020,20801
12267,17788,21657
12284,17692,21550
12420,16924,20694
12301,17596,21443
12318,17500,21336
12335,17404,21229
12352,17308,21122
12369,17212,21015
12988,16593,21063
12386,17116,20908
13040,16507,21054
13092,16421,21045
13144,16335,21036
13196,16249,21027
13248,16163,21018
13300,16077,21009
13352,15991,21000
13404,15905,20991
13456,15819,20982
13508,15733,20973
13560,15647,20964
13612,15561,20955
13664,15475,20946
13716,15389,20937
13768,15303,20928
13820,15217,20919
13872,15131,20910
13924,15045,20901
13976,14959,20892
14028,14873,20883
14080,14787,20874
14535,16589,20770
14587,16503,20761
14639,16417,20752
14691,16331,20743
14743,16245,20734
14795,16159,20725
14847,16073,20716
14899,15987,20707
14951,15901,20698
15003,15815,20689
15055,15729,20680
15107,15643,20671
15159,15557,20662
15211,15471,20653
15263,15385,20644
15315,15299,20635
15367,15213,20626
15419,15127,20617
15471,15041,20608
15523,14955,20599
15575,14869,20590
15627,14783,20581
15679,14697,20572
15731,14611,20563
15783,14525,20554
17125,16572,20171
18641,14580,20463
18658,14484,20356
17108,16668,20278
18675,14388,20249
18692,14292,20142
