obj0,obj1,obj2,obj3
-512,-163,11,-251
-491,-335,77,-263
-493,-83,-46,-271
-481,-163,-77,-364
-480,-225,-110,-154
-509,45,206,-259
-505,-107,112,-310
-463,-451,244,-334
-469,-167,-190,-273
-498,-23,168,-421
-489,-177,41,-398
-460,-363,34,-324
-481,-191,-32,-312
-482,-129,1,-522
-459,-397,-44,-166
-439,-507,55,-388
-477,-285,55,-439
-451,-427,86,-295
-472,-255,20,-283
-458,-189,-205,-244
-460,-335,-11,-376
-461,-301,67,-534
-452,-269,-206,-221
-494,61,106,-277
-445,-355,-207,-407
-431,-305,-229,-583
-439,-535,100,-336
-463,-243,-108,-680
-438,-569,22,-178
-425,-378,-271,-479
-498,-51,213,-369
-491,33,269,-480
-486,-44,19,-312
-453,-341,-134,-493
-417,-741,88,-190
-484,-279,178,-322
-488,-43,99,-469
-406,-257,-278,-386
-431,-441,-140,-233
-406,-290,-287,-159
-399,-367,-350,-486
-437,-361,-139,-256
-424,-527,-141,-419
-491,5,314,-428
-487,-119,151,-456
-478,-204,-47,-223
-487,-10,97,-470
-462,-128,-125,-314
-408,-630,-19,-238
-416,-533,-73,-268
-480,-125,28,-573
-466,-171,-89,-196
-418,-430,-257,-484
-442,-375,73,-470
-456,-323,82,-389
-407,-597,-21,-239
-398,-545,-34,-414
-416,-590,182,-279
-394,-588,-182,-479
-360,-384,-352,-296
-395,-485,-175,-427
-354,-386,-363,-519
-395,-705,-7,-280
-336,-308,-377,-391
-378,-594,-78,-327
-374,-657,-109,-439
-385,-462,-221,-171
-429,-391,-9,-385
-477,-151,16,-377
-372,-760,75,-223
-396,-631,210,-291
-364,-513,-218,-488
-475,-73,102,-581
-329,-412,-395,-357
-380,-452,-239,-463
-349,-770,148,-236
-376,-461,-291,-509
-373,-641,-147,-422
-353,-516,-209,-452
-417,-471,-40,-478
-339,-556,-286,-308
-351,-712,-27,-382
-345,-519,-218,-442
-375,-600,48,-357
-372,-715,66,-293
-349,-815,157,-166
-341,-689,-73,-126
-408,-360,-147,-526
-364,-634,-155,-183
-225,-402,-406,-329
-333,-627,-204,-483
-324,-720,62,-309
-312,-787,46,-296
-340,-673,-111,-109
-388,-429,-74,-486
-305,-791,-24,-163
-358,-416,-334,-553
-326,-662,-113,-455
-303,-717,-31,-398
-315,-578,-206,-252
-310,-682,-122,-426
-287,-737,-40,-369
-294,-558,-263,-359
-286,-575,-263,-340
-295,-647,-133,-212
-280,-728,-95,-130
-331,-480,-304,-542
-440,-298,-26,-623
-255,-650,-226,-255
-293,-642,-140,-398
-249,-670,-258,-139
-279,-609,-217,-79
-209,-468,-439,-179
-271,-630,-217,-284
-363,-379,-160,-559
-343,-776,125,-74
-375,-310,-197,-598
-367,-313,-206,-588
-278,-595,-308,-312
-309,-481,-322,-317
-250,-687,-96,-278
-341,-829,80,-288
-229,-739,-185,-99
-231,-672,-146,-199
-293,-542,-301,-342
-270,-597,-219,-285
-335,-471,-252,-496
-299,-423,-374,-300
-271,-757,-49,-340
-294,-441,-347,-540
-343,-411,-341,-581
-250,-787,-83,60
-275,-447,-347,-494
-308,-535,-222,-485
-270,-498,-324,-127
-264,-500,-335,-350
-245,-545,-358,-384
-204,-689,-271,-172
-222,-600,-276,-327
-360,-343,-48,-581
-396,-336,-305,-487
-255,-458,-349,-350
-299,-739,-24,-333
-206,-794,-103,-42
-276,-431,-372,-389
-188,-709,-280,-143
-178,-682,-305,-11
-186,-562,-380,-202
-181,-744,-189,-115
-286,-825,21,-65
-165,-764,-198,-86
-333,-835,148,-137
-178,-565,-389,-192
-149,-611,-351,-122
-272,-702,-51,-155
-239,-526,-367,-188
-270,-697,-58,-341
-266,-693,-95,-142
-148,-724,-216,-58
-241,-816,-37,-150
-155,-620,-307,-135
-282,-846,58,-106
-216,-464,-369,-312
-247,-652,-137,-228
-206,-722,-71,-328
-208,-727,-64,-142
-212,-456,-385,-376
-202,-718,-108,-129
-264,-792,42,-312
-158,-799,-107,-58
-84,-749,-229,-45
-142,-819,-116,-29
-180,-715,-105,-167
-149,-657,-375,-1
-102,-734,-213,112
-125,-779,-134,-1
-212,-651,-153,-153
-210,-484,-401,-196
-207,-324,-420,-201
-114,-690,-241,-235
-21,-719,-244,153
-95,-695,-143,-172
-135,-449,-441,-52
-77,-784,-138,-17
-199,-655,-194,-270
-165,-503,-414,-229
-61,-804,-147,12
-160,-801,-68,-109
-151,-690,-175,-157
-191,-658,-203,-260
-238,-610,-244,-227
-284,-414,-372,-408
-151,-673,-139,-175
-109,-526,-448,19
-171,-600,-298,-164
-300,-538,-231,-475
-269,-860,135,-124
-154,-821,-100,7
-144,-662,-324,126
-335,-200,-189,-599
-73,-806,-131,48
-255,-633,-190,-273
-119,-670,-339,68
-248,-812,33,-283
-145,-320,-432,-203
-128,-745,-93,-100
-231,-772,15,-255
-162,-616,-237,-268
-183,-777,11,-271
-81,-601,-268,-227
-167,-797,2,-242
-201,-831,27,-65
-86,-782,-29,-201
-137,-856,14,-52
-56,-841,-17,-11
-276,-794,58,-276
-283,-498,-249,-447
-148,-624,-377,-2
-85,-665,-352,-6
-146,-509,-414,-183
-196,-839,36,-234
-83,-518,-452,-65
-272,-501,-240,-411
-292,-555,-231,-456
-220,-562,-209,-341
-119,-582,-411,-10
-252,-502,-265,-437
-126,-578,-341,-143
-237,-869,131,-190
-271,-496,-265,-483
-116,-607,-425,-73
-185,-561,-319,-325
-173,-894,118,-177
-232,-444,-360,-341
-76,-437,-475,27
-144,-852,84,-185
-145,-476,-416,-184
-76,-378,-475,-5
-86,-493,-438,-2
