obj0,obj1,obj2
632,5705,5886
710,5983,5519
755,5527,5656
770,5387,6011
819,5903,5516
833,5805,5289
810,5232,5668
842,5817,5221
868,5156,5752
818,5586,5618
965,5639,4991
915,5026,5446
779,5416,5968
991,4978,5522
857,5694,5601
888,5510,5301
1006,4838,5877
1025,5717,4979
1034,5392,4935
1074,5942,4875
1079,5725,4804
1070,4801,5536
906,5351,5490
1120,4661,5612
1105,5758,4575
942,5725,5286
1129,4660,5647
1153,4549,5959
941,5408,5388
884,5210,5746
984,5629,5123
993,5304,5079
946,5434,5385
947,5439,5346
1211,5559,4506
956,5114,5302
1243,4483,5382
1237,5592,4277
1015,4867,5834
1258,4343,5737
1061,4908,5080
1020,5344,5003
1116,5463,4825
1052,5233,5124
1380,4230,5480
1125,5138,4781
996,5113,5400
1056,5054,5327
1056,5152,5183
1297,5670,4265
1130,5511,4757
1351,5678,4090
1139,5186,4713
1175,4595,5314
1157,5551,4681
1102,5224,5076
1381,4165,5507
1166,5226,4637
1101,4907,5178
1110,4820,5523
1142,4802,5356
1187,5689,4594
1138,4689,5604
1171,4791,5394
1413,4118,5827
1402,5464,4043
1503,4052,5250
1161,4848,5105
1429,5504,3967
1142,4995,5034
1239,5224,4594
1161,4946,4961
1518,3912,5605
1262,5345,4459
1459,5642,3880
1215,4614,5301
1216,4683,5170
1238,5114,4856
1239,4845,4904
1275,4436,5702
1256,5582,4409
1321,4477,4948
1347,4448,5003
1247,4789,4812
1237,4898,5037
1483,5512,3792
1276,4371,5729
1349,4421,5610
1271,5020,4415
1370,4389,5391
1248,5106,4710
1615,3811,5581
1319,5523,4296
1242,4654,5225
1288,4684,4990
1266,5264,4518
1284,4571,5238
1351,5299,4400
1534,5298,3745
1362,5383,4340
1388,5416,4111
1291,4566,5377
1316,4623,5195
1317,4673,5028
1294,4961,4803
1591,5476,3582
1373,5508,4290
1347,4827,4693
1641,3734,5375
1371,5058,4296
1389,4365,5016
1347,4729,4837
1362,5004,4650
1398,4258,5472
1422,4253,5363
1738,3633,5351
1366,4962,4623
1435,5411,4277
1441,5285,4276
1371,4679,4606
1442,5328,4267
1459,5281,4189
1361,4782,4766
1399,4755,4581
1431,4360,5262
1475,4183,5169
1727,5721,3515
1402,4564,4902
1426,4795,4505
1454,4215,5388
1421,4515,4829
1483,5133,4102
1753,3493,5706
1434,4987,4442
1759,5614,3422
1466,4621,4814
1459,4902,4499
1499,4793,4462
1467,4643,4649
1522,4914,4327
1502,5502,3924
1489,4305,5041
1490,4607,4660
1421,4417,4973
1486,4390,4899
1527,4047,5141
1499,4414,4772
1536,3940,5597
1502,5123,4234
1542,4010,5117
1510,5067,4142
1835,5685,3305
1489,4403,4897
1502,4223,5093
1526,4833,4386
1531,4589,4283
1508,4675,4578
1510,4621,4502
1503,4554,4760
1576,3959,5584
1609,3990,5478
1507,4358,4680
1567,5245,3979
1585,5057,4246
1548,4253,4858
1872,3447,5640
1610,5007,4167
1637,3952,5325
1574,5162,3969
1622,4952,4208
1636,3995,5428
1576,4563,4646
1876,3315,5476
1566,4241,4720
1592,5109,4110
1586,4049,5090
1544,4140,5106
1603,4213,4951
1588,4558,4676
1631,4627,4164
1607,4396,4561
1610,5105,4023
1619,5049,4115
1837,5440,3299
1607,4017,4871
1891,5448,3124
1618,5297,3953
1634,4957,3936
1662,5033,3911
1649,3934,4884
1622,4573,4518
1670,5214,3758
1626,4531,4491
1674,4821,4160
1702,4897,4135
1681,3753,5362
1631,4248,4474
1682,3822,5231
1634,5336,3626
1709,4728,4120
1636,4489,4294
1717,4731,3990
1674,5200,3850
1621,4351,4634
1632,4183,4864
1607,4298,4705
1689,5073,3835
1984,3174,5176
1679,4217,4795
1610,4280,4693
1688,3892,4751
1778,5507,3468
1762,5071,3792
1759,5235,3732
1677,4384,4472
1703,4448,4398
1770,5252,3639
1689,4239,4702
1712,4123,4354
2081,5649,3022
1714,3784,5256
1787,3616,5009
1727,5392,3595
1773,4899,3832
1732,3830,5217
1780,5094,3760
1730,4921,3979
1741,3824,5180
1788,3551,4942
1794,4594,4191
1770,4873,3949
1795,5169,3581
1789,5111,3716
1762,4692,4102
1749,3874,4909
1799,4528,4229
1772,3698,5312
1794,4867,3613
1762,3864,4954
1759,3817,5198
1770,4636,4010
1782,3860,5112
1867,5217,3521
1783,3834,4959
1809,4387,4311
1792,5043,3771
1834,4731,3837
1817,4390,4181
1810,4500,4234
1836,3528,5452
1778,4065,4498
1829,4519,4050
2075,3129,5539
1815,4331,4247
2135,5657,2847
1891,5069,3434
1782,3672,5324
1812,3782,4545
2104,3080,5925
1852,4678,3978
1870,4441,4161
1870,4674,3891
1870,4576,4035
1934,4390,4028
1853,4317,4348
1894,4526,3804
1788,3832,4776
1870,4228,4251
1867,4838,3831
1873,4558,4023
1963,5307,3421
2122,2856,5301
1973,5356,3312
1883,3493,5150
1856,4388,4232
1870,4295,4201
1899,4767,3624
1951,4170,4081
1937,4122,4477
1945,4066,4385
1894,4905,3494
1980,5009,3320
1920,3354,5449
1954,3998,4374
1887,3654,4890
1937,3447,5414
1969,4297,3988
1907,4270,4247
1975,4401,3684
1941,3322,5230
1905,3699,4832
1980,4062,4300
2339,5350,2846
2026,5014,3275
2398,5402,2723
1959,3983,4514
1907,3724,4753
1988,3766,4437
2027,5364,3137
2025,4142,4284
2020,4873,3544
1972,5006,3450
2035,4078,4196
2026,4635,3585
1884,3515,4985
1944,3657,4699
1908,3746,4588
1991,4034,4305
2017,4760,3637
2095,5141,3123
1953,3489,5136
2197,5047,3048
1959,3604,4824
2083,5217,3213
1998,3964,4436
2004,3949,4425
2015,4265,3908
2027,4985,3447
2030,4821,3507
2014,3956,4301
2095,4762,3433
1984,3455,5010
2051,4110,4106
2051,3829,4272
2033,4212,4049
2062,4806,3559
2037,3922,4303
1963,3549,4885
2069,3956,4179
2073,4778,3564
1990,3725,4698
2045,3725,4576
2116,4925,3333
2074,4197,3999
2080,4668,3511
2008,3405,4779
2056,4322,3893
2078,4609,3577
2474,5527,2656
2001,3521,4837
2080,3721,4491
2069,4335,3869
2212,5260,3016
2052,4612,3639
2083,3657,4629
2075,4060,3875
2060,3608,4750
2095,4390,3858
2133,4506,3581
2111,4317,3697
2270,5223,2998
2081,3632,4708
2197,4668,3358
2298,2789,5177
2018,3239,5137
2084,3679,4464
2097,5009,3167
2271,5573,2860
2115,3924,4099
2088,3425,4628
2063,3587,4766
2022,3197,5110
2113,4660,3490
2135,3737,4387
2162,4930,3288
2152,4271,3830
2152,4650,3520
2044,3316,4890
2512,5232,2558
2176,4632,3554
2114,3615,4492
2242,4464,3600
2283,5151,2874
2211,4607,3537
2150,3831,4059
2202,4909,3178
2147,3793,4315
2170,4548,3577
2091,3171,5261
2125,3741,4446
2177,4259,3841
2222,4258,3819
2232,4575,3318
2216,4584,3524
2233,4146,3710
2243,4340,3630
2222,4637,3509
2126,3600,4456
2335,2761,5395
2277,4471,3563
2187,3745,4285
2171,4024,3918
2231,3701,4430
2278,4543,3238
2270,4844,3308
2247,3733,4340
2198,3584,4601
2250,3490,4250
2269,4422,3594
2207,3935,4029
2266,4461,3604
2298,4356,3526
2117,3255,5106
2242,3816,4163
2424,2689,5248
2132,3301,4902
2210,3579,4535
2226,3540,4481
2245,3773,4267
2211,3976,3888
2139,3258,5098
2282,4302,3576
2140,3280,4933
2247,3799,4253
2254,4312,3635
2090,3384,4889
2300,4518,3467
2160,3388,4886
2183,3367,4836
2251,4044,3767
2255,3803,4105
2265,4236,3672
2301,4702,3166
2644,5366,2440
2333,4963,3061
2317,4353,3489
2155,3227,5058
2271,3683,4109
2247,3452,4506
2237,3856,3964
2184,3338,4655
2160,3107,5052
2277,4234,3631
2194,3172,5013
2337,4475,3329
2365,4948,3113
2198,3130,4986
2274,4203,3695
2199,3311,4795
2383,4810,3065
2399,4952,3026
2307,3940,3931
2343,3999,3821
2378,4202,3429
2198,3205,4911
2300,4200,3633
2473,2443,5520
2332,4234,3509
2377,4130,3754
2226,3259,4647
2401,4152,3685
2281,3774,4030
2406,5139,3011
2333,3805,3901
2398,4015,3717
2308,3936,3956
2416,4953,3015
2331,3360,4621
2235,3102,5204
2345,3432,4458
2347,3957,3794
2419,4956,2938
2404,4135,3631
2240,2939,5124
2307,3594,4220
2356,3364,4574
2401,4361,3357
2374,3862,3886
2413,4109,3389
2351,3703,3958
2285,3475,4440
2284,3048,4862
2337,3515,4155
2377,3893,3822
2387,3960,3780
2417,5349,2819
2441,5256,2771
2319,4600,3223
2458,4005,3634
2393,4794,3087
2357,3328,4443
2401,4740,3047
2332,4613,3199
2295,3189,4851
2414,4459,3251
2308,3234,4778
2720,5491,2373
2455,3737,3766
2346,3454,4293
2407,3599,4122
2419,5067,2887
2418,4717,3025
