obj0,obj1,obj2,obj3,obj4,cpu
14279,8842,23036,18761,16473,0.0475149
16370,7663,21102,17359,16804,0.0545873
16138,10878,21090,15803,17047,0.0642283
10509,10144,22330,17543,17850,0.0711162
12600,8965,20396,16141,18181,0.0812558
14839,13196,17650,12305,17945,0.0866515
14292,13984,18737,12984,18532,0.0965477
8538,12030,18674,14015,18532,0.0997543
10629,10851,16740,12613,18863,0.113449
15986,8039,22126,17831,17212,0.134887
15938,8086,22254,17890,17263,0.135961
10341,11133,17508,12967,19169,0.136501
10293,11180,17636,13026,19220,0.140805
11400,10140,23596,17616,19456,0.141995
15418,11583,23010,16688,17812,0.150741
15370,11630,23138,16747,17863,0.151633
16130,7898,21742,17654,17059,0.161834
16082,7945,21870,17713,17110,0.162824
10533,10945,16996,12731,18965,0.164652
10485,10992,17124,12790,19016,0.166439
10053,11415,18276,13321,19475,0.16695
10005,11462,18404,13380,19526,0.168851
11640,9905,22956,17321,19201,0.169508
11592,9952,23084,17380,19252,0.173664
14215,13807,19314,13072,18608,0.179019
14167,13854,19442,13131,18659,0.179871
15946,11066,21602,16039,17251,0.180336
15898,11113,21730,16098,17302,0.18133
15322,11677,23266,16806,17914,0.182636
14004,14266,19505,13338,18838,0.183128
16322,7710,21230,17418,16855,0.19497
16034,7992,21998,17772,17161,0.196196
15794,8227,22638,18067,17416,0.196703
15746,8274,22766,18126,17467,0.197641
10581,10898,16868,12672,18914,0.199889
10389,11086,17380,12908,19118,0.200479
10101,11368,18148,13262,19424,0.202733
12552,9012,20524,16200,18232,0.213461
11496,10046,23340,17498,19354,0.214021
11448,10093,23468,17557,19405,0.216375
14647,13384,18162,12541,18149,0.216939
14599,13431,18290,12600,18200,0.217866
15994,11019,21474,15980,17200,0.219855
15754,11254,22114,16275,17455,0.222802
15706,11301,22242,16334,17506,0.224584
14196,14078,18993,13102,18634,0.226541
14148,14125,19121,13161,18685,0.228395
13359,10084,23800,18953,17430,0.234312
13454,10082,23849,19000,17416,0.235159
16178,7851,21614,17595,17008,0.243929
15890,8133,22382,17949,17314,0.247873
15842,8180,22510,18008,17365,0.248886
15554,8462,23278,18362,17671,0.249431
15506,8509,23406,18421,17722,0.250454
10437,11039,17252,12849,19067,0.254016
10149,11321,18020,13203,19373,0.260168
9429,12026,19940,14088,20138,0.264756
11880,9670,22316,17026,18946,0.267683
11832,9717,22444,17085,18997,0.270581
11544,9999,23212,17439,19303,0.272429
14695,13337,18034,12482,18098,0.278846
14263,13760,19186,13013,18557,0.280094
16042,10972,21346,15921,17149,0.282558
15802,11207,21986,16216,17404,0.283842
15658,11348,22370,16393,17557,0.285152
15610,11395,22498,16452,17608,0.286323
14244,14031,18865,13043,18583,0.292344
14100,14172,19249,13220,18736,0.292917
14052,14219,19377,13279,18787,0.29478
11734,11384,21513,16718,18583,0.295335
11922,11346,21680,16877,18586,0.296234
12884,10094,23555,18718,17500,0.301755
12979,10092,23604,18765,17486,0.302786
14024,10070,24143,19282,17332,0.304853
14119,10068,24192,19329,17318,0.305731
16226,7804,21486,17536,16957,0.31295
15698,8321,22894,18185,17518,0.316891
10245,11227,17764,13085,19271,0.333505
10197,11274,17892,13144,19322,0.335494
9621,11838,19428,13852,19934,0.340923
9573,11885,19556,13911,19985,0.342768
12168,9388,21548,16672,18640,0.348027
12120,9435,21676,16731,18691,0.350339
11784,9764,22572,17144,19048,0.353392
14791,13243,17778,12364,17996,0.364317
14743,13290,17906,12423,18047,0.365309
14455,13572,18674,12777,18353,0.365856
14407,13619,18802,12836,18404,0.366777
16090,10925,21218,15862,17098,0.368728
15850,11160,21858,16157,17353,0.370084
15466,11536,22882,16629,17761,0.372301
10606,11612,20511,15764,18565,0.381246
10794,11574,20678,15923,18568,0.38235
12029,10112,23114,18295,17626,0.390777
12124,10110,23163,18342,17612,0.391668
13264,10086,23751,18906,17444,0.392413
13929,10072,24094,19235,17346,0.393878
16274,7757,21358,17477,16906,0.402402
15602,8415,23150,18303,17620,0.403776
15266,8744,24046,18716,17977,0.405089
15218,8791,24174,18775,18028,0.406054
9813,11650,18916,13616,19730,0.434604
9765,11697,19044,13675,19781,0.436547
9525,11932,19684,13970,20036,0.439009
12264,9294,21292,16554,18538,0.442575
12216,9341,21420,16613,18589,0.444943
11976,9576,22060,16908,18844,0.445598
11928,9623,22188,16967,18895,0.44798
11688,9858,22828,17262,19150,0.451237
14503,13525,18546,12718,18302,0.462296
14359,13666,18930,12895,18455,0.463539
14311,13713,19058,12954,18506,0.464531
15514,11489,22754,16570,17710,0.468649
9478,11840,19509,14810,18547,0.48621
9666,11802,19676,14969,18550,0.48759
11546,11422,21346,16559,18580,0.488422
12110,11308,21847,17036,18589,0.490385
11934,10114,23065,18248,17640,0.494801
12314,10106,23261,18436,17584,0.496126
12409,10104,23310,18483,17570,0.497008
13169,10088,23702,18859,17458,0.497744
13549,10080,23898,19047,17402,0.49969
14214,10066,24241,19376,17304,0.500459
15650,8368,23022,18244,17569,0.507787
15458,8556,23534,18480,17773,0.509217
15410,8603,23662,18539,17824,0.510219
15170,8838,24302,18834,18079,0.510826
9957,11509,18532,13439,19577,0.559832
9909,11556,18660,13498,19628,0.561694
9717,11744,19172,13734,19832,0.5624
9669,11791,19300,13793,19883,0.564327
9477,11979,19812,14029,20087,0.567281
13265,8951,20739,16470,18083,0.569856
13360,8949,20788,16517,18069,0.571218
12504,9059,20652,16259,18283,0.578451
12024,9529,21932,16849,18793,0.581842
11736,9811,22700,17203,19099,0.587523
14551,13478,18418,12659,18251,0.597661
14119,13901,19570,13190,18710,0.601012
14071,13948,19698,13249,18761,0.602035
15562,11442,22626,16511,17659,0.603298
9102,11916,19175,14492,18541,0.60754
9290,11878,19342,14651,18544,0.608773
10418,11650,20344,15605,18562,0.609596
11170,11498,21012,16241,18574,0.610915
11358,11460,21179,16400,18577,0.611849
11079,10132,22624,17825,17766,0.615221
11174,10130,22673,17872,17752,0.616437
12219,10108,23212,18389,17598,0.618128
12789,10096,23506,18671,17514,0.619135
13074,10090,23653,18812,17472,0.620537
13644,10078,23947,19094,17388,0.621961
13739,10076,23996,19141,17374,0.622919
