obj0,obj1,obj2,obj3,cpu
-186,-562,-380,-202,10.3838
-149,-657,-375,-1,24.4659
-249,-670,-258,-139,26.3307
-408,-630,-19,-238,68.2823
-469,-167,-190,-273,68.5832
-255,-458,-349,-350,95.2326
-280,-728,-95,-130,99.045
-207,-324,-420,-201,127.201
-241,-816,-37,-150,130.29
-247,-652,-137,-228,139.652
-406,-290,-287,-159,149.199
-477,-285,55,-439,169.152
-376,-461,-291,-509,169.559
-272,-702,-51,-155,174.662
-418,-430,-257,-484,176.034
-431,-441,-140,-233,191.529
-462,-128,-125,-314,193.301
-86,-493,-438,-2,195.042
-232,-444,-360,-341,195.132
-309,-481,-322,-317,198.494
-333,-627,-204,-483,212.906
-76,-437,-475,27,213.521
-109,-526,-448,19,213.521
-162,-616,-237,-268,213.763
-478,-204,-47,-223,215.864
-266,-693,-95,-142,215.932
-364,-513,-218,-488,216.897
-315,-578,-206,-252,218.538
-252,-502,-265,-437,220.872
-425,-378,-271,-479,225.563
-275,-447,-347,-494,226.671
-331,-480,-304,-542,226.722
-373,-641,-147,-422,226.758
-399,-367,-350,-486,226.802
-431,-305,-229,-583,226.819
-155,-620,-307,-135,227.473
-83,-518,-452,-65,227.497
-116,-607,-425,-73,227.497
-171,-600,-298,-164,227.548
-206,-794,-103,-42,228.911
-276,-431,-372,-389,229.298
-345,-519,-218,-442,231.948
-336,-308,-377,-391,233.203
-329,-412,-395,-357,233.272
-445,-355,-207,-407,234.361
-484,-279,178,-322,235.947
-438,-569,22,-178,236.053
-367,-313,-206,-588,236.505
-84,-749,-229,-45,236.59
-21,-719,-244,153,236.82
-85,-665,-352,-6,236.829
-185,-561,-319,-325,236.944
-148,-724,-216,-58,237.707
-144,-662,-324,126,237.718
-364,-634,-155,-183,237.865
-305,-791,-24,-163,237.947
-349,-770,148,-236,238.001
-239,-526,-367,-188,238.297
-284,-414,-372,-408,238.383
-406,-257,-278,-386,240.832
-270,-597,-219,-285,241.217
-460,-363,34,-324,242.182
-417,-741,88,-190,242.505
-212,-456,-385,-376,242.521
-292,-555,-231,-456,242.525
-354,-386,-363,-519,242.54
-293,-542,-301,-342,242.554
-308,-535,-222,-485,242.556
-300,-538,-231,-475,242.557
-216,-464,-369,-312,242.817
-114,-690,-241,-235,242.857
-119,-582,-411,-10,242.887
-146,-509,-414,-183,242.909
-282,-846,58,-106,243.645
-255,-633,-190,-273,243.805
-272,-501,-240,-411,245.427
