obj0,obj1,obj2
-644,424,-168
-596,397,-84
-549,344,-156
-545,262,-165
-480,181,-156
-476,99,-165
-427,71,-150
-381,19,-153
-377,-63,-162
-311,-72,-162
-310,-119,-66
-234,-170,-66
-215,-199,-54
-394,178,-229
-201,-233,-136
-145,-290,-63
-479,253,-165
-272,-95,-223
-224,-122,-139
-216,-152,-150
-59,-293,-136
-3,-350,-63
-390,96,-238
-367,-15,-235
16,-379,-51
-291,-66,-235
110,-412,-135
-206,-104,-223
-183,-118,-289
-150,-161,-150
-130,-155,-223
15,-332,-147
-148,-173,-139
-113,-209,-298
-209,13,-299
158,-439,-51
-55,-241,-138
-41,-275,-220
17,-344,-136
36,-373,-124
232,-446,-92
271,-501,-123
-39,-287,-209
35,-326,-220
176,-421,-135
103,-347,-209
178,-433,-124
81,-341,-147
101,-335,-220
157,-360,-177
-225,-75,-235
-187,-36,-280
159,-372,-166
196,-415,-208
-117,-127,-289
302,-537,-101
48,-298,-286
198,-427,-197
272,-429,-132
289,-483,-207
121,-329,-293
123,-341,-282
359,-574,-216
341,-592,-132
