obj0,obj1,obj2,obj3,obj4,cpu
3742,4834,2304,4118,4346,37.8177
4322,3329,3649,4353,3263,37.8178
3764,2874,3481,4041,4848,37.8178
3548,3061,3717,4147,3743,37.8178
3782,3344,3278,4110,3931,37.8178
3229,3157,3679,4408,3866,37.8179
3001,3169,4572,3275,4003,37.8179
3093,4346,3712,4163,3221,37.818
2915,3773,4704,3222,3507,37.818
4469,3461,4416,4137,2785,37.8181
4378,3916,4484,3714,2618,37.8181
4778,4853,4525,2732,2775,37.8182
4579,4646,4455,2595,2927,37.8182
4151,3820,2367,4650,4607,37.8182
4065,3486,2753,4536,4407,37.8183
4099,2860,3331,4423,4901,37.8183
3531,3660,3048,3990,4231,37.8183
3594,2342,4950,3156,4829,37.8184
3311,3361,3241,4103,5094,37.8184
4579,2315,4888,2738,5457,37.8185
3612,2812,4747,3225,3912,37.8185
4756,4434,4167,2732,3005,37.8186
4451,4262,5050,2222,3343,37.8186
3359,4294,3266,2966,4788,37.8187
4558,4097,3557,2405,4651,37.8188
4253,4354,4089,2220,4633,37.8189
4451,3887,4783,2301,3663,37.819
4002,4803,3781,2496,3880,37.819
4746,2711,4842,2556,4636,37.8191
3813,4773,3710,2443,4340,37.8191
2960,4875,2969,3772,4190,37.8192
4062,4523,5164,2404,3046,37.8193
3780,4381,2207,4741,4895,37.8194
4558,4365,3754,2630,3562,37.8194
4840,4976,3779,3086,3074,37.8196
2525,3433,4688,3720,4097,37.8196
2842,5187,4616,5067,2654,37.8196
2934,3872,4551,4040,3152,37.8197
3395,4198,4724,3943,2709,37.8198
2967,4460,4774,4582,2708,37.8199
4378,4611,3318,2748,3922,37.8199
4208,4873,2889,2853,4630,37.82
4263,4214,4729,4066,2420,37.8201
3567,4913,4641,4039,2493,37.8201
3818,4665,5028,4111,2316,37.8202
3682,4615,4396,3687,2691,37.8202
4678,1938,4663,3913,4958,37.8205
4095,2065,4525,4366,4395,37.8205
4109,3164,2961,4850,4858,37.8206
4513,2287,4043,4486,4657,37.8206
4117,3330,3128,4492,3984,37.8207
4531,2757,3840,4555,3740,37.8207
4636,2352,4369,3950,3980,37.8208
4210,2546,4385,4056,3648,37.8209
4537,2729,4594,2775,4479,37.8211
4509,3267,3806,4055,3330,37.8213
4747,4127,3628,2458,4191,37.8214
3463,3440,3240,4371,4054,37.8215
3233,4858,4468,4352,2620,37.8216
4195,2609,4402,4464,3520,37.8217
3547,2899,4129,4438,3576,37.8218
4515,4254,4438,2996,2801,37.822
2271,3136,4421,4355,5144,37.8222
3681,2638,3813,4303,4639,37.8222
3341,3045,4434,3036,4750,37.8224
2122,3594,4136,4368,4668,37.8226
3228,2995,4091,4699,3699,37.8227
1924,4316,4089,4516,4436,37.8228
3046,4640,2503,4650,5215,37.8229
3656,3651,2721,4912,5104,37.823
4442,1977,4934,3456,5274,37.8231
4768,2345,4959,2791,4997,37.8232
4196,2771,3990,4173,3687,37.8232
3867,3671,3193,3572,4252,37.8234
4537,4673,4796,2996,2571,37.8235
