obj0,obj1,obj2,cpu
-1030,-1146,-1183,42.7646
-1021,-899,-1249,48.5289
-1034,-1056,-978,52.073
-1009,-1209,-1420,66.5561
-989,-1256,-1314,75.6045
-876,-1284,-1429,78.5938
-813,-1286,-1517,78.5983
-883,-1177,-1456,79.0112
-860,-1307,-1330,79.9931
-812,-1340,-1502,80.9111
-960,-1192,-1442,81.3436
-978,-1088,-1443,81.5486
-893,-1242,-1455,81.5737
-938,-1111,-1452,81.935
-721,-1376,-1420,81.9974
-857,-1248,-1446,82.0433
-948,-1226,-1333,82.2495
-1023,-1028,-1219,82.3505
-1022,-835,-1252,82.3913
-1003,-1037,-1455,82.3924
-846,-1203,-1465,82.4243
-872,-1287,-1443,82.4405
-825,-1322,-1394,82.4437
-921,-1304,-1421,82.4454
-847,-1184,-1474,82.4596
-816,-1358,-1378,82.4695
-964,-1106,-1482,82.482
-908,-1153,-1501,82.4888
-874,-1192,-1468,82.4913
-843,-1266,-1485,82.4913
-921,-1150,-1464,82.505
-781,-1373,-1442,82.5085
-855,-1324,-1361,82.5235
