obj0,obj1,obj2,obj3
-389,-53,-363,-275
-368,-65,-395,-196
-330,-116,-347,-192
-329,-131,-267,-66
-328,-146,-187,60
-300,-154,-247,-72
-285,-188,-291,-232
-321,-137,-232,-140
-284,-203,-211,-106
-301,-139,-327,-198
-283,-218,-131,20
-232,-228,-144,-145
-322,-122,-312,-266
-231,-243,-64,-19
-218,-262,-223,-234
-270,-147,-245,-305
-233,-213,-224,-271
-217,-277,-143,-108
-235,31,-211,-344
-197,-279,-238,-166
-166,-287,-156,-273
-114,-312,-89,-312
-218,-172,-178,-344
-211,-210,-229,-222
-146,-60,-123,-349
-120,-12,-104,-394
-263,-185,-296,-183
-181,-238,-157,-310
-68,-343,-81,-173
-94,-85,-56,-388
-108,-111,-75,-345
-82,-184,-27,-339
-15,-253,24,-330
-198,-35,-190,-310
-1,-322,15,-274
105,-326,119,-233
22,-319,45,-296
-346,-62,-400,-147
