obj0,obj1,obj2
16286,30391,33690
16615,27647,30715
17228,26163,30648
17231,26040,30511
17234,25917,30374
17237,25794,30237
17240,25671,30100
17243,25548,29963
17246,25425,29826
17249,25302,29689
17253,27491,29352
17866,26007,29285
17869,25884,29148
17872,25761,29011
17875,25638,28874
17878,25515,28737
17881,25392,28600
17884,25269,28463
17887,25146,28326
18645,27240,28179
18646,27146,28031
18647,27052,27883
18648,26958,27735
18649,26864,27587
18650,26770,27439
18651,26676,27291
18652,26582,27143
18653,26488,26995
18731,26579,26986
18809,26670,26977
18887,26761,26968
18965,26852,26959
19043,26943,26950
19121,27034,26941
19199,27125,26932
19266,25004,26928
19269,24881,26791
19272,24758,26654
19275,24635,26517
19278,24512,26380
19281,24389,26243
19284,24266,26106
19287,24143,25969
19289,26520,25928
19290,26426,25780
19291,26332,25632
19369,26423,25623
19447,26514,25614
19525,26605,25605
19603,26696,25596
19681,26787,25587
19759,26878,25578
19837,26969,25569
19904,24848,25565
19907,24725,25428
19910,24602,25291
19913,24479,25154
17192,27639,32292
17195,27516,32155
19916,24356,25017
17198,27393,32018
17201,27270,31881
19919,24233,24880
17204,27147,31744
17207,27024,31607
19922,24110,24743
17210,26901,31470
19925,23987,24606
17213,26778,31333
17216,26655,31196
20003,24078,24597
20081,24169,24588
20159,24260,24579
17219,26532,31059
20237,24351,24570
20315,24442,24561
20393,24533,24552
20471,24624,24543
20549,24715,24534
20627,24806,24525
20705,24897,24516
20783,24988,24507
20861,25079,24498
17222,26409,30922
20939,25170,24489
21017,25261,24480
21095,25352,24471
21173,25443,24462
21251,25534,24453
21329,25625,24444
21403,26925,24387
17225,26286,30785
21406,26802,24250
21409,26679,24113
21412,26556,23976
21415,26433,23839
21418,26310,23702
17512,25264,29728
26000,26081,23700
26078,26172,23691
26156,26263,23682
26234,26354,23673
26312,26445,23664
26390,26536,23655
26468,26627,23646
26546,26718,23637
26624,26809,23628
26702,26900,23619
26780,26991,23610
26858,27082,23601
18150,25108,28365
26936,27173,23592
27014,27264,23583
27092,27355,23574
18566,25067,30246
27166,28655,23517
18829,25029,30285
19204,24911,28883
27169,28532,23380
19271,24852,26802
27172,28409,23243
19274,24729,26665
19277,24606,26528
27175,28286,23106
19280,24483,26391
19283,24360,26254
27178,28163,22969
19286,24237,26117
17860,26253,29559
17863,26130,29422
27181,28040,22832
19550,24105,26008
19924,24081,24754
19236,26234,28298
19239,26111,28161
19242,25988,28024
19245,25865,27887
19248,25742,27750
19238,26205,28309
19251,25619,27613
19254,25496,27476
19241,26082,28172
19257,25373,27339
19260,25250,27202
19244,25959,28035
19263,25127,27065
19247,25836,27898
19250,25713,27761
19253,25590,27624
19201,25034,29020
19256,25467,27487
19259,25344,27350
19365,24234,25960
19443,24325,25951
19521,24416,25942
19599,24507,25933
19677,24598,25924
19755,24689,25915
19833,24780,25906
19898,25094,25839
19901,24971,25702
19262,25221,27213
19265,25098,27076
19268,24975,26939
21405,26896,24398
21407,25716,24435
21408,26773,24261
21411,26650,24124
21414,26527,23987
20188,23949,24645
21417,26404,23850
21485,25807,24426
21563,25898,24417
21641,25989,24408
21681,26272,23741
21719,26080,24399
21797,26171,24390
21875,26262,24381
25676,26209,24284
25679,26086,24147
19900,25065,25850
27170,27446,23565
25682,25963,24010
25685,25840,23873
19903,24942,25713
25688,25717,23736
27248,27537,23556
27326,27628,23547
27404,27719,23538
27482,27810,23529
27560,27901,23520
27638,27992,23511
19906,24819,25576
19909,24696,25439
25766,25808,23727
25844,25899,23718
25922,25990,23709
19912,24573,25302
19915,24450,25165
19918,24327,25028
19921,24204,24891
