obj0,obj1,obj2,obj3,obj4,cpu
2965,3075,2763,3360,1201,0.668781
2634,2710,3138,3463,1347,0.668794
1561,2071,2923,3020,3250,0.668806
2649,1448,2303,3143,2917,0.668824
2192,2091,2700,3265,2208,0.668848
1640,2487,2285,3348,3033,0.668874
1319,2520,2941,3147,3554,0.668892
1855,1859,2966,2903,3187,0.668899
1867,2854,1908,3249,3183,0.668929
1859,2265,2239,3137,2899,0.668964
1459,2802,2512,3011,3660,0.66902
1730,2159,2708,3370,2859,0.669046
2732,2216,2876,3398,1626,0.669076
2512,1835,2866,3376,1973,0.669099
1538,2298,2895,2936,3420,0.66915
2172,2778,3146,3568,1998,0.669213
2362,3431,2283,3357,1975,0.669228
2082,3106,2723,3546,2172,0.669258
1364,2903,2594,3082,3852,0.669291
2231,1597,2734,3387,2639,0.669304
2576,1425,2842,3356,2627,0.669342
1606,2454,2576,2955,3548,0.66938
2371,2507,1866,3119,2932,0.669419
2355,1660,2260,3260,2980,0.66947
2856,1934,1892,3180,2713,0.669539
2686,2025,1885,3157,2834,0.669586
3175,2110,1996,3204,2201,0.66965
2059,1795,2742,3280,2599,0.669687
1761,3139,3379,3345,2693,0.669784
2738,2540,1940,3085,2473,0.669814
2162,1960,3107,2984,2702,0.669881
3007,2244,2041,3110,2187,0.669961
2157,2772,1917,3224,2765,0.670089
1772,2955,1990,3320,3375,0.67016
3089,3138,2289,3233,1542,0.670196
2986,2583,2169,3219,1852,0.670229
2771,1722,2910,3520,2057,0.670296
2711,1724,2991,3330,2102,0.670318
2283,3015,2921,3029,2192,0.670381
2003,2690,3361,3218,2389,0.670483
1443,2399,2977,3007,3612,0.670551
2430,1486,2859,3341,2768,0.670586
2385,2457,2696,2977,2497,0.670627
2970,1611,3035,3474,2186,0.670764
2404,1623,2850,3249,2587,0.670788
2155,2945,2694,3320,2179,0.670928
2008,2454,2635,2965,2871,0.671042
2931,2105,3001,3352,1755,0.671199
3154,2602,2590,3345,1550,0.671254
2642,2199,1943,3285,2546,0.671297
2223,3071,3371,3240,2042,0.671402
1834,2978,3350,3119,2700,0.671474
2263,1911,2362,3141,2710,0.67159
2164,2021,2277,3082,3136,0.671853
3043,1634,2496,3261,2476,0.67199
3102,2087,2535,3417,1911,0.672085
3278,2665,2116,3218,1891,0.672136
1781,2452,2933,3042,2903,0.672166
2905,2802,2266,3162,1882,0.672246
1786,2426,2268,3363,2892,0.672374
2605,2244,1982,3100,2864,0.672488
2323,2368,2349,3352,2312,0.672614
2875,1768,2541,3167,2462,0.672703
2950,3413,2429,3432,1446,0.672905
2184,2415,1979,3216,2950,1.07234
2234,2492,3057,3138,2277,1.07244
2570,2012,2503,3222,2225,1.07256
2491,2516,2120,3297,2465,1.07276
2717,2554,2542,3470,1871,1.07287
2762,2937,2195,3405,2169,1.07296
2777,2599,2529,3333,1924,1.07303
2537,1919,2808,3234,2196,1.07314
2174,2955,2049,3330,2698,1.07332
2455,2836,2054,3324,2654,1.07337
2258,1684,2867,3234,2728,1.07344
2841,2433,2578,3330,1929,1.07354
1983,2457,2637,2967,3174,1.83784
2582,2195,3083,3535,1708,1.83796
2435,1713,2354,3248,2750,1.83803
2568,1667,2400,3086,2947,1.83821
2913,2560,2708,3432,1562,1.83833
1755,3482,2967,3194,2940,1.83844
1997,3033,2949,3067,2636,1.8385
2172,2610,1946,3194,3420,1.83864
1836,2805,2573,3023,3286,1.8387
2151,2539,3421,3086,2467,1.83879
2614,2477,2414,3212,2132,1.83889
1945,2243,2323,3293,3270,1.83919
2319,2262,2010,3138,3308,1.83925
2934,2221,2580,3323,1897,1.83931
2833,2599,3263,3417,1476,1.83947
2114,1746,3010,3047,3271,1.83954
2089,2516,2061,3287,3142,2.00433
2168,2012,2444,3212,2902,2.00446
1764,2366,2321,3208,3091,2.00456
1760,1960,3048,2974,3379,2.00471
2177,2429,2366,3337,2453,2.00477
2044,2133,2408,3352,2844,2.00495
2413,2040,2772,3374,2138,2.08624
1876,2098,2691,3385,2718,2.0865
1465,2459,2924,3162,3413,2.08669
1776,2363,2583,2978,3427,2.08677
2447,2247,2385,3212,2370,2.0869
2280,1744,2814,3389,2529,2.08713
