obj0,obj1,obj2,cpu
-14649,-12649,-15415,5.79434
-15662,-14343,-14184,23.0611
-14522,-14072,-15123,93.054
-13983,-14873,-15088,94.0385
-15131,-14692,-14833,105.398
-15782,-13513,-14843,143.104
-13948,-15230,-14715,145.974
-14103,-14044,-15289,150.516
-15285,-14943,-14078,159.166
-14462,-14845,-14993,162.123
-16044,-13563,-14460,180.335
-14549,-13571,-15388,181.355
-14268,-14267,-15221,182.933
-15393,-14742,-14450,190.971
-14933,-14221,-15102,203.742
-14813,-14574,-15042,204.82
-14468,-15243,-14446,205.945
-15214,-13525,-15269,210.111
-15796,-14507,-14092,215.573
-15427,-13792,-14832,215.855
-14685,-14900,-14481,216.487
-14427,-15202,-14620,218.89
-14536,-15066,-14372,219.72
-15379,-13748,-15201,239.074
-14491,-14587,-14962,252.991
-15191,-13919,-14963,253.481
-14910,-14877,-14586,254.086
-15205,-14913,-14212,259.217
-14947,-15215,-14351,260.81
-15593,-14970,-13892,263.835
-15108,-15348,-14317,268.88
-15195,-14271,-14719,276.99
-15113,-14043,-14859,278.209
-16257,-13830,-14023,278.544
-15592,-14015,-14764,283.785
-15598,-14036,-14361,284.597
-14869,-14229,-14900,284.71
-16055,-13007,-14536,284.802
-14772,-13891,-15129,286.763
-15487,-13019,-14962,286.874
-15995,-13780,-14406,288.632
-15228,-14519,-14518,288.807
-16092,-13607,-14091,288.868
-15647,-14547,-14352,290.149
-15389,-14849,-14491,291.758
-16383,-13610,-13197,292.486
-14937,-14114,-15061,303.269
-15652,-13242,-14894,303.377
-14914,-14770,-14545,304.416
-15998,-14160,-13596,304.849
-15666,-14236,-14143,305.011
-14652,-14720,-14928,308.046
-14022,-15451,-14094,308.181
-15404,-14186,-14526,310.447
-16069,-14001,-13785,310.465
-15146,-14488,-14665,311.025
-15811,-14303,-13924,311.042
-14501,-15423,-13999,311.557
-15349,-15096,-13297,312.342
-16306,-13649,-12865,312.39
-15607,-14794,-13158,312.45
-16591,-13529,-12791,313.305
-14864,-15474,-13722,315.095
-15122,-15172,-13583,315.262
-16106,-13907,-13216,317.436
-16317,-13057,-14153,321.584
-16271,-13654,-13289,322.723
-15810,-14331,-13358,327.267
-16741,-12910,-13531,329.519
-14251,-15808,-12985,331.364
-14070,-15834,-13472,331.625
-16129,-14054,-13104,333.883
-14561,-15476,-13318,334.322
-14210,-15280,-14332,335.783
-16414,-13448,-13237,336.109
-16391,-13301,-13349,336.283
-13798,-15259,-14605,337.375
-14678,-13398,-15274,337.899
-15798,-13975,-14181,338.221
-16376,-12459,-14157,338.372
-14277,-15231,-14510,338.532
-13831,-15439,-14158,338.885
-15986,-14111,-13645,339.457
-14096,-15695,-13290,340.319
-14485,-15523,-13531,340.766
-14101,-15837,-12875,340.84
-13152,-16084,-12930,340.886
-13631,-16062,-13208,341.137
-13928,-15742,-13702,341.427
-14592,-15479,-12721,342.07
-16547,-12332,-13759,342.844
-16060,-14025,-13798,342.972
-16541,-12682,-14089,343.117
-15677,-13594,-14516,343.119
-15395,-14210,-14539,343.411
-15872,-14196,-13560,343.964
-16385,-13281,-13390,344.026
-16260,-13656,-13196,344.343
-13220,-15913,-13229,344.755
-15184,-15037,-13785,344.834
-14351,-15580,-13937,344.948
-13920,-15863,-13362,345.172
-14379,-15482,-13546,346.427
-15930,-14275,-13435,346.657
-15890,-14361,-13224,346.692
-16198,-14388,-13038,346.943
-16653,-13394,-12993,347.039
-15713,-14766,-13463,347.197
-15728,-14562,-13295,347.205
-15986,-14260,-13156,347.23
-14418,-15682,-13370,347.238
-14268,-15711,-13260,347.249
-13655,-16045,-12523,347.299
-13397,-16347,-12662,347.357
-13888,-15989,-12508,347.521
-16421,-13035,-14029,347.866
-15310,-15001,-13821,347.875
-16721,-12979,-13127,347.902
-16163,-13337,-14168,348.009
-14558,-14227,-15073,348.162
-14485,-13444,-15409,348.272
-15527,-12690,-15015,348.291
-14839,-13531,-15240,348.34
-15886,-13491,-14719,348.392
-16159,-12985,-14412,348.452
-15891,-12089,-14799,348.476
-16473,-12797,-13928,348.498
-16433,-12883,-13717,348.508
-16279,-12632,-14472,348.522
-15711,-12644,-14898,348.538
-15037,-14199,-14978,348.596
-15702,-14014,-14237,348.609
-15901,-13287,-14551,348.616
-16459,-12929,-13510,348.781
-13087,-15595,-13831,348.842
-12937,-15624,-13721,348.855
-15014,-14855,-14462,348.889
-15697,-11511,-15027,349.142
-14833,-12423,-15454,349.15
-14713,-12776,-15394,349.167
-15124,-12925,-15373,349.192
-15517,-12066,-15126,349.204
-15692,-12913,-14947,349.25
-16085,-12054,-14700,349.27
-15988,-12013,-14946,349.285
-14455,-13078,-15533,349.299
-14843,-13621,-15206,349.319
-15004,-13754,-15172,349.434
-16148,-13541,-14336,349.463
-16268,-13347,-13348,349.54
-16338,-13145,-13889,349.579
-15299,-14249,-14595,349.597
-15483,-13726,-15077,349.611
-15876,-12867,-14830,349.638
-15498,-13522,-14909,349.653
-15786,-13883,-14203,350.473
-13949,-13317,-15414,351.395
-13810,-13331,-15479,351.882
-16453,-13166,-13551,352.008
-14204,-14140,-15242,352.095
-13525,-13937,-15346,352.186
-12902,-15981,-13348,352.538
-13690,-14160,-15278,352.736
-16771,-12116,-12647,352.812
-16120,-14209,-13079,353.063
-15635,-14587,-13504,353.141
-13319,-16168,-12703,353.181
-14308,-14118,-15118,354.77
-14104,-12342,-15594,354.829
-14451,-11509,-15579,354.947
-14662,-13532,-15247,355.095
-15891,-12258,-14793,355.102
-14649,-13825,-15299,355.104
-16051,-13786,-14183,355.112
-15386,-13971,-14924,355.116
-16324,-13280,-13876,355.119
-14217,-15503,-14055,355.121
-14067,-15532,-13945,355.123
-15488,-12493,-15151,355.126
-16056,-12481,-14725,355.127
-13539,-12642,-15624,355.129
-13595,-11307,-15690,355.133
-15648,-14021,-14541,355.137
-16160,-12459,-14601,355.14
-15592,-12471,-15027,355.143
-13840,-13801,-15302,355.148
-13408,-15479,-14058,355.152
-13258,-15508,-13948,355.153
-12730,-12618,-15627,355.155
-12786,-11283,-15693,355.157
