obj0,obj1,obj2,obj3
11175,15777,13992,15700
12640,14809,16819,14930
13562,14768,14903,15039
13563,14692,14948,14992
13564,14616,14993,14945
13565,14540,15038,14898
13566,14464,15083,14851
13567,14388,15128,14804
13568,14312,15173,14757
14618,16310,13711,20286
13569,14236,15218,14710
13570,14160,15263,14663
13571,14084,15308,14616
13549,15756,14318,15650
13550,15680,14363,15603
13551,15604,14408,15556
13572,14008,15353,14569
13552,15528,14453,15509
13553,15452,14498,15462
13554,15376,14543,15415
13555,15300,14588,15368
13556,15224,14633,15321
13557,15148,14678,15274
13548,15832,14273,15697
13558,15072,14723,15227
13559,14996,14768,15180
13560,14920,14813,15133
13561,14844,14858,15086
