obj0,obj1,obj2,obj3
14003,18621,21290,16098
14279,17143,19572,15012
15474,17355,19347,14971
15533,17282,19260,14892
15592,17209,19173,14813
15356,17501,19521,15129
15651,17136,19086,14734
15415,17428,19434,15050
15710,17063,18999,14655
15769,16990,18912,14576
15828,16917,18825,14497
15887,16844,18738,14418
15946,16771,18651,14339
16005,16698,18564,14260
16064,16625,18477,14181
16123,16552,18390,14102
16182,16479,18303,14023
16241,16406,18216,13944
16300,16333,18129,13865
15409,16879,20861,15537
16359,16260,18042,13786
16418,16187,17955,13707
16477,16114,17868,13628
16536,16041,17781,13549
16595,15968,17694,13470
16654,15895,17607,13391
16713,15822,17520,13312
16772,15749,17433,13233
16853,15751,17397,13222
16934,15753,17361,13211
17015,15755,17325,13200
17096,15757,17289,13189
17177,15759,17253,13178
17258,15761,17217,13167
17339,15763,17181,13156
17381,16132,17846,13134
17440,16059,17759,13055
17499,15986,17672,12976
17558,15913,17585,12897
17617,15840,17498,12818
17676,15767,17411,12739
17735,15694,17324,12660
17725,15704,18983,13995
17784,15631,18896,13916
17420,15765,17145,13145
17794,15621,17237,12581
17501,15767,17109,13134
17843,15558,18809,13837
17582,15769,17073,13123
17853,15548,17150,12502
17663,15771,17037,13112
17902,15485,18722,13758
17744,15773,17001,13101
17825,15775,16965,13090
17912,15475,17063,12423
17971,15402,16976,12344
17906,15777,16929,13079
17987,15779,16893,13068
18030,15329,16889,12265
18068,15781,16857,13057
18089,15256,16802,12186
18148,15183,16715,12107
18207,15110,16628,12028
18266,15037,16541,11949
18325,14964,16454,11870
18384,14891,16367,11791
18443,14818,16280,11712
18502,14745,16193,11633
19455,14700,17743,12395
19514,14627,17656,12316
19727,15914,16129,13903
19573,14554,17569,12237
19786,15841,16042,13824
19632,14481,17482,12158
19860,15809,16146,13814
22021,14594,16778,11836
