obj0,obj1,obj2,obj3,obj4
-636,-374,-250,-536,246
-610,-347,-283,-432,121
-553,-351,-184,-423,96
-539,-319,-283,-348,70
-526,-338,-194,-384,47
-629,-364,-273,-519,277
-514,-232,-64,-392,18
-597,-344,-329,-503,374
-455,-310,-194,-300,-4
-443,-204,-64,-308,-33
-519,-306,-352,-402,354
-553,-329,-319,-458,372
-542,-254,-327,-427,343
-533,-326,-306,-436,292
-430,-223,25,-344,-56
-517,-271,-429,-397,354
-526,-316,-329,-419,323
-507,-299,-339,-332,167
-482,-323,-184,-339,45
-511,-300,-317,-450,300
-469,-342,-95,-375,22
-372,-176,-64,-224,-84
-468,-291,-283,-264,19
-504,-290,-340,-433,331
-489,-330,-378,-411,340
-486,-354,-387,-347,293
-384,-282,-194,-216,-55
-359,-195,25,-260,-107
-442,-329,-105,-336,-27
-485,-273,-350,-346,175
-478,-248,-368,-247,156
-478,-263,-373,-329,206
-447,-346,-331,-279,145
-411,-295,-184,-255,-6
-398,-314,-95,-291,-29
-436,-271,-339,-248,116
-347,-89,155,-268,-136
-475,-279,-395,-316,264
-461,-210,-482,-279,333
-300,-273,-105,-168,-129
-434,-259,-295,-369,100
-463,-303,-411,-307,215
-394,-300,-299,-228,3
-431,-305,-332,-256,36
-342,-200,-90,-233,-98
-371,-301,-105,-252,-78
-381,-319,-210,-264,-20
-434,-233,-358,-202,154
-414,-245,-350,-262,124
-446,-243,-429,-313,303
-429,-212,-403,-228,154
-380,-330,-234,-252,-7
-359,-258,-256,-303,-60
-288,-167,25,-176,-158
-354,-306,-220,-225,-69
-409,-282,-357,-276,83
-376,-298,-255,-290,-20
-592,-359,-240,-491,244
-568,-303,-159,-496,192
-446,-228,-424,-231,253
-367,-287,-309,-189,-46
-399,-285,-388,-240,133
-324,-329,-186,-163,-77
-327,-286,-95,-207,-80
-301,-211,-345,-183,-88
-382,-269,-367,-237,34
-431,-283,-467,-291,312
-418,-320,-514,-261,185
-555,-322,-70,-532,169
-376,-212,-384,-249,72
-472,-188,60,-456,89
-293,-164,-125,-214,-100
-460,-82,190,-464,60
-457,-125,99,-420,63
-389,-54,190,-380,9
-342,-188,-26,-346,7
-540,-259,-31,-496,143
-365,-229,-368,-250,-6
-341,-101,15,-373,-6
-271,-172,-90,-149,-149
-385,-197,-393,-183,152
-288,-230,-256,-219,-111
-368,-334,-392,-269,129
-377,-262,-413,-260,180
-276,-61,155,-184,-187
-354,-302,-491,-194,103
-374,-334,-387,-314,62
-310,-291,-210,-180,-71
-265,-139,-116,-294,-68
-301,-161,21,-418,36
-496,-244,-21,-451,141
-484,-294,-70,-448,118
-244,-152,35,-131,-160
-336,-167,-116,-378,-17
-374,-305,-504,-216,183
-222,-120,-160,-282,-72
-305,-270,-255,-206,-71
-240,-214,-150,-169,-173
-425,-322,-156,-422,87
-424,-235,-115,-449,74
-283,-278,-220,-141,-120
-446,-265,-525,-339,392
-323,-272,-299,-144,-48
-241,-102,-24,-419,-8
-109,-149,-214,-297,-63
-342,-307,-425,-165,4
-188,-231,-295,-265,-113
-253,-208,-154,-411,21
-469,-231,-31,-412,92
-318,-251,-344,-170,-48
-380,-220,-105,-404,72
-170,-74,-24,-335,-59
-313,-267,-109,-410,65
-59,-106,-18,-296,-68
-278,-247,-116,-182,-121
-194,-111,-116,-210,-119
-291,-241,-120,-424,73
-213,-268,-148,-456,63
-457,-332,-299,-360,161
-258,-359,-356,-146,-149
-201,-162,-18,-464,34
-367,-349,-145,-288,-30
-438,-377,-145,-372,21
-504,-275,-335,-351,281
-462,-268,-81,-462,126
-151,-92,-160,-198,-123
-448,-300,-217,-283,27
-130,-134,-18,-380,-17
-117,-203,-295,-181,-164
-298,-185,-80,-188,-100
