obj0,obj1,obj2
928,6021,5104
948,5381,5304
985,5966,4845
1069,5835,4672
1005,5326,5045
1032,5250,5131
1002,5891,4943
1130,6126,4636
1170,5964,4532
1066,4962,5620
1224,5751,4530
1234,5987,4437
1256,6036,4375
1012,5890,4931
1260,5862,4215
1086,5760,4770
1123,4907,5361
1089,5195,4872
1150,4831,5447
1114,5110,5434
1316,5950,4149
1207,4776,5188
1400,5759,4090
1150,5486,4836
1187,5889,4630
1232,4691,5750
1194,5518,4760
1183,5559,4785
1206,5753,4571
1405,6022,4006
1171,5055,5175
1209,5659,4738
1270,4540,5502
1223,5678,4669
1259,5945,4522
1461,6110,3940
1244,5111,4730
1276,5396,4575
1501,5948,3836
1317,5733,4368
1211,5443,4858
1198,4979,5261
1187,5166,4989
1289,5360,4569
1327,4485,5243
1293,5528,4565
1321,5268,4457
1255,4924,5002
1577,5952,3799
1406,4342,5402
1592,5629,3738
1318,5856,4264
1333,5815,4361
1336,5310,4349
1385,5545,4303
1289,4636,5491
1305,4747,5305
1633,6040,3733
1309,4720,4769
1648,5717,3672
1266,5079,5001
1270,5065,4980
1281,4996,4971
1307,4857,5075
1462,4341,5601
1463,4287,5143
1722,6112,3590
1415,5655,4279
1415,5778,4073
1417,5684,4188
1378,5139,4610
1453,5868,4048
1486,5906,3944
1308,4803,5076
1510,4253,5219
1456,5847,4024
1459,5597,4023
1441,5633,4237
1551,4178,5136
1760,6064,3497
1404,5220,4591
1461,5165,4332
1466,5428,4248
1341,4910,4745
1362,4692,5046
1414,5043,4657
1419,5262,4483
1429,5257,4444
1446,4951,4545
1392,4672,4903
1497,5618,3991
1592,4113,5522
1476,5207,4224
1449,4617,4644
1446,5182,4542
1555,5675,3948
1457,5064,4417
1818,6038,3420
1481,5470,4140
1560,5938,3864
1588,5803,3898
1406,5285,4456
1416,5293,4450
1444,5276,4427
1558,5425,3947
1459,4491,5061
1474,5358,4256
1649,4058,5263
1425,4456,5360
1484,5555,4108
1425,4438,5391
1897,5982,3396
1517,4978,4191
1426,4384,5392
1658,4057,5275
1676,3982,5349
1900,5961,3372
1525,5442,4178
1540,5461,4161
1905,6224,3288
1502,5039,4479
1584,5280,4111
1475,4449,4899
1454,4880,4560
1732,5868,3657
1747,5545,3596
1728,3915,5422
1513,5053,4462
1476,5184,4315
1545,4961,4350
1464,4636,4627
1596,5446,3915
1615,5296,4100
1554,4940,4532
1945,6062,3184
1621,5127,4092
1567,4760,4562
1564,4906,4365
1622,5301,4079
1638,5358,4041
1599,5494,3898
1482,4401,5101
1616,5081,4190
1586,4848,4420
1634,5536,3890
1547,4588,4761
1785,3860,5163
1791,5364,3546
1640,5265,3865
1558,4401,5033
1598,4143,5501
1574,4459,4704
1698,5322,3822
1483,4329,5133
1594,4788,4540
1567,4198,4960
1803,5996,3528
1602,4832,4503
1812,3784,5249
1604,4533,4502
1703,5585,3738
2041,6253,3151
1609,4796,4418
1859,5892,3421
1653,5035,3980
1587,4923,4301
1739,5093,3789
1601,4867,4403
1575,4383,4939
1626,4810,4353
2085,5936,3150
2092,5831,3020
1585,4390,4695
1645,4304,4469
1625,4944,4269
1909,5719,3322
1657,4852,4157
1868,3783,5448
1869,3729,4990
1670,4644,4438
1773,5400,3760
1872,5765,3532
1615,4346,4774
1890,5192,3470
1682,4533,4334
1655,4088,5242
1784,5469,3676
1709,5123,3914
1665,4169,5077
1699,4142,4792
1765,4948,3953
1639,4321,4803
1683,4707,4321
1925,3728,5189
1928,3697,5222
1704,4803,4240
1706,4094,4994
1898,5662,3426
1717,5312,3826
1667,4279,4847
1702,4054,5318
1715,4002,5016
1957,3620,4983
1741,4764,4278
1694,4203,4933
2191,5659,2944
1768,4591,4143
1816,5322,3631
1719,4822,4223
1733,3927,5090
1965,5807,3256
1778,4718,4068
1630,4365,4757
1766,4707,4228
1727,4820,4176
1834,5068,3775
1746,4810,4180
1850,5282,3757
2064,5635,3180
1776,5043,3950
1808,4951,3838
1872,5228,3684
1799,4856,4056
2004,3585,5348
2004,6052,3212
1834,4806,4002
1751,4148,4674
2036,5990,3235
2228,5860,2883
1787,4285,4459
2025,5644,3460
1722,4114,4818
2043,5822,3217
1807,4216,4422
2027,5689,3421
2036,5453,3387
2061,3530,5089
1845,4820,3985
2062,5956,3189
1799,4076,4832
1837,4449,4192
1909,5152,3764
1864,4776,3877
1916,5047,3634
1782,4535,4245
2038,5559,3301
1803,3893,5009
1770,4262,4632
1811,4033,4599
1999,5789,3296
2284,5948,2817
1840,4627,4023
2064,3499,5122
1759,3999,5059
1919,4690,3824
2040,5560,3263
1782,4717,4126
1933,4816,3807
1819,3913,4833
1871,4417,4297
1941,5005,3719
2121,3444,4863
1877,4728,3873
1893,4274,4231
2038,5401,3468
2041,5309,3300
2343,6198,2787
1963,4914,3697
1881,4545,4050
1970,5125,3564
2379,6046,2773
2149,3421,5082
1882,4102,4554
1900,4490,4065
2124,5706,3155
2383,5776,2741
1933,4634,3926
2015,4875,3558
1932,4018,4782
2209,3335,4856
2186,5469,3091
1906,4064,4532
2133,5412,3215
1943,3949,4773
2068,5156,3411
1980,4501,3989
1888,3843,4948
1908,4039,4527
2441,5796,2739
2032,4644,3731
1962,4394,4053
2457,5992,2656
1910,4043,4404
1906,4226,4227
1907,4400,4214
1954,3992,4690
2084,5089,3514
1961,3894,4823
2181,5206,3175
2156,5525,3182
1999,4623,3918
1975,3812,4718
2002,4411,3961
2080,5270,3407
2114,5013,3378
1968,3953,4301
1992,4365,4166
2107,5118,3508
1946,3918,4806
2099,4965,3543
2062,4742,3621
2044,4373,3912
1927,4182,4334
2165,5243,3351
2006,4228,4138
2326,3269,5024
2058,4499,3895
2092,4635,3788
1980,3741,4951
2050,3599,5098
2490,5967,2623
2131,4600,3670
1962,4132,4280
2024,3645,4848
2003,3863,4547
2166,4992,3388
2045,4259,4134
2143,4464,3847
2061,4142,4085
2183,4917,3438
2190,5177,3343
2205,5603,3063
2542,6082,2593
2360,5912,2801
2178,4734,3606
2213,4841,3302
2183,4761,3561
2154,4539,3776
2386,3183,4798
2091,4240,3975
2230,5429,2949
1985,3642,4963
2193,4839,3499
2035,3726,4492
2547,5519,2533
2325,5744,2864
2255,5353,3106
2128,4463,3897
2141,4676,3649
2220,5157,3298
2223,4917,3281
2157,4327,3819
2108,4090,4278
2195,4490,3742
2194,4818,3457
2031,3909,4315
2198,4635,3634
2129,4128,3961
2235,5188,3195
2210,4704,3529
2288,5328,3073
2260,5146,3280
2085,3617,4924
2130,4000,4250
2276,5158,3252
2373,5076,2823
2112,3536,4841
2381,5832,2798
2346,5643,2924
2105,4366,3958
2217,4580,3649
2289,5266,3125
2622,6501,2452
2160,4098,4024
2224,4648,3631
2282,5055,3258
2267,5353,3029
2256,4652,3565
2242,4339,3656
2084,3652,4768
2252,4775,3487
2291,4835,3191
2355,5649,2885
2223,4316,3811
2473,3127,5238
2185,4053,4169
2328,5168,3103
2204,4194,3882
2321,4552,3522
2252,4415,3635
2369,5623,2885
2299,4642,3550
2134,3817,4427
2323,4658,3436
2320,4333,3545
2142,3562,4665
2311,5152,3179
2317,4826,3427
2355,5112,3037
2186,3825,4173
2369,5250,2983
2316,5342,3032
2348,4600,3369
2235,3984,4156
2329,4833,3287
2460,5930,2711
2644,5865,2528
2334,5016,3119
2258,4049,4143
2651,5836,2527
2658,6009,2503
2217,4318,3876
2576,3119,4894
2266,4085,4134
2452,5553,2776
2296,4209,3872
2674,5790,2446
2285,3916,4108
2600,3103,4970
2320,4312,3789
2231,3689,4453
2679,6053,2362
2328,4285,3845
2480,5660,2722
2286,4095,3911
2663,5999,2500
2290,3912,4088
2618,2963,4972
2670,5717,2457
2508,5641,2710
2143,3798,4460
2536,5655,2669
2352,4156,3790
2349,4734,3315
2316,4328,3681
2310,3998,4069
2223,4139,3897
2173,3778,4462
2268,3602,4482
2321,3929,4060
2233,3692,4236
2325,3950,4044
2355,4293,3563
2378,4450,3504
2337,3942,4003
2381,4883,3182
2254,3929,4171
2205,3518,4679
2391,4805,3243
2389,4574,3345
2402,4574,3177
2365,4369,3542
2467,4989,3137
2346,4188,3876
2377,4098,3723
2337,4135,3888
2338,3920,3978
2416,4518,3279
2392,5036,3117
2468,4962,3138
2471,4815,2977
2370,3996,3951
2289,3384,4783
2489,5290,2798
2698,6187,2334
2384,3791,3917
2310,3502,4585
2378,4232,3669
2418,4436,3503
2454,4516,3375
2295,3857,4091
2459,4431,3487
2514,5308,2776
2476,4468,3380
2394,3867,3896
2311,3665,4369
2759,6223,2329
2418,4072,3699
2448,4341,3524
2760,5937,2300
2356,3493,4666
2415,4284,3620
2332,3783,4171
2330,3610,4384
2332,3915,4048
2329,3569,4580
2360,3434,4537
2335,3599,4559
2420,4161,3610
2500,4313,3331
2549,5437,2757
2441,4011,3769
2347,3790,4164
2779,6071,2272
2570,5174,2736
2408,3537,4395
2498,4759,2911
2792,2904,5069
2351,3728,4186
2414,3684,4200
2663,5733,2508
2446,4218,3545
2384,4314,3557
2431,3659,3991
2607,5469,2634
2551,5040,2764
2418,3501,4377
2477,3839,3878
2382,3366,4621
2809,6108,2184
2439,3510,4376
2443,3531,4360
2419,3701,4163
2515,4528,3084
2483,3882,3852
2514,4257,3433
2479,3587,4149
2445,4016,3633
2618,5446,2700
2488,3878,3832
2645,5258,2687
2413,3438,4407
2544,4026,3438
2525,4448,3311
2514,3983,3830
2520,3902,3765
2527,4257,3265
2521,3164,4957
2795,2811,4914
2734,5621,2413
2525,5018,2883
2490,4052,3630
2407,3301,4600
2674,5253,2598
2483,4014,3729
2498,3550,4304
2554,4516,3237
2532,4982,2863
2554,3946,3665
2596,4498,3065
2635,5483,2593
2465,3371,4480
2613,4267,3238
2611,4609,3012
2575,4519,3141
2608,4925,2775
2725,5483,2474
2512,3448,4212
2543,3755,3787
2515,3768,3920
2626,4348,3200
2866,5660,2094
2530,3881,3792
2702,5108,2684
2620,4219,3424
2492,3295,4566
2558,3866,3734
2519,3550,3984
2537,3282,4479
2692,5474,2566
2668,4875,2876
2625,3996,3419
2769,5545,2381
2640,4211,3172
2650,4701,2971
2597,4009,3552
2562,3613,3871
2549,3240,4307
2637,4423,3129
2618,3894,3647
2586,3818,3674
2699,5461,2593
2738,5237,2459
2716,5501,2552
2676,4723,2852
2639,3977,3513
2772,4992,2752
2640,4107,3366
2711,5177,2678
2985,2747,5010
2706,4664,2929
2808,5907,2368
2667,4741,2930
2721,5242,2656
2783,4992,2622
2642,3765,3592
2771,5212,2426
2736,4514,3064
2773,4346,3007
2692,4899,2815
2833,5449,2337
2605,3239,4506
2637,3131,4300
2575,3475,4192
2740,5013,2774
2731,4635,2901
2771,5137,2579
2695,4857,2824
2591,3532,4142
2652,4482,3119
2668,4059,3306
2709,4486,3107
2674,4434,3124
2654,3687,3820
2857,5821,2281
2701,4404,3141
2736,4292,3100
2612,3529,4099
2774,4462,3006
2789,4573,2953
2667,3900,3572
2738,4806,2792
2616,3467,4121
2791,4727,2739
2729,4791,2834
2767,4482,3085
2744,5617,2446
2558,3400,4281
2669,3709,3526
2862,5834,2254
2963,5544,2075
2684,3096,4665
2595,3420,4194
2700,4202,3229
2623,3460,4090
2812,4717,2640
2827,4530,2988
2735,4659,2840
2681,3980,3473
2627,3481,4074
2735,4162,3283
3093,2724,4781
2696,3968,3498
2982,5874,2069
2832,4618,2668
2698,3012,4899
2613,3612,3929
2622,3604,3928
2672,3527,3981
2767,4735,2813
2683,3549,3822
2711,3957,3480
2832,4543,2821
3044,5624,2035
2661,3336,4103
2644,3578,3892
2753,4061,3273
2738,3950,3326
2721,3955,3510
2656,3435,4091
2833,4398,2994
2718,3635,3802
2765,3790,3454
2760,4133,3255
2696,3398,3926
2846,4458,2964
2802,5126,2594
2720,3603,3729
3125,2644,5059
2817,4900,2472
2792,4153,3232
2741,3041,4406
2778,4225,3170
2799,4212,3034
2800,4710,2780
2854,4474,2922
2803,4196,3142
2820,4666,2838
2809,4193,3191
3063,5758,2007
2861,4116,3022
2845,3907,3248
2798,3941,3383
2846,4023,3247
2892,4418,2901
2763,3666,3616
2802,3844,3361
2699,3327,4281
2887,5426,2401
2863,4489,2880
2870,5657,2334
2927,5066,2336
2928,5552,2263
2708,3270,4295
2889,4466,2893
2762,3159,4208
2916,5201,2400
2739,3461,3813
2755,3019,4828
3090,5353,1987
2930,4357,2822
2873,4087,3162
2841,4215,2994
2688,3117,4649
2767,3448,3680
2743,3577,3735
2730,3110,4415
2910,4456,2794
2897,3951,3188
2809,2995,4884
3167,5681,1984
2892,4609,2725
2711,3351,4083
2814,2979,4242
2772,3268,4136
3187,5237,1968
2947,5509,2322
2915,4639,2626
2930,4282,2975
2715,3372,4067
2782,3559,3627
2878,3744,3361
2760,3346,3908
3202,2602,4424
2810,3511,3567
2959,4769,2619
2916,5167,2459
2951,4310,2948
2957,5435,2332
3195,5692,1955
2964,5399,2248
2921,4539,2761
2959,4889,2581
2816,2929,4716
2969,4842,2532
2924,3895,3122
2906,4077,3172
2915,3798,3268
2838,3184,4045
2758,3406,3828
3200,6387,1889
2959,4352,2733
2990,4348,2879
2902,3585,3516
3010,4246,2936
2960,4207,2957
2937,4400,2728
2938,3735,3418
2995,4830,2472
3019,4343,2790
2945,3648,3403
3009,4745,2615
3029,4260,2928
2950,4037,3115
3024,4700,2509
2966,3898,3082
3035,4139,2882
2993,5366,2289
2933,4179,3000
2843,3318,3890
3238,2560,4515
2977,4573,2701
2995,4864,2413
3024,4950,2317
2852,2818,4843
3002,3918,3063
2745,3062,4390
3001,4600,2687
2846,3297,3821
3056,4236,2714
3046,4222,2849
3006,4071,3055
3009,5436,2201
3043,5280,2311
2959,3855,3176
2907,3242,3715
3092,4487,2568
3057,4091,2887
3061,5283,2229
3075,4566,2708
2962,3677,3354
2829,2932,4399
2880,2918,4748
2975,3789,3325
2885,3029,3996
3022,3634,3276
2987,3359,3509
3076,4072,2984
2937,2863,4489
3050,4250,2829
2993,3587,3482
3055,4002,3055
3037,3745,3223
3219,6521,1861
2870,3502,3624
3261,2446,4959
3129,4061,3018
2851,3145,4118
3011,5040,2376
2920,3425,3677
3092,5194,2213
2951,3584,3522
3214,5826,1927
2944,3296,3622
3148,4050,3016
3005,3639,3460
3154,3975,2868
3014,4998,2385
3073,5460,2131
3052,3484,3411
3098,4484,2668
3116,4302,2618
3025,4805,2490
3075,3720,3203
3033,3789,3275
3034,3870,3162
3093,4603,2567
3281,6271,1827
3105,4584,2447
3050,4776,2462
3070,4151,2857
3015,3532,3504
3076,3837,3182
3117,4082,2944
3093,3877,3141
3110,4868,2300
3276,5576,1893
3006,2780,4341
3138,4076,2976
3118,3783,3090
3079,3748,3183
3102,3870,3129
3116,4227,2771
2950,3207,3927
3166,4152,2770
3175,3933,2917
3055,4896,2376
3134,5119,2289
3103,3479,3395
3124,4718,2419
3064,3637,3236
3148,5153,2258
3111,3620,3351
3199,3774,3072
3025,2754,4482
3132,3609,3316
3210,3857,3039
3150,5344,2044
3299,6215,1813
2956,3168,3991
3020,3166,3832
3151,4759,2229
3198,4105,2861
3162,3428,3311
3230,4368,2556
3212,3987,2824
3134,4866,2373
3217,3863,2950
3131,3754,3143
3177,4447,2609
3243,4573,2531
3300,6405,1799
3203,4323,2601
3099,3649,3211
3249,4498,2383
3153,3720,3198
2833,2953,4383
3192,4228,2723
3171,3712,3189
3060,3416,3508
3077,3436,3492
3243,4036,2683
3241,3485,3178
3214,4041,2772
3226,4277,2658
3023,3145,3763
3199,3482,3218
3252,3568,3145
3318,6349,1785
3255,3823,3047
3157,3771,3112
3295,5710,1865
3164,2647,4944
3188,5092,2141
3181,5128,2225
3027,2898,4143
