obj0,obj1,obj2,obj3
1560,3097,2401,2398
1636,3042,2246,2571
1646,2764,2845,2110
1647,3246,2241,2623
1778,3275,2142,2821
1798,3050,2016,2502
1722,2709,2690,2283
1768,3031,2681,2097
1733,2913,2685,2335
1794,2643,3090,1754
1824,2662,2425,2159
1940,3283,1912,2752
1983,2666,1762,3108
1819,3241,2077,2010
1946,2929,2261,2146
1870,2588,2935,1927
1966,2895,2321,2409
1905,2908,2521,1722
2070,2815,1602,3333
1972,2541,2670,1803
2085,3046,1832,2623
2027,3175,2357,1709
2053,2787,2766,1366
1961,3474,1973,2260
2069,2333,2206,2820
2114,2695,1663,3306
2096,3250,1827,2675
2187,2999,1567,2499
2138,2773,1763,2673
2009,3101,1987,2450
2059,2803,2185,2298
1822,3106,2218,2486
2115,3143,1889,2615
2136,3334,1950,2123
2035,2713,2396,2107
2145,2916,1926,2569
2093,2423,1995,3011
2201,2844,1503,3531
2223,3483,1790,2348
2242,3326,2216,1560
2269,2765,1368,3387
1976,3039,2377,2052
2276,2703,1433,3237
2268,3245,1663,2062
2213,2611,1976,2156
2294,2857,2072,1719
2111,2658,2241,2280
2297,2894,1494,2745
2120,2533,2590,1717
2157,2980,2232,2094
2154,2153,2400,2430
2190,2832,2086,2496
2416,3124,1908,1706
2047,3141,2417,1972
2221,3135,2155,2052
2196,2478,2435,1890
2292,2785,1821,2372
2442,2736,2317,1363
2369,3014,2400,1696
2329,3232,1463,2749
2191,2600,2042,2807
2335,2878,1812,2143
2245,2675,1579,3196
2450,3260,2496,1259
2384,3043,1334,2970
2404,3060,1602,2181
2610,3084,1706,2049
2612,2994,1882,1880
2383,2869,1541,2673
2691,3330,1802,1612
2410,3478,1559,2312
2224,2452,1896,3209
2504,3092,1440,2612
2363,2852,1273,3462
2302,2315,1842,2894
2546,3293,1498,2431
2733,3217,1781,1819
2326,2405,1631,3085
2425,3043,1963,2104
2744,3057,1733,1662
2525,3102,1437,2923
2224,2440,2207,2385
2528,3182,1229,2803
2265,2649,3248,1674
2298,2431,2170,1766
2436,3090,1968,1969
2383,2561,1938,2457
2638,2606,2291,1537
2839,3209,2047,1256
2407,2925,1743,2657
2585,3338,1536,2175
2886,3290,1629,1912
2488,2655,1795,2546
2672,3487,1376,2400
2485,2913,2057,2050
2833,3563,1698,1862
2424,2582,1678,2881
2695,2904,1900,1659
2490,2727,2046,1893
2390,2550,1808,2861
2505,2828,1774,2444
2526,3122,3098,1339
2406,2751,1901,2658
2531,2936,3087,1182
2557,2944,1739,2370
2721,3153,1475,2294
2531,2748,1786,2317
2454,2692,1794,2787
2589,2912,1634,2222
2309,2260,2401,1995
2450,2690,2991,1619
2430,2841,1690,2849
2470,2710,1778,2682
2689,3258,1551,2265
2455,2866,1636,2786
2699,2788,1572,2787
2700,2962,1414,2786
2478,2770,1894,2154
2478,2782,1583,2978
2808,3302,1315,2519
2952,2991,2013,1361
2409,2481,1950,2330
2723,2866,1672,2154
2807,3128,1473,2520
2767,2837,1591,2532
2510,2863,2157,1714
2231,2583,2370,2281
2598,2682,2911,1533
2591,2539,2748,1637
2947,3000,2160,1572
2400,2794,1269,3585
2623,2532,1444,2935
2479,2956,1425,2977
2785,3266,2774,951
2387,2135,2036,2504
2785,2782,1608,2396
2808,2686,1866,1764
2200,2362,2107,3018
2784,2608,1766,2397
2912,3067,2633,1357
3101,2681,1765,2751
2920,2885,2638,1179
2802,3040,1517,2370
2720,2979,1633,2295
2559,2903,1311,2833
2600,2741,1865,2451
2538,2712,1250,3325
2958,2651,2401,1511
2494,2301,2144,1940
3033,2667,2604,1284
2623,2645,2123,1819
2285,2182,2301,2628
2562,2802,1039,3516
2704,2321,2714,1742
2776,2580,2491,1582
3090,2965,2213,1406
2630,2788,2286,1715
2711,2464,2877,1638
3203,2747,2179,1511
2521,2579,1709,3059
2316,2403,2564,1891
3234,3270,2360,1003
2646,3052,1151,3058
3179,2669,2079,2144
2723,2878,1361,2978
3287,2997,2291,1053
2889,2362,2457,1687
2724,3052,1203,2977
2680,2243,2614,2375
2865,2284,2357,2320
