obj0,obj1,obj2,obj3
-909,-703,-471,-18
-838,-674,-503,-34
-776,-727,-479,-54
-774,-553,-279,-73
-754,-731,-473,-132
-690,-610,-249,-171
-636,-620,-348,-198
-619,-537,-343,-260
-552,-525,-423,-269
-792,-678,-509,63
-773,-640,-536,55
-550,-428,-360,-294
-727,-644,-542,152
-708,-606,-569,144
-502,-442,-336,-330
-662,-610,-575,241
-657,-634,-598,63
-438,-438,-240,-365
-637,-577,-601,128
-586,-605,-630,47
-572,-543,-634,217
-683,-702,-505,-148
-414,-298,-286,-441
-561,-572,-656,-66
-640,-570,-440,-151
-814,-713,-417,52
-721,-649,-541,47
-521,-571,-663,136
-702,-611,-568,39
-767,-645,-535,-50
-507,-509,-667,306
-496,-538,-689,23
-634,-700,-363,-180
-626,-659,-373,-157
-621,-755,-481,-168
-721,-579,-496,-104
-603,-468,-371,-170
-617,-617,-358,-242
-572,-605,-405,-182
-696,-616,-567,-66
-571,-560,-490,-192
-705,-698,-511,-70
-567,-543,-442,-199
-456,-537,-696,225
-565,-591,-380,-214
-631,-582,-600,23
-730,-770,-387,-46
-675,-661,-515,-125
-436,-480,-699,290
-560,-486,-493,-213
-650,-550,-528,-120
-566,-548,-633,112
-425,-509,-721,7
-548,-508,-375,-276
-578,-461,-570,-12
-569,-635,-576,3
-634,-669,-543,-86
-565,-544,-576,-97
-500,-522,-351,-312
-573,-691,-568,-35
-501,-514,-666,201
-579,-521,-560,-136
-490,-616,-456,-220
-546,-509,-509,-174
-544,-589,-524,-156
-489,-457,-525,-229
-481,-496,-455,-285
-534,-393,-529,-202
-544,-605,-508,-179
-517,-574,-536,-156
-486,-413,-417,-278
-379,-513,-727,104
-530,-558,-584,-92
-486,-561,-351,-296
-402,-470,-387,-376
-508,-492,-592,-152
-436,-518,-255,-347
-477,-479,-407,-292
-478,-497,-544,-251
-487,-537,-540,-211
-434,-414,-298,-335
-515,-576,-662,31
-433,-333,-353,-364
-431,-413,-368,-346
-259,-360,-384,-477
-500,-531,-522,-208
-369,-492,-738,82
-491,-702,-619,-73
-431,-415,-387,-301
-401,-322,-198,-420
-477,-629,-626,-164
-434,-598,-270,-329
-429,-493,-383,-328
-466,-669,-645,-186
-381,-339,-452,-303
-419,-585,-469,-281
-352,-324,-297,-411
-430,-485,-698,185
-350,-404,-312,-393
-452,-368,-420,-287
-402,-445,-424,-292
-503,-644,-356,-234
-450,-542,-695,120
-407,-468,-576,-267
-360,-384,-400,-362
-429,-502,-554,-224
-419,-513,-295,-359
-360,-386,-419,-317
-360,-475,-754,96
-418,-428,-557,-245
-388,-353,-477,-271
-444,-547,-694,15
-363,-258,-477,-281
-379,-419,-467,-285
-370,-668,-364,-270
-350,-476,-486,-315
-430,-500,-665,-97
-341,-349,-333,-439
-358,-464,-415,-344
-501,-724,-371,-216
-348,-556,-501,-297
-329,-523,-453,-329
-305,-462,-248,-401
-395,-640,-677,-202
-341,-351,-352,-394
-336,-439,-608,-283
-317,-402,-522,-405
-303,-542,-263,-383
-597,-794,-395,-82
-286,-609,-477,-317
-348,-484,-327,-375
-365,-487,-611,-208
-358,-473,-586,-240
-417,-667,-503,-218
-362,-304,-385,-380
-286,-611,-496,-272
-373,-448,-681,-152
-215,-580,-509,-333
-237,-692,-372,-306
-279,-375,-344,-409
-202,-546,-220,-354
-341,-566,-691,-91
-125,-550,-357,-350
-317,-404,-541,-360
-69,-570,-228,-390
-304,-458,-771,171
-268,-400,-380,-437
-257,-440,-399,-459
-176,-486,-281,-412
-330,-606,-710,-113
-294,-458,-643,-224
-260,-448,-566,-285
-305,-496,-610,-222
-255,-415,-569,-336
-368,-748,-379,-252
-52,-601,-404,-348
-123,-630,-372,-332
-56,-627,-365,-333
-223,-429,-675,-240
-162,-525,-281,-396
-257,-442,-418,-414
-228,-453,-217,-423
-640,-664,-544,19
-28,-578,-256,-351
-255,-417,-588,-291
-193,-428,-616,-267
-676,-761,-387,-110
-588,-673,-549,11
8,-610,-403,-362
-244,-457,-607,-313
-5,-640,-322,-331
-182,-470,-654,-244
-276,-532,-724,-2
-643,-701,-512,54
-71,-490,-213,-408
-173,-428,-639,-329
-274,-452,-655,-214
-209,-418,-688,-125
2,-541,-260,-406
-714,-730,-480,70
-265,-572,-743,-24
55,-636,-251,-341
8,-574,-365,-386
-502,-662,-600,-51
-3,-720,-337,-313
-199,-397,-699,-147
64,-594,-236,-426
-547,-639,-570,-75
-172,-486,-256,-437
-523,-639,-582,100
-256,-423,-719,-71
-270,-322,-384,-410
66,-611,-354,-347
57,-677,-314,-328
128,-664,-330,-367
-128,-368,-731,-163
-235,-415,-592,-398
-111,-441,-686,-260
-161,-482,-651,-260
-137,-409,-289,-507
-129,-509,-808,49
-426,-668,-652,16
-136,-696,-329,-277
-259,-362,-403,-432
-237,-385,-746,-79
-138,-389,-720,-141
-488,-779,-489,-204
-46,-407,-719,-171
-164,-441,-718,-101
-9,-726,-326,-272
1,-377,-657,-324
-412,-595,-659,-75
-503,-528,-499,-183
-29,-372,-705,-225
-572,-722,-519,-106
-371,-346,-400,-295
-197,-373,-431,-408
-681,-737,-425,16
-188,-333,-435,-448
-358,-466,-434,-299
-396,-523,-710,59
-186,-413,-450,-430
261,-674,-373,-335
-432,-494,-313,-317
252,-730,-353,-318
-115,-384,-482,-446
-95,-477,-225,-459
-659,-741,-419,-62
-352,-716,-554,-131
-451,-529,-380,-240
-438,-535,-398,-243
-501,-576,-437,-198
-430,-574,-328,-299
-424,-574,-398,-227
-507,-594,-448,-187
-74,-392,-510,-407
-257,-726,-500,-61
-29,-813,-318,245
-62,-443,-536,-409
-417,-452,-368,-330
-44,-357,-533,-417
-64,-707,-590,87
-217,-725,-507,141
-13,-720,-547,89
-251,-731,-499,-166
-526,-765,-427,-98
-430,-547,-469,-214
38,-728,-365,-274
-415,-532,-383,-312
-426,-557,-280,-306
-495,-587,-382,-188
-498,-499,-540,-144
-211,-730,-506,36
-420,-673,-651,-89
-503,-628,-372,-211
-222,-663,-692,-36
