obj0,obj1,obj2,obj3,obj4
-539,583,-115,-543,-344
-532,461,-174,-531,-414
-518,404,-303,-639,-521
-490,378,-168,-468,-398
-476,321,-297,-576,-505
-448,295,-162,-405,-382
-434,238,-291,-513,-489
-406,212,-156,-342,-366
-392,155,-285,-450,-473
-366,153,-150,-434,-404
-364,129,-150,-279,-350
-350,72,-279,-387,-457
-536,733,-134,-749,-397
-349,62,-188,-333,-294
-322,46,-144,-216,-334
-308,-11,-273,-324,-441
-529,611,-193,-737,-467
-307,-21,-182,-270,-278
-522,489,-252,-725,-537
-294,-68,-402,-432,-548
-353,135,-263,-474,-376
-266,-94,-267,-261,-425
-311,52,-257,-411,-360
-265,-104,-176,-207,-262
-252,-151,-396,-369,-532
-385,220,-355,-570,-510
-427,303,-361,-633,-526
-382,183,-363,-644,-596
-424,266,-369,-707,-612
-340,100,-357,-581,-580
-469,386,-367,-696,-542
-466,349,-375,-770,-628
-324,70,-144,-371,-388
-366,159,-248,-597,-488
-402,265,-230,-642,-549
-396,240,-234,-536,-489
-300,44,-252,-390,-315
-339,90,-266,-527,-417
-298,17,-351,-518,-564
-444,348,-236,-705,-565
-354,157,-228,-473,-473
-438,323,-240,-599,-505
-324,76,-242,-534,-472
-508,432,-381,-833,-644
-224,-177,-261,-198,-409
-312,74,-222,-410,-457
-343,137,-349,-507,-494
-297,7,-260,-464,-401
-515,554,-322,-845,-574
-486,431,-242,-768,-581
-480,406,-246,-662,-521
-301,54,-343,-444,-478
-223,-187,-170,-144,-246
-210,-234,-390,-306,-516
-255,-88,-380,-456,-451
-286,-13,-381,-498,-422
-301,80,-335,-605,-483
-317,141,-312,-654,-509
-290,72,-330,-584,-438
-343,163,-341,-668,-499
-285,56,-220,-558,-375
-359,224,-318,-717,-525
-256,-66,-345,-455,-548
-302,102,-300,-604,-580
-328,161,-191,-620,-488
-260,19,-294,-541,-564
-213,-171,-374,-393,-435
-243,-27,-214,-495,-359
-344,185,-306,-667,-596
-171,-254,-368,-330,-419
-259,-3,-329,-542,-467
-261,136,-261,-639,-412
-236,38,-284,-615,-396
-232,-35,-209,-474,-314
-275,58,-306,-591,-493
-252,74,-273,-607,-438
-244,-96,-375,-435,-406
-240,123,-233,-701,-412
-401,307,-324,-780,-541
-218,-64,-288,-478,-548
-248,-11,-324,-521,-422
-214,-149,-339,-392,-532
-237,108,-221,-702,-598
-221,36,-134,-567,-385
-210,-9,-267,-544,-422
-195,25,-215,-639,-582
-217,-86,-323,-479,-451
-233,-25,-300,-528,-477
-194,-45,-278,-552,-380
-282,206,-239,-764,-428
-237,60,-249,-614,-493
-195,-23,-243,-551,-477
-201,-110,-208,-432,-343
-386,268,-312,-730,-612
-279,191,-227,-765,-614
-160,-262,-363,-309,-374
-214,101,-204,-687,-422
-172,18,-198,-624,-406
-183,-53,-273,-531,-335
-198,88,-199,-726,-501
-157,-21,-186,-574,-477
-279,143,-255,-677,-509
-168,-92,-261,-481,-406
-190,-118,-203,-411,-298
-153,-58,-209,-576,-566
-198,40,-227,-638,-396
-206,-94,-318,-458,-406
-132,-274,-346,-354,-322
-153,-106,-237,-488,-461
-256,184,-210,-750,-438
-253,141,-120,-661,-440
-176,-147,-282,-415,-532
-191,-108,-294,-465,-461
-152,-128,-272,-489,-364
-240,171,-205,-789,-517
-140,-67,-106,-528,-272
-175,-169,-317,-416,-435
-174,-191,-352,-417,-338
-156,5,-193,-663,-485
-321,274,-233,-828,-630
-321,226,-261,-740,-525
