obj0,obj1,obj2,obj3,obj4
8538,12030,18674,14015,18532
8726,11992,18841,14174,18535
8914,11954,19008,14333,18538
9102,11916,19175,14492,18541
9290,11878,19342,14651,18544
9478,11840,19509,14810,18547
9621,11838,19428,13852,19934
9666,11802,19676,14969,18550
9669,11791,19300,13793,19883
9717,11744,19172,13734,19832
9765,11697,19044,13675,19781
9813,11650,18916,13616,19730
9861,11603,18788,13557,19679
9909,11556,18660,13498,19628
9957,11509,18532,13439,19577
10005,11462,18404,13380,19526
10053,11415,18276,13321,19475
10101,11368,18148,13262,19424
10149,11321,18020,13203,19373
10197,11274,17892,13144,19322
10245,11227,17764,13085,19271
10293,11180,17636,13026,19220
10341,11133,17508,12967,19169
10389,11086,17380,12908,19118
10437,11039,17252,12849,19067
10485,10992,17124,12790,19016
10509,10144,22330,17543,17850
10604,10142,22379,17590,17836
10699,10140,22428,17637,17822
10794,10138,22477,17684,17808
10889,10136,22526,17731,17794
10984,10134,22575,17778,17780
11079,10132,22624,17825,17766
11174,10130,22673,17872,17752
11269,10128,22722,17919,17738
11364,10126,22771,17966,17724
11448,10093,23468,17557,19405
11496,10046,23340,17498,19354
11544,9999,23212,17439,19303
11592,9952,23084,17380,19252
11640,9905,22956,17321,19201
11688,9858,22828,17262,19150
11736,9811,22700,17203,19099
11784,9764,22572,17144,19048
11832,9717,22444,17085,18997
9525,11932,19684,13970,20036
11880,9670,22316,17026,18946
9573,11885,19556,13911,19985
11928,9623,22188,16967,18895
11976,9576,22060,16908,18844
12024,9529,21932,16849,18793
12072,9482,21804,16790,18742
12120,9435,21676,16731,18691
12168,9388,21548,16672,18640
12216,9341,21420,16613,18589
12264,9294,21292,16554,18538
11459,10124,22820,18013,17710
11554,10122,22869,18060,17696
12312,9247,21164,16495,18487
11649,10120,22918,18107,17682
11744,10118,22967,18154,17668
11839,10116,23016,18201,17654
12360,9200,21036,16436,18436
11934,10114,23065,18248,17640
12029,10112,23114,18295,17626
12408,9153,20908,16377,18385
12124,10110,23163,18342,17612
12219,10108,23212,18389,17598
12314,10106,23261,18436,17584
12456,9106,20780,16318,18334
12409,10104,23310,18483,17570
12504,10102,23359,18530,17556
12504,9059,20652,16259,18283
12599,10100,23408,18577,17542
12694,10098,23457,18624,17528
12789,10096,23506,18671,17514
12552,9012,20524,16200,18232
12884,10094,23555,18718,17500
12979,10092,23604,18765,17486
12600,8965,20396,16141,18181
13074,10090,23653,18812,17472
13169,10088,23702,18859,17458
13264,10086,23751,18906,17444
12695,8963,20445,16188,18167
12790,8961,20494,16235,18153
12885,8959,20543,16282,18139
12980,8957,20592,16329,18125
13075,8955,20641,16376,18111
13170,8953,20690,16423,18097
13265,8951,20739,16470,18083
13360,8949,20788,16517,18069
13359,10084,23800,18953,17430
13455,8947,20837,16564,18055
13550,8945,20886,16611,18041
13645,8943,20935,16658,18027
13740,8941,20984,16705,18013
13835,8939,21033,16752,17999
13930,8937,21082,16799,17985
14025,8935,21131,16846,17971
14120,8933,21180,16893,17957
14215,8931,21229,16940,17943
13454,10082,23849,19000,17416
14279,8842,23036,18761,16473
13549,10080,23898,19047,17402
