obj0,obj1,obj2,obj3
1752,4384,3247,2897
1758,4257,3784,2391
1784,3947,3854,2746
1858,3790,3664,2866
1760,4267,3134,2863
1786,3957,3204,3218
1865,3773,3294,3557
1896,3351,4067,2642
1901,3541,4010,2601
1754,4394,2597,3369
1903,3551,3360,3073
1923,3532,3629,3192
1970,3194,3877,2762
1806,4029,3125,3158
1808,4039,2475,3630
1975,3384,3820,2721
1982,3367,3450,3412
2189,3070,3850,2695
1867,3783,2644,4029
1799,4046,3495,2467
2065,3232,3585,3468
1930,3732,2922,3623
1950,3648,2779,4085
2214,3017,3699,2988
1877,3861,3290,2718
1869,3822,3339,3274
1889,3894,3260,3214
1891,3904,2610,3686
1984,3377,2800,3884
2318,2904,4109,2538
1958,3687,2730,3529
1837,4259,2732,3425
2067,3242,2935,3940
1849,4513,2781,3233
1867,3812,3989,2802
2392,2747,3919,2658
2252,3025,3611,3069
1872,4138,2867,2989
1835,4249,3382,2953
1875,3851,3940,2246
1843,4132,3269,2919
2013,3597,3057,3679
1855,4386,3318,2727
2284,3108,3558,3401
2271,3235,3075,3501
1941,3655,3799,2922
1904,4042,2852,3268
1931,3882,3036,3388
2048,3476,3192,3243
2304,3082,3127,3475
2408,2969,3537,3025
2041,3552,2865,3585
2131,3341,3327,3299
1986,3416,3495,3129
2201,3243,3423,3345
2006,3711,3307,3431
2433,2893,3672,2921
2041,3633,3341,2743
1922,4605,2153,3755
2014,3747,3171,3444
1972,3980,3474,2582
1949,3694,3750,2366
1954,4167,2431,3463
1841,4122,3919,2447
2046,3823,3284,2702
1896,4175,3029,2803
2022,3786,3122,2888
2088,3854,3376,2685
1955,4003,3002,3045
1956,3677,3380,3057
1987,3907,2987,3324
2092,3879,3389,2580
2227,3455,3215,2632
1960,3726,3425,2774
2465,2735,3851,3018
2194,3260,3793,2654
1903,4158,2659,3494
1882,3911,3630,2523
2267,3352,3165,3176
2610,2660,3683,3188
2159,4290,2905,2651
1969,4267,2401,3325
2489,2795,2977,3836
2094,3727,3913,2179
2187,3488,2971,3620
1928,4478,2690,3249
2045,4072,2846,3104
2487,2785,3627,3364
2135,3516,3624,2255
1994,3971,3093,3173
2072,3590,3805,2900
2053,3806,2914,3393
2471,2901,3584,3002
2142,3408,3602,3125
2119,3915,2656,3224
1976,4250,2031,4016
2128,3744,2802,3221
2053,4100,3028,2976
2161,3946,2748,3207
2039,3542,3515,3113
2037,4032,2566,3519
2165,3971,2761,3102
2165,4163,3442,2145
2206,3952,3153,2221
2013,3911,2600,3862
2011,4343,2825,3305
2136,3671,3049,3449
1979,4040,3164,2859
2142,3499,3254,2946
2101,3872,2369,3743
2079,3790,3098,3331
2160,3616,2538,4142
2095,3897,2750,3247
2208,3608,2996,2777
2146,3433,3615,3020
2044,4096,2672,3368
2611,2623,3892,2591
2105,3651,3257,2944
2213,3935,2783,2912
2220,3392,3590,2340
2182,3727,3154,3327
2199,3528,2713,3596
2225,3364,3389,3002
2099,3862,3019,3271
2215,3591,2626,3468
2032,3559,3885,2422
2166,3752,2714,3302
2232,4382,2277,3173
2342,3090,3039,3556
2245,3545,3005,3146
2282,3757,3598,2000
1967,3790,3531,2623
2274,3335,2795,3867
2601,2769,3317,3870
2166,3681,2661,3622
2005,4470,2288,3811
2059,4115,2166,4072
2634,2616,3369,3844
2278,3392,3057,3120
2256,4419,2439,2987
2128,3937,2981,3160
2686,2588,3824,2966
2298,3456,2761,3524
2184,3737,2504,3799
2205,3466,3662,2747
2180,3793,2967,3062
2243,3481,2673,4198
2294,3235,3400,2460
2316,3400,2969,3201
2492,2916,3413,3568
2349,3176,2968,3495
2115,3227,4040,2575
2167,3819,3285,2701
2225,3496,2883,3701
2268,3350,3528,2684
2238,4255,2814,2667
2316,3329,2916,3521
2783,2401,3483,3364
2184,3818,2980,2957
2316,3286,2919,3664
2218,3381,3759,2311
2262,4292,2976,2481
2372,3201,2821,3981
2335,3204,3289,3308
2189,4008,2923,2916
2143,4029,3269,2881
2425,3269,2717,3795
2357,3200,2930,3923
2120,3417,3983,2534
2239,3628,2788,3282
2313,3457,2652,3582
2122,4378,1987,3849
