obj0,obj1,obj2,obj3,obj4
-1511,-16,-396,-428,-173
-1485,-79,-424,-643,-327
-1493,32,-394,-579,-236
-1469,-93,-436,-717,-447
-1468,-257,-397,-525,-472
-1460,-235,-561,-482,-195
-1434,-298,-589,-697,-349
-1433,-280,-538,-838,-609
-1433,-437,-555,-513,-339
-1426,-276,-753,-654,-72
-1421,-283,-388,-743,-658
-1378,-285,-292,-720,-719
-1442,-187,-559,-633,-258
-1417,-476,-562,-579,-494
-1370,-396,-322,-784,-810
-1372,-188,-626,-955,-483
-1367,-507,-370,-540,-657
-1418,-312,-601,-771,-469
-1394,-411,-607,-522,-383
-1377,-213,-639,-639,-274
-1428,-291,-275,-647,-563
-1369,-191,-803,-596,3
-1362,-537,-344,-679,-648
-1377,-243,-699,-450,-182
-1331,-345,-379,-801,-819
-1425,-320,-488,-675,-374
-1421,-358,-570,-690,-352
-1320,-137,-247,-963,-875
-1417,-418,-426,-826,-614
-1367,-69,-643,-895,-361
-1361,-227,-651,-713,-394
-1351,-306,-727,-665,-336
-1346,-545,-515,-490,-383
-1362,-501,-417,-550,-665
-1358,-297,-355,-648,-667
-1347,-331,-367,-727,-699
-1373,-449,-752,-472,-109
-1303,-547,-419,-467,-444
-1349,-493,-464,-554,-634
-1293,-555,-349,-524,-698
-1314,-85,-625,-1038,-668
-1363,-255,-569,-773,-537
-1339,-442,-397,-791,-790
-1405,-372,-582,-764,-472
-1328,-481,-422,-549,-701
-1346,-495,-328,-535,-724
-1318,-337,-426,-805,-788
-1336,-7,-847,-787,-8
-1343,-268,-336,-739,-728
-1240,-562,-341,-474,-522
-1349,-35,-610,-765,-587
-1313,-129,-360,-1059,-970
-1334,-323,-414,-731,-668
-1328,-43,-695,-904,-405
-1295,31,-755,-666,-451
-1223,-575,-512,-427,-444
-1340,-265,-796,-663,-120
-1322,-217,-794,-814,-183
-1308,-233,-449,-695,-703
-1356,-251,-784,-589,0
-1254,-201,-690,-459,-481
-1295,-297,-466,-740,-712
-1399,-297,-334,-725,-652
-1307,-161,-796,-614,-258
-1277,-111,-507,-809,-771
-1241,-261,-671,-452,-484
-1238,-105,-686,-962,-566
-1198,-596,-377,-377,-369
-1373,-349,-362,-722,-624
-1291,-353,-453,-646,-729
-1277,-279,-524,-702,-683
-1189,-38,-536,-895,-762
-1198,-106,-512,-849,-816
-1425,-287,-436,-440,-533
-1177,-224,-613,-559,-669
-1171,-24,-630,-909,-739
-1225,-165,-667,-955,-569
-1376,24,-664,-690,-10
-1338,-205,-422,-842,-526
-1223,-45,-652,-710,-635
-1313,-367,-400,-944,-779
-1208,-77,-715,-643,-495
-1359,-485,-534,-497,-380
-1309,-209,-841,-818,-152
-1253,60,-803,-808,-301
-1297,-325,-384,-800,-855
-1296,-187,-392,-906,-801
-1252,-404,-851,-341,179
-1264,-141,-428,-991,-866
-1264,-171,-488,-802,-774
-1373,2,-629,-760,-161
-1188,-604,-307,-434,-623
-1285,-221,-404,-985,-833
-1198,-181,-694,-796,-510
-1231,-290,-468,-658,-805
-1270,-341,-411,-641,-796
-1021,48,-655,-728,-588
-1248,-97,-756,-905,-312
-1112,93,-726,-739,-515
-882,14,-666,-731,-639
-1210,-125,-760,-847,-389
-1287,-181,-388,-1056,-942
-1245,-263,-859,-464,-102
-1050,-193,-690,-534,-535
-1202,-53,-737,-849,-453
-1166,-128,-719,-545,-472
-1187,-85,-800,-782,-313
-1042,11,-692,-725,-556
-1038,45,-705,-723,-556
-874,52,-739,-596,-617
-1184,-39,-831,-863,-430
