obj0,obj1,obj2,obj3,cpu
4142,3680,1162,3475,0.258932
4210,3761,1417,2663,0.258953
3988,3949,1218,3092,0.258959
2042,3199,2207,4131,0.258973
2145,2799,2686,3697,0.258983
3670,4190,1540,2736,0.259003
2010,3006,2644,3917,0.259017
4710,3512,1789,2242,0.259037
4542,3457,2284,1908,0.259074
4491,3829,2208,1890,0.259093
3140,2367,3925,2080,0.259106
4064,2600,3321,1654,0.259142
3596,3356,3535,1493,0.259174
4637,1493,3681,3288,0.259205
3540,1284,4076,4105,0.259216
3873,1422,3169,4157,0.25923
3399,3102,1522,3816,0.259246
2571,3465,1835,3966,0.25928
4594,2378,2518,2501,0.259292
4794,3157,1637,2618,0.259315
2286,2823,2337,4188,0.259331
3212,2484,2115,4075,0.259349
3557,2325,3825,1908,0.259407
2682,2246,2834,3982,0.259442
2842,4023,1802,3321,0.259474
3230,3026,3711,1683,0.259505
2298,2525,2761,4305,0.259525
2134,3383,2598,3568,0.259537
2102,3190,3035,3354,0.259584
3255,1737,4397,3044,0.259625
3991,4078,1836,2311,0.259644
4074,4213,2498,1747,0.259663
3717,3070,3707,1518,0.259675
4553,1673,2874,3512,0.259693
4125,1297,3481,4267,0.259738
4419,2702,2833,1952,0.259747
4293,2481,1988,3262,0.259786
3864,2850,2653,2037,0.25984
3587,2099,2363,4167,0.259911
4053,1922,2502,3933,0.259934
3270,1621,3858,3487,0.259977
3207,2900,1765,3923,0.260014
3620,2594,2581,2585,0.260057
3105,1538,4270,3769,0.260148
2793,2837,4311,1944,0.260171
3865,1902,4006,2392,0.260192
3100,3362,3139,2073,0.260209
2183,2692,3219,3490,0.260236
3670,3660,1489,3171,0.260271
2397,3402,2022,3862,0.260309
3939,3304,1753,2741,0.260332
4219,2952,2165,2335,0.260367
4485,3031,1761,2706,0.260411
2336,2418,3294,4098,0.260438
2518,2500,3892,2615,0.260454
2644,2162,3874,3179,0.260494
2629,2278,4413,2736,0.260597
3466,3692,2963,1883,0.260622
3447,2892,2753,2209,0.260667
2480,2607,3359,2822,0.260713
