obj0,obj1,obj2,obj3
1288,3698,3472,3695
1312,3503,3334,3675
1554,3277,3326,3909
1564,4004,3034,3477
1461,3428,3667,3320
1437,3623,3805,3340
1520,3373,3405,3362
1645,3350,3026,3906
1603,3575,3209,3745
1749,3763,2945,3632
1572,3244,3337,3714
1834,3108,2903,3996
1621,3545,3164,3926
1703,3202,3659,3554
1897,3851,2726,3708
1762,3147,3397,3596
1496,3568,3543,3382
1814,3018,3329,3948
1593,3449,3808,2985
2086,3609,2603,3798
1819,2833,3619,3958
1617,3254,3670,2965
2271,3368,2514,3953
2076,2882,2895,4230
1672,3458,3555,3136
2083,3139,2824,3576
1810,3303,3041,4016
2436,3547,2377,3937
1713,3929,3367,3122
1696,3263,3417,3116
1843,2638,3481,3938
1772,3874,3105,3164
1662,3441,3108,3814
1841,3134,3492,3461
1821,3383,3888,2781
1852,3119,3165,3836
1859,3028,3662,3199
1914,3942,2808,3616
2493,3814,2248,3601
1957,3633,3016,3319
2125,3180,2778,4066
1911,2985,3064,3905
2059,3334,2962,3596
1869,3755,3370,2767
1794,3275,3359,3551
1905,3091,3029,3945
2028,2397,3392,4093
2084,3982,2773,3476
1811,3445,3280,3432
2157,3592,2729,3747
1808,3676,3211,3694
2163,3486,2764,3707
1845,3188,3750,2761
2184,3046,2677,4135
1956,3004,3420,3155
1824,3745,3037,3516
1992,2563,3814,3583
1968,2758,3952,3603
1832,3481,3073,3674
2009,3504,2948,3671
1835,3223,3800,3219
2122,3812,2879,3303
2211,4347,2668,3426
2335,3640,2524,3378
1870,3311,3179,3501
2250,4038,2680,3501
1948,3764,3117,2918
2668,3487,2216,3609
1898,3688,3278,3277
2038,3229,3975,2486
2133,3523,3028,3073
2134,2710,3356,4008
2678,3573,2159,3756
1863,3316,3212,3784
2052,3077,3033,4250
2416,2986,2516,3807
2153,2759,3056,4139
1938,3037,3409,3350
2004,2592,3530,4113
2478,3363,2501,3757
1959,3846,2968,3624
2060,2910,3397,3550
2239,2965,2827,3221
2215,3160,2965,3241
2062,3034,3837,2466
1922,3182,3111,3853
2826,3661,1940,3832
1929,3362,3338,3277
1988,3307,3076,3319
2240,3808,2776,3121
1914,3240,3181,3653
2298,3328,2629,3878
2274,3723,2705,3674
2094,2893,3157,4070
2606,3587,2342,3797
2083,2908,3484,3695
2110,2901,3505,3377
1959,3228,3374,3661
2173,2880,3252,3935
2177,2322,3725,3738
1983,3033,3236,3641
2215,3857,2806,3605
2097,3689,3450,2563
2348,3245,2675,3862
2087,2962,3742,2995
2174,3683,2811,3655
2354,3086,2642,3995
1964,3502,3214,3339
2480,3476,2379,4089
2193,2576,3255,4077
2631,3175,2321,4109
2166,3741,2881,3455
1987,3335,3292,3186
1908,3326,3545,3035
2198,2778,3412,3389
2226,2862,2801,3955
2419,4217,2739,3113
2520,3399,2435,3533
2217,3654,3272,2665
2298,3702,2891,3057
2029,3110,3109,3347
2046,3201,3191,3255
2038,3124,3100,3661
1914,3232,3547,3370
2232,2746,3151,4004
2336,2846,3092,2824
2005,3305,3247,3367
2491,3466,2527,3023
2155,2869,2990,4095
2363,2616,3220,3937
1967,3192,3444,3104
1932,3199,3558,3175
2337,3689,3041,2724
2235,3534,2936,3443
2054,3514,3281,2922
2305,2852,2840,4196
1965,3153,3572,2863
2281,3611,2809,3149
2167,2996,2902,3886
2551,3073,2495,3533
2397,2643,2982,4329
2605,2744,2393,3897
2228,2975,2679,4287
2219,3693,3144,2906
2174,2981,3184,3692
2432,3521,2789,2981
2458,3908,2751,3188
1941,3348,3710,2883
2153,2517,3863,3758
2312,3041,3230,2844
2201,2974,3205,3374
2223,2883,3011,3816
2374,3211,2699,3646
2283,2635,3689,3653
2526,4224,2405,3476
2481,2739,2819,3455
2207,2927,3564,3097
2325,2913,2816,3810
2288,2418,3648,3439
2225,2807,3228,3875
2140,2594,3706,4057
2488,2716,2682,4326
2180,3020,3089,3179
1999,3085,3835,2983
2330,3281,2780,4015
2164,2399,3568,4037
2264,2613,3786,3459
2302,2684,3389,3784
2225,2894,3575,2902
2676,3225,2438,3178
2392,3181,2654,3827
2468,3742,2856,2917
2237,2505,3257,4229
2349,2158,3479,4192
2331,3186,2821,3732
2433,3077,2598,3715
2289,2851,3112,3386
2304,2808,3829,2700
2279,2888,3070,3497
2474,2520,3143,4238
2685,3578,2298,3517
2796,3328,2274,3995
2072,3188,3580,2799
2477,3280,2767,3156
2085,3188,3341,2922
2061,3383,3479,2942
2183,3004,3250,3193
2156,3215,3227,3199
2289,3034,3667,2504
2356,2765,3231,3406
2550,3501,2964,2896
3015,3419,1817,3922
2570,2880,2657,3653
2325,2353,3617,4212
2539,2629,3073,3536
2208,3505,3120,2957
2701,3296,2436,3180
2701,3684,2319,3288
2342,2501,3588,3722
2581,2939,2531,3917
2310,3503,3758,2443
2820,2933,2198,4199
2563,2846,2922,2862
2547,2623,2888,4054
2497,2246,3260,4268
2192,3436,3294,3135
2565,2593,2843,4235
2375,2787,3134,3600
2379,2791,3660,3124
2195,3126,3524,2900
2413,2538,4119,3104
2437,2343,3981,3084
2422,2794,3081,3413
2506,2727,2944,4166
2435,3222,3403,2391
2857,3245,2093,3699
2460,2497,3485,3540
2588,3347,2792,2626
2521,2662,3062,3731
2213,3622,3493,2840
2314,3535,3537,2268
2216,3241,3156,3115
2588,2850,2612,3834
2505,2807,2764,4234
2590,2469,3109,3859
2436,2692,3623,3560
2803,3574,2195,3335
2501,3551,3076,2488
2383,3555,3179,2670
2595,4107,2751,2867
2614,2274,2971,3839
2218,3376,3316,2686
2178,3035,3442,2992
2843,3752,2022,3740
2506,3198,2700,3565
2513,2867,2781,3410
2467,2668,3567,3136
2589,2903,2601,3360
2298,3000,3264,3094
2709,3034,2658,2749
2796,3128,2336,4219
2454,2777,3173,3841
2329,3192,2986,3080
2216,2931,3922,2688
2864,3156,2174,3616
2585,2654,2819,3849
2343,2880,2827,3615
2514,2337,3342,4176
2090,3158,3535,2980
2682,2621,2554,3806
2527,3268,2633,3553
2836,3383,2415,2906
2473,2177,3559,3594
2297,2899,3332,3337
2407,3020,2919,3217
2982,3983,2158,3327
2718,3387,2518,3088
2737,3462,2375,3926
2734,4094,2476,3163
2343,3606,3051,3065
2530,3037,2702,3291
2578,2620,3084,3058
2841,3404,2301,3162
2999,3243,2153,3342
2772,2448,2695,4062
2716,3794,2617,2990
3013,3792,1987,3600
2306,2942,3194,3294
2386,2430,3590,3874
2557,2640,3335,3376
2428,2813,3403,3142
2634,3798,2763,2942
2579,2490,3523,3509
2798,3565,2584,2891
2201,3089,3713,2922
2449,2372,3697,3614
3200,3178,1728,4077
2716,3068,2393,3540
2553,3208,2655,3104
2818,3306,2368,3877
2590,2494,3360,3824
2676,2727,2519,3846
2431,2963,2803,3904
2622,2102,3892,3239
2560,2726,2914,3320
3051,3622,2093,3427
2597,2460,3478,3690
2598,2539,3223,3640
2505,2690,3564,3051
2225,3245,3514,2706
2959,3400,2198,2980
2612,2735,2762,3728
2457,2934,2957,3475
2864,3882,2398,3066
2307,3004,3622,2685
2490,2743,3177,3046
3022,3330,1898,3839
2494,3371,2849,3064
2624,2526,3612,3184
2366,3464,3097,2762
2874,3242,2117,3763
2955,2682,2167,4036
2595,3381,2527,3417
2847,2518,2385,4131
2846,3912,2443,2885
2686,2784,2866,2963
3005,2692,2109,4354
2874,3213,2521,2733
2891,2916,2324,4148
2685,3588,2943,2622
3103,3670,2024,3450
2864,3997,2906,2614
2583,3310,3184,2467
2896,2816,2268,3967
3039,3421,1980,3747
2645,2041,3655,3621
2446,2824,3665,2982
2689,2612,2923,3637
2992,3209,2418,2551
2697,2629,3357,3000
2313,3122,3421,2718
2377,3287,3528,2650
3048,3829,1974,3797
2616,2506,3234,3445
3042,3004,2004,3854
3140,4157,1882,3550
2823,2713,2523,4151
2799,2033,2882,3994
2600,3401,3266,2375
3169,3618,1990,3245
2558,2741,3267,3133
2560,3077,2853,3124
2711,2155,3236,3442
2671,2642,2968,3456
3138,3809,2161,2972
2709,2726,3492,2789
2567,3592,3046,2804
2621,2265,3340,3670
2757,2598,3203,3790
2412,2972,3611,2605
2530,2958,2863,3318
2474,3168,3793,2253
3365,3357,1591,4061
2536,2921,3052,3340
2779,2502,2819,3409
2524,2354,3789,3498
2664,2343,3811,3122
2548,2159,3651,3478
2433,3087,3243,2820
2402,3413,3183,2820
2707,2899,2498,3178
2477,3395,3275,2704
2670,2587,3395,3376
2898,2338,2867,3542
2897,2810,2359,4108
3033,3571,3015,2404
2623,2755,2655,3737
2538,3437,3838,2239
2905,2346,2846,3909
2718,3397,3163,2193
2753,2516,3466,2930
2682,2313,3766,3303
3202,3427,2210,2816
2924,2395,2546,4040
2733,1918,3562,3633
3207,3183,1867,3838
2934,3122,2254,3608
2775,2228,3020,4014
3179,3848,1894,3625
2534,2225,3985,3227
2638,2356,3422,3578
2900,3065,2476,3856
2700,2552,3604,3226
2933,2914,2480,3245
2747,2464,3556,3285
3156,3588,2798,2478
2633,2832,2603,3512
