obj0,obj1,obj2,obj3,cpu
3018,2137,2380,1713,0.0616837
855,3129,2509,3147,0.0616918
2793,1877,2988,1534,0.0617021
2820,2337,3293,1376,0.0617125
1671,2705,3078,1974,0.0617195
2722,1461,2749,2081,0.0617279
2766,2234,1481,2752,0.061745
2061,2033,3024,1965,0.0617588
2869,1354,2406,2659,0.0617738
1458,2361,2044,3230,0.0617866
2806,1990,1252,3453,0.0618033
2675,1739,1530,3398,0.0618329
1260,2767,2108,3316,0.0618569
1883,2589,1549,3352,0.0618665
3094,1614,1798,2838,0.0618751
2867,1919,1292,3450,0.0618883
2560,1499,2240,3240,0.0619203
3045,2597,2685,1555,0.0619554
2786,2556,2884,1530,0.0619621
1698,3165,3383,1816,0.0619815
1054,3551,3213,2374,0.0619921
2416,1698,1729,3373,0.0619993
2468,3074,3442,1417,0.0620256
2413,1606,2583,2662,0.0620386
1252,3145,3149,2288,0.0620758
1102,2814,2507,3085,0.0621131
3081,2003,1993,2225,0.0621542
1580,2216,2459,3161,0.0621816
2441,2614,3137,1575,0.0622205
1752,2178,2858,2546,0.062237
2471,2787,2372,2057,0.0622854
2730,2828,2173,2082,0.0624358
2547,1949,1451,3428,0.062462
2135,1908,1768,3442,0.0625223
2076,2343,2677,2143,0.0625634
2791,2442,1874,2325,0.0626083
1889,2071,2625,2580,0.0626553
1333,2531,2461,3223,0.0901456
2538,1553,2144,3304,0.0901874
2257,1763,2183,3373,0.0902275
2279,1709,2279,3309,0.0902556
2808,2187,2641,1712,0.123938
2556,2284,1742,2751,0.124006
1410,3098,2750,2519,0.124084
2425,2033,2020,2696,0.124126
2054,2712,2920,1961,0.124236
2884,1664,2059,2837,0.124291
2715,1825,2306,2323,0.124334
2737,1771,2402,2259,0.124432
1608,2692,2686,2433,0.124488
1673,2639,1810,3351,0.124562
2862,1718,1963,2901,0.124592
2871,2053,2254,2224,0.124649
2379,1825,2174,2816,0.124702
1718,2397,2449,2700,0.1248
2118,2417,1561,3249,0.149364
1115,3165,2914,2617,0.149645
1505,2493,2860,2608,0.149683
1899,2071,2515,3124,0.149725
2391,1660,2487,2726,0.149746
2036,2257,1901,3218,0.149795
1503,2829,2223,3079,0.149899
1789,2572,1903,3280,0.149934
1421,2669,2563,3048,0.149951
2588,1564,2445,2728,0.168606
2569,2471,1564,2887,0.168655
1499,2743,2679,2589,0.168668
2884,2240,2076,2360,0.168698
2478,1976,1613,3533,0.168712
2659,1980,2684,2181,0.168726
2609,2227,1335,3588,0.168763
2897,1851,1881,2973,0.168778
2670,2156,1375,3585,0.168791
2715,2140,2645,2077,0.175534
2340,2536,2650,2002,0.175592
2581,2492,2135,2324,0.188609
1520,2803,2513,2786,0.188667
2357,1879,2078,2880,0.188692
1933,2675,2215,2821,0.188759
2572,2157,1844,3001,0.188781
2088,2493,3329,1807,0.213251
2208,1926,2681,2543,0.213427
2856,1743,2601,2046,0.213485
2599,2577,2451,2027,0.213568
1730,2547,3101,2364,0.213723
2749,1921,3054,1923,0.213762
2804,2053,1679,2938,0.228535
2143,2625,1954,2822,0.228598
3031,1748,2185,2326,0.228696
2831,2198,1645,3026,0.228784
2032,2024,2281,3371,0.236449
1801,2429,1889,3321,0.244361
2487,2311,1904,2856,0.244482
1872,2723,2566,2686,0.244509
2350,2125,2518,2762,0.244542
2247,2174,2315,2613,0.251341
1904,2381,2278,2758,0.267795
2450,2241,2413,2269,0.280017
1818,2598,2735,2552,0.286887
2504,2480,2750,2087,0.286929
2189,2711,2238,2614,0.28695
2391,1975,2826,2480,0.300698
1951,2760,2531,2524,0.300756
2082,3011,2253,2579,0.300801
2727,1975,2958,1987,0.300839
2484,2022,2822,2115,0.305565
2566,2182,2482,2146,0.305612
2370,2320,2460,2210,0.318536
2350,2186,1534,3563,0.333643
2359,2521,1825,2886,0.333701
2180,3007,2809,2120,0.333733
1777,2216,2100,3193,0.333757
2603,1874,2098,2906,0.356616
2581,1928,2002,2970,0.356707
2197,2350,2237,2998,0.362961
2462,2391,3065,1933,0.376329
1954,2883,2226,2717,0.400502
1625,3038,2568,2748,0.400568
2198,2358,2061,2825,0.404148
2924,1996,1847,3061,0.404195
1860,2866,2580,2645,0.426935
2684,2074,1821,2721,0.427002
2547,1888,2435,2627,0.427051
2579,1793,2287,2759,0.431513
3058,1893,2151,2414,0.440337
2709,2282,2214,2294,0.440405
2700,1947,1923,2971,0.440482
2749,1606,2715,2169,0.440513
2722,1893,2019,2907,0.440546
2204,1986,2680,2756,0.443978
1918,2365,2562,2643,0.444034
1362,2850,2912,2555,0.46012
1268,3001,2211,3182,0.463354
2240,2626,1906,2918,0.469757
1554,2744,1891,3383,0.469822
2280,2382,1677,3619,0.469847
2341,2311,1717,3616,0.469874
2107,2551,2578,2583,0.487847
2629,2048,2095,2658,0.490609
1532,2953,3165,2450,0.494894
1753,3166,2595,2610,0.495177
2153,3305,2930,1944,0.503987
1467,3423,2915,2409,0.504068
2397,2658,3203,1964,0.504103
2022,3054,3208,1889,0.504133
2370,2198,2898,2122,0.512806
2059,2169,2247,3459,0.53469
2615,1709,2411,2816,0.543638
2642,1659,1900,3271,0.556052
1981,2231,2175,3155,0.556154
2475,2454,1918,2815,0.563689
2593,2642,2787,1988,0.573999
2439,3048,2610,2145,0.583467
1885,3074,2973,2218,0.607353
2214,2919,2631,2187,0.607432
2500,2662,2311,2388,0.607471
2198,2236,2499,2737,0.647061
2669,1804,1866,3359,0.677457
