obj0,obj1,obj2,obj3
1149,2638,3138,3136
1153,2457,2858,3325
1276,2798,2392,3167
1285,2741,2838,3066
1280,2617,2112,3356
1335,2660,3210,2610
1339,2479,2930,2799
1412,2901,2092,3097
1491,2740,1911,3334
1386,2711,2885,2481
1478,2874,2559,2717
1669,2626,1791,3595
1845,2414,2931,2712
1482,2693,2279,2906
1850,1976,3432,2699
1901,2027,3107,2570
1688,3216,1649,3195
1364,2580,2657,3303
1542,2466,2537,3564
1614,2977,2259,2647
1684,3397,1929,3006
1608,2738,3463,2379
1642,3153,2627,2314
1924,2253,2750,2949
2057,2853,1575,3380
2056,1975,2505,2967
2060,2356,2450,2879
1693,2816,2078,2884
2113,2239,2386,2660
1977,2136,2686,2730
2158,2750,1462,3889
1981,3095,1786,3440
1728,2488,2609,3038
2192,2078,2205,2897
1550,2602,2729,2777
1731,3024,2372,2562
2257,3410,1343,3538
1870,3419,2001,2480
1874,3238,1721,2669
1659,2789,3138,2250
1871,2702,1958,3145
2338,2604,1981,3215
1914,2639,2226,3273
2439,2574,2028,2630
2268,2976,1374,3358
1915,3231,2880,2083
2445,1984,2184,3206
2098,3119,1928,2931
2597,2381,2055,2944
2029,2665,2325,3025
2156,2825,1579,3056
1612,2557,3183,2568
1871,3001,2417,2340
2048,2656,2093,2789
1735,2898,2717,2410
1739,2717,2437,2599
1950,2840,2236,2577
1823,2680,2982,2546
2761,2272,1899,3240
1921,2496,2839,2758
2404,2618,1952,2927
1832,2625,3094,2510
2446,2862,1254,3619
2367,2948,1378,3034
1981,2517,2631,2642
2098,2541,2773,2133
2303,2648,1905,3512
2465,2764,1235,3246
2143,3497,2254,2249
2226,2732,2072,2666
2969,2314,1668,2921
2243,2875,1647,2854
2934,2108,1855,3500
2147,3316,1974,2438
1929,1815,3251,2936
2047,2490,3098,2262
2004,3102,2625,2331
2215,2687,2397,2499
2275,3073,2063,2575
2358,2901,1746,2606
2341,2758,2171,2418
2044,2837,2373,2600
2354,2983,2515,1966
2443,3432,1415,3012
2454,2998,1446,2832
2449,3398,1017,3143
3222,2220,1647,3230
2304,2514,3256,1955
3241,2122,1628,2857
2518,2874,2359,2262
2354,3561,1670,2764
2407,3154,1715,2451
3453,2456,1337,3205
2100,2661,2298,2747
2522,3180,1814,2203
3225,2756,1410,2754
2537,2780,1764,3083
2262,2432,2617,2429
2770,2217,2011,3204
2569,3024,1545,2584
2837,2592,1913,2903
2126,2329,2917,2499
2065,1918,2951,2866
2535,2855,1881,2250
2837,3170,1068,3701
2408,2695,2627,2219
2667,2840,1402,2796
2833,2211,1968,2991
2932,2183,1972,2667
2157,2469,2849,2403
2844,2794,1537,2440
2534,2766,2401,2138
2632,2582,2258,2350
2741,2048,2294,2755
2564,3424,1116,2895
2635,3420,1089,2617
2318,1824,2930,3175
2385,2735,2223,2569
2597,1803,2900,2146
2936,2564,1917,2579
2383,2353,3075,2192
2715,3188,2044,1923
2761,1694,2744,2442
2800,2461,2217,2649
2746,2978,1680,2228
2856,3072,1049,3328
2938,2562,1960,2318
3068,2286,1672,2597
2632,2884,1326,3093
2546,1752,3225,2275
2528,2401,2887,2086
2856,2074,2393,2507
2750,3446,1188,2369
2692,2292,2731,2382
3472,2358,1318,2832
2355,2565,2931,1826
2994,1954,2273,3064
2935,2986,925,3913
3453,1878,2182,2407
3706,1784,2161,2716
2938,3140,1115,3116
2973,3096,1191,2819
3725,1686,2142,2343
2954,2888,906,3540
3150,3050,1326,2463
3014,1600,2723,2751
2805,2023,2718,2636
2519,2456,2775,2122
3029,1910,2349,2767
3626,2292,1293,3465
2887,2511,2285,2447
2869,2299,2737,2055
3645,2194,1274,3092
2690,1997,2619,2884
3248,2866,1183,2675
3002,2537,2384,2199
3053,2588,2059,2070
3744,2854,1155,2741
2997,2490,2036,2588
2943,3454,1418,2089
2627,3061,2768,1735
3033,2190,2581,2351
3402,1827,2507,2536
3179,2491,2519,1843
2791,2952,2612,2031
3071,2912,1048,3031
3226,2424,2015,2330
3036,2956,972,3328
3112,2516,2135,2340
3194,3004,1702,2151
3340,2782,1509,2506
3709,2320,1924,2240
3403,2378,2150,1974
3309,3030,1801,1903
3230,2542,2194,1714
2625,1591,3044,2512
3552,1850,2186,2083
3018,3592,711,3486
3709,2898,1079,3038
3501,1799,2511,2212
3824,2346,2023,1992
3119,3562,758,2901
3347,3526,1064,2324
3053,3548,787,3189
3154,3518,834,2604
3502,3038,2031,1623
