obj0,obj1,obj2
19218,28657,27458
19308,25239,27780
19424,25205,27945
19540,25171,28110
19656,25137,28275
19772,25103,28440
19888,25069,28605
20004,25035,28770
20120,25001,28935
20236,24967,29100
20352,24933,29265
20468,24899,29430
20584,24865,29595
20700,24831,29760
20776,24736,28740
20844,24605,28745
20912,24474,28750
20980,24343,28755
21048,24212,28760
21116,24081,28765
21184,23950,28770
21252,23819,28775
21320,23688,28780
21436,23654,28945
21552,23620,29110
21668,23586,29275
21784,23552,29440
21900,23518,29605
22016,23484,29770
22132,23450,29935
22248,23416,30100
22364,23382,30265
22480,23348,30430
22596,23314,30595
22712,23280,30760
22828,23246,30925
22944,23212,31090
23060,23178,31255
23176,23144,31420
23292,23110,31585
23408,23076,31750
23524,23042,31915
23640,23008,32080
23751,22128,34037
25015,22018,34982
25083,21887,34987
25151,21756,34992
25219,21625,34997
25287,21494,35002
21705,32637,27287
25355,21363,35007
25423,21232,35012
24584,27369,26534
25491,21101,35017
25559,20970,35022
25627,20839,35027
25695,20708,35032
25763,20577,35037
27071,31349,26363
27509,20458,34850
23756,22974,32245
23872,22940,32410
23988,22906,32575
24104,22872,32740
24220,22838,32905
24336,22804,33070
24452,22770,33235
24568,22736,33400
24684,22702,33565
24800,22668,33730
24916,22634,33895
26314,22617,33213
26198,22651,33048
26430,22583,33378
26082,22685,32883
25966,22719,32718
26546,22549,33543
25850,22753,32553
25734,22787,32388
26662,22515,33708
25618,22821,32223
25502,22855,32058
26778,22481,33873
25386,22889,31893
29019,21447,33551
25270,22923,31728
30765,21328,33364
25154,22957,31563
25038,22991,31398
24922,23025,31233
24806,23059,31068
26693,22030,34790
20708,24867,28735
24690,23093,30903
24574,23127,30738
24458,23161,30573
26761,21899,34795
24342,23195,30408
24576,24558,27294
24226,23229,30243
24110,23263,30078
23994,23297,29913
20640,24998,28730
26829,21768,34800
23878,23331,29748
23762,23365,29583
19334,28623,27623
23646,23399,29418
26897,21637,34805
23530,23433,29253
22318,25010,28538
23414,23467,29088
22386,24879,28543
22454,24748,28548
23298,23501,28923
22522,24617,28553
26965,21506,34810
23182,23535,28758
22590,24486,28558
23066,23569,28593
22658,24355,28563
22726,24224,28568
27033,21375,34815
22794,24093,28573
24692,24524,27459
24808,24490,27624
24924,24456,27789
25040,24422,27954
22862,23962,28578
25156,24388,28119
25272,24354,28284
25388,24320,28449
26786,24303,27767
26902,24269,27932
22930,23831,28583
27018,24235,28097
27134,24201,28262
27250,24167,28427
22998,23700,28588
26670,24337,27602
27101,21244,34820
26554,24371,27437
26438,24405,27272
27169,21113,34825
24700,27335,26699
24816,27301,26864
24932,27267,27029
26322,24439,27107
25048,27233,27194
27237,20982,34830
27305,20851,34835
27373,20720,34840
27441,20589,34845
