obj0,obj1,obj2,obj3,obj4
-798,501,-255,-724,291
-794,419,-264,-583,239
-728,410,-264,-753,331
-718,368,-264,-408,206
-699,339,-252,-499,182
-695,257,-261,-358,130
-619,206,-261,-183,97
-600,177,-249,-274,73
-581,148,-237,-365,49
-549,65,-119,-375,-3
-441,63,-324,-278,59
-438,41,-141,-347,4
-435,6,-246,-219,56
-407,5,-119,-370,56
-387,-21,-162,-285,68
-386,-68,-66,-272,-36
-312,-75,-107,-286,-1
-292,-101,-150,-201,11
-276,-108,-321,-223,42
-273,-130,-138,-292,-13
-203,-221,-147,-321,27
-585,230,-228,-506,101
-533,121,-153,-431,61
-604,259,-240,-415,125
-505,97,-237,-190,16
-680,310,-240,-590,158
-368,-50,-150,-376,44
-484,93,-138,-363,41
-457,70,-153,-256,28
-492,125,-303,-340,-5
-128,-225,-243,-159,98
-416,74,-303,-165,-38
-114,-244,-213,-296,-27
-524,126,-249,-99,40
-107,-251,-108,-79,-204
-579,173,-150,-447,98
-61,-281,-147,-316,86
-591,287,-306,-565,104
-602,284,-153,-497,174
-703,421,-243,-640,234
-311,-72,-162,-110,35
-45,-288,-318,-338,117
-534,168,-249,-444,165
-38,-295,-213,-121,-60
-369,-3,-246,-389,148
-403,102,-369,-315,-59
-274,-83,-234,-305,91
15,-332,-147,-141,53
-437,113,-150,-442,157
-420,59,-225,-451,84
-350,-32,-234,-480,124
-279,-73,-216,-351,-10
-387,11,-192,-396,2
17,-344,-136,-63,-81
-515,139,-237,-535,141
-636,447,-328,-745,296
-312,104,-348,-372,-64
-511,154,-315,-249,19
-293,-54,-246,-214,115
-255,-112,-222,-396,67
25,-379,-327,-367,157
-293,-7,-164,-232,-95
-210,-117,-321,-393,134
-356,25,-312,-539,127
-572,176,-122,-425,73
-407,184,-360,-456,-7
-426,116,-303,-510,87
-203,-124,-216,-176,-43
-265,-55,-119,-365,115
-198,-134,-234,-130,58
-458,117,-249,-269,132
-191,-146,-309,-484,110
-261,-55,-300,-455,70
-538,250,-240,-585,217
-373,79,-237,-530,200
123,-384,-201,-207,-25
-185,-203,-231,-425,107
-652,359,-264,-578,298
158,-439,-51,-123,8
-401,45,-110,-166,-17
21,-297,-318,-508,209
-496,207,-294,-481,47
-208,-92,-234,-475,183
-553,197,-261,-353,189
-439,88,-237,-360,108
-537,285,-325,-520,187
-515,236,-306,-390,71
-490,150,-216,-422,44
-254,-62,-195,-238,-107
-468,159,-249,-614,257
-49,-206,-309,-479,169
-382,16,-98,-257,-41
-231,19,-237,-525,259
-214,-35,-312,-534,186
-401,127,-282,-397,-10
-43,-263,-231,-420,166
-349,18,-207,-322,-50
-395,70,-204,-338,-13
-720,475,-168,-631,307
-346,-17,-312,-194,2
-178,-113,-195,-63,-140
186,-468,-315,-453,192
-195,-156,-51,-199,3
-633,330,-252,-669,274
-326,99,-249,-609,316
-362,-10,-141,-172,-29
-343,-39,-129,-263,-53
-53,-253,-127,-34,-121
176,-421,-135,-227,88
-334,153,-367,-502,52
-149,-208,-54,-183,-34
-141,-66,-319,-580,245
-66,-152,-234,-470,242
-267,-90,-129,-88,-86
-491,270,-252,-664,333
-211,25,-310,-551,205
34,-361,-135,-232,29
-372,114,-322,-465,170
-280,-26,-312,-364,94
-184,-153,-204,-267,-67
-496,125,-122,-250,40
