obj0,obj1,obj2,obj3,obj4
10486,16262,16511,13596,15648
10508,15108,16851,11903,14415
12281,16871,16451,14436,16072
12289,16751,16364,14443,15987
12297,16631,16277,14450,15902
12305,16511,16190,14457,15817
12351,14997,16269,12785,14329
12313,16391,16103,14464,15732
12321,16271,16016,14471,15647
12359,14877,16182,12792,14244
12329,16151,15929,14478,15562
12367,14757,16095,12799,14159
12337,16031,15842,14485,15477
12343,15117,16356,12778,14414
12345,15911,15755,14492,15392
12375,14637,16008,12806,14074
12353,15791,15668,14499,15307
12361,15671,15581,14506,15222
12383,14517,15921,12813,13989
12369,15551,15494,14513,15137
12391,14397,15834,12820,13904
12377,15431,15407,14520,15052
12385,15311,15320,14527,14967
12399,14277,15747,12827,13819
12393,15191,15233,14534,14882
12401,15071,15146,14541,14797
12407,14157,15660,12834,13734
12455,13437,15138,12876,13224
12463,13317,15051,12883,13139
12415,14037,15573,12841,13649
14684,16882,15003,14723,15770
14707,15199,14985,13078,14126
14723,16811,14926,14710,15756
14746,15128,14908,13065,14112
12423,13917,15486,12848,13564
14762,16740,14849,14697,15742
14785,15057,14831,13052,14098
14801,16669,14772,14684,15728
12431,13797,15399,12855,13479
14824,14986,14754,13039,14084
14840,16598,14695,14671,15714
14863,14915,14677,13026,14070
14879,16527,14618,14658,15700
12439,13677,15312,12862,13394
14902,14844,14600,13013,14056
14918,16456,14541,14645,15686
14941,14773,14523,13000,14042
14957,16385,14464,14632,15672
12447,13557,15225,12869,13309
14980,14702,14446,12987,14028
14996,16314,14387,14619,15658
15019,14631,14369,12974,14014
15035,16243,14310,14606,15644
15058,14560,14292,12961,14000
15074,16172,14233,14593,15630
15097,14489,14215,12948,13986
12335,15237,16443,12771,14499
12303,15717,16791,12743,14839
12311,15597,16704,12750,14754
15113,16101,14156,14580,15616
12319,15477,16617,12757,14669
12327,15357,16530,12764,14584
15136,14418,14138,12935,13972
15175,14347,14061,12922,13958
12752,16990,16785,12098,15402
12791,16919,16708,12085,15388
12830,16848,16631,12072,15374
12869,16777,16554,12059,15360
12908,16706,16477,12046,15346
12947,16635,16400,12033,15332
12986,16564,16323,12020,15318
13025,16493,16246,12007,15304
13064,16422,16169,11994,15290
13103,16351,16092,11981,15276
13142,16280,16015,11968,15262
13181,16209,15938,11955,15248
13220,16138,15861,11942,15234
14984,16698,15791,12802,15587
14953,16649,15781,12822,15516
15015,16747,15801,12782,15658
14992,16578,15704,12809,15502
14961,16529,15694,12829,15431
15023,16627,15714,12789,15573
15000,16458,15617,12816,15417
15031,16507,15627,12796,15488
14969,16409,15607,12836,15346
15008,16338,15530,12823,15332
15039,16387,15540,12803,15403
14977,16289,15520,12843,15261
15016,16218,15443,12830,15247
15047,16267,15453,12810,15318
14985,16169,15433,12850,15176
15024,16098,15356,12837,15162
15055,16147,15366,12817,15233
14993,16049,15346,12857,15091
15032,15978,15269,12844,15077
15063,16027,15279,12824,15148
15001,15929,15259,12864,15006
14738,15248,14995,13058,14197
15040,15858,15182,12851,14992
15071,15907,15192,12831,15063
14769,15297,15005,13038,14268
15009,15809,15172,12871,14921
14800,15346,15015,13018,14339
14831,15395,15025,12998,14410
14777,15177,14918,13045,14183
15048,15738,15095,12858,14907
14862,15444,15035,12978,14481
14808,15226,14928,13025,14254
14839,15275,14938,13005,14325
15079,15787,15105,12838,14978
14870,15324,14948,12985,14396
14893,15493,15045,12958,14552
14901,15373,14958,12965,14467
15017,15689,15085,12878,14836
14932,15422,14968,12945,14538
14963,15471,14978,12925,14609
14994,15520,14988,12905,14680
15056,15618,15008,12865,14822
15087,15667,15018,12845,14893
15025,15569,14998,12885,14751
14816,15106,14841,13032,14169
14847,15155,14851,13012,14240
14878,15204,14861,12992,14311
14909,15253,14871,12972,14382
14940,15302,14881,12952,14453
14971,15351,14891,12932,14524
15002,15400,14901,12912,14595
15033,15449,14911,12892,14666
15064,15498,14921,12872,14737
15095,15547,14931,12852,14808
14855,15035,14764,13019,14155
14886,15084,14774,12999,14226
14917,15133,14784,12979,14297
14948,15182,14794,12959,14368
14979,15231,14804,12939,14439
15010,15280,14814,12919,14510
