obj0,obj1,obj2,obj3,obj4
-1448,1311,-690,-1579,-757
-1384,1132,-702,-1449,-648
-1333,1109,-666,-1394,-628
-1302,1034,-665,-1356,-608
-1251,1011,-629,-1301,-588
-1238,855,-677,-1226,-499
-1187,832,-641,-1171,-479
-1186,810,-668,-1257,-488
-1156,757,-640,-1133,-459
-1105,734,-604,-1078,-439
-1104,712,-631,-1164,-448
-1092,578,-652,-1003,-350
-1010,480,-615,-910,-310
-959,457,-579,-855,-290
-928,382,-578,-817,-270
-877,359,-542,-762,-250
-846,284,-541,-724,-230
-795,261,-505,-669,-210
-764,186,-504,-631,-190
-1074,659,-603,-1040,-419
-713,163,-468,-576,-170
-1023,636,-567,-985,-399
-682,88,-467,-538,-150
-992,561,-566,-947,-379
-1022,614,-594,-1071,-408
-990,516,-605,-963,-322
-978,556,-538,-1006,-400
-941,538,-530,-892,-359
-1220,936,-628,-1263,-568
-940,516,-557,-978,-368
-908,418,-568,-870,-282
-910,463,-529,-854,-339
-859,440,-493,-799,-319
-896,458,-501,-913,-360
-1061,677,-563,-1169,-506
-979,579,-526,-1076,-466
-1136,793,-630,-1186,-471
-858,418,-520,-885,-328
-907,412,-570,-886,-279
-1010,637,-537,-1028,-423
-1175,856,-599,-1284,-569
-1093,758,-562,-1191,-529
-902,507,-356,-927,-382
-837,362,-447,-799,-316
-1072,719,-479,-1191,-580
-1011,660,-525,-1098,-489
-826,320,-531,-777,-242
-897,481,-489,-983,-426
-928,539,-500,-935,-383
-1104,800,-478,-1213,-603
-990,621,-442,-1098,-540
-787,345,-409,-728,-299
-1138,838,-591,-1170,-528
-908,523,-405,-1005,-500
-814,360,-464,-820,-320
-662,67,-390,-519,-53
-777,342,-456,-706,-279
-855,448,-544,-857,-346
-776,320,-483,-792,-288
-951,558,-473,-1000,-442
-846,441,-463,-842,-343
-825,314,-533,-793,-239
-826,425,-368,-912,-460
-756,230,-331,-704,-233
-825,402,-380,-842,-394
-755,264,-410,-706,-276
-869,460,-436,-907,-402
-631,65,-431,-483,-130
-815,383,-452,-890,-386
-600,-10,-430,-445,-110
-909,384,-489,-868,-239
-827,286,-452,-775,-199
-773,350,-507,-764,-306
-764,343,-426,-749,-303
-763,337,-428,-765,-300
-787,362,-399,-814,-362
-859,367,-451,-797,-222
-744,327,-331,-819,-420
-743,304,-343,-749,-354
-744,222,-494,-684,-202
-1125,839,-561,-1213,-552
-754,258,-412,-722,-273
-929,562,-488,-1005,-449
-743,216,-496,-700,-199
-733,285,-415,-797,-346
-694,222,-446,-699,-248
-705,247,-372,-635,-259
-1207,937,-598,-1306,-592
-674,132,-294,-611,-193
-847,464,-451,-912,-409
-673,166,-373,-613,-236
-777,269,-414,-704,-182
-919,565,-321,-1027,-574
-940,604,-404,-1027,-523
-858,506,-367,-934,-483
-704,241,-374,-651,-256
-1055,661,-514,-1091,-388
-837,467,-284,-934,-534
-732,262,-427,-727,-280
-1022,702,-441,-1120,-563
-755,369,-247,-841,-494
-705,264,-362,-721,-322
-691,252,-470,-671,-266
-765,366,-414,-819,-369
-804,429,-383,-917,-467
-682,245,-389,-656,-263
-681,239,-391,-672,-260
-722,331,-346,-824,-427
