obj0,obj1,obj2
993,4605,4444
1152,4578,4283
1166,4183,4200
1049,4605,4322
1272,4182,4519
1325,4156,4039
1208,4578,4161
1329,3984,4622
1209,4693,3866
1362,3906,4180
1484,3793,3926
1502,3562,4378
1212,5042,3792
1268,5042,3670
1608,3561,4697
1661,3535,4217
1214,4641,3863
1296,4992,3588
1698,3285,4358
1221,4377,3947
1270,4641,3741
1352,4992,3466
1311,4215,4170
1333,4742,3729
1368,4666,3705
1428,5130,3214
1239,4601,3917
1373,4614,3702
1385,4620,3548
1820,3172,4104
1277,4377,3825
1363,4093,3989
1387,4219,3619
1947,3100,4222
1442,4004,3735
1437,4465,3369
1433,5078,3211
2101,3034,4011
1611,3721,4044
1417,4100,3927
2105,2987,4278
1489,5078,3089
1647,3594,4348
1660,3583,3732
2127,2934,4495
1458,5038,3265
1429,4614,3580
1460,4637,3336
2228,2764,3917
1488,4863,3327
1517,5028,3007
1537,4539,3270
1467,4373,3420
1512,5080,3010
1583,3942,3599
1542,4988,3061
1699,3472,4167
1546,4192,3458
1544,4863,3205
1474,4287,3614
1506,4320,3485
1560,4043,3577
1638,3727,3715
1778,3383,3913
1527,4303,3592
1532,4251,3589
1573,5028,2885
1549,4830,3151
2323,2657,4475
1766,3582,4051
1554,4778,3148
1469,4570,3344
1579,4738,3202
1606,4656,2967
1490,4462,3398
1584,4129,3408
1546,4462,3276
1615,4237,3324
1619,4610,3175
2445,2544,4221
1639,3914,3524
1601,3977,3574
1634,4375,3158
1705,3829,3345
1679,5074,2684
1633,4461,3294
1663,4040,3154
1756,3766,3557
1819,3556,3571
1633,4188,3349
1656,4360,3316
1919,3321,3777
1657,4547,3125
1833,3407,3690
2487,2502,3962
1690,4606,2763
1661,4441,3083
1974,3106,3893
2551,2415,4015
1763,3826,3511
1827,3809,3466
1727,4356,2904
1832,3757,3463
1705,4435,3115
1835,3637,3504
1819,3826,3389
2171,3016,3682
2684,2412,3751
1811,3960,3304
2730,2359,4395
1778,4247,3062
1763,5024,2480
1920,3508,3586
1859,3763,3134
1975,3293,3702
1878,3653,3303
1822,4013,2993
1936,3404,3267
1836,3864,3112
1978,3286,3833
1937,3356,3752
1983,3234,3830
2740,2332,3884
1812,4147,3113
1704,4951,2749
2763,2323,3497
2041,3208,3523
1709,4899,2746
2798,2306,3577
2334,2763,4236
2387,2737,3756
2156,3058,3788
1992,3380,3529
2092,3145,3735
2827,2236,3550
1765,4899,2624
2417,2681,3786
1727,4535,2865
2151,3123,3784
1800,4774,2621
1860,3950,2943
1736,4458,2871
1861,4233,2797
2853,2136,4034
1863,4430,2721
2163,3188,3644
1981,3743,3255
2168,3136,3641
2263,3008,3632
1986,3691,3252
2032,3587,3092
2285,2955,3849
2095,3377,3106
2109,3228,3225
1882,4477,2502
1995,3837,2951
1863,4924,2588
1900,4180,2862
1924,4872,2463
2298,2944,3800
2195,3142,3312
1936,4848,2438
1963,3970,2876
2214,3032,3481
2959,2135,4353
1868,4872,2585
3012,2109,3873
2331,3007,3696
2341,2960,3599
1933,4368,2660
1955,4895,2219
2033,3774,2901
3020,2106,3686
3104,2069,3738
1932,4181,2851
2019,3923,2782
2056,3673,2923
2038,4263,2737
2427,2944,3319
3112,1874,4079
1895,4431,2710
2432,2879,3323
1924,4445,2654
2055,4301,2460
2057,3956,2777
2058,4143,2586
2178,3653,3044
2368,2966,3270
2183,3601,3041
2436,2832,3590
2254,3107,3368
2041,4450,2341
2191,3582,2995
2259,3055,3365
2504,2585,3452
2229,3497,2881
2136,3794,2834
2129,4091,2640
2196,3329,3121
2155,3841,2615
2268,3201,3064
2192,3747,2740
2488,2689,3771
2610,2584,3771
2663,2558,3291
2355,3302,2960
2369,3153,3079
2666,2516,3937
2328,3665,2573
2676,2419,3831
2392,3052,3101
2078,4200,2482
2350,3555,2834
3176,1787,4132
2114,4868,2058
2364,3406,2953
2554,2872,3437
2465,3470,2818
2614,2852,3210
2205,4128,2600
2565,2876,3059
2514,3032,3222
2251,4024,2440
2485,3468,2876
2625,2800,3448
2490,3416,2873
2489,3300,2977
2384,3663,2756
2494,3248,2974
2388,3629,2799
2314,3814,2454
2519,2980,3219
2434,3518,2737
2128,4719,2177
2414,3579,2660
2523,3379,2792
2761,2556,3436
2214,4274,2299
2528,3126,2918
2451,3507,2849
2453,3500,2813
2254,3866,2566
2508,3099,3093
2510,3457,2689
2151,4618,2199
3309,1784,3868
3353,1685,3825
2588,3345,2869
2478,3492,2713
2607,3342,2695
2611,3327,2916
2624,3331,2807
2638,3294,2776
2587,3104,2967
2692,2804,3177
2667,3072,2932
2647,3230,2829
2399,4183,2415
2473,3544,2716
2687,3057,3051
2751,2782,3226
2906,2212,3860
2587,3403,2618
2720,3068,2930
2723,3022,2800
2624,2854,3108
2410,4019,2343
2759,2763,3180
2649,3223,2793
2324,4442,2157
2487,3638,2412
2787,2676,3168
2779,3020,2983
2814,2913,2953
2543,3636,2595
2547,3602,2638
2473,3707,2548
2764,2510,3306
2767,2837,3138
3453,1620,4320
2820,2833,3136
2897,2773,3079
2287,4692,2016
2460,3849,2423
2846,2836,2867
2900,2502,3450
2593,3491,2576
2651,3316,2671
2903,2456,3320
2359,4347,2267
2909,2669,3282
2683,3281,2647
2923,2483,3145
2925,2234,3695
2960,2233,3286
2450,4247,2236
2693,3256,2782
2748,3212,2676
2914,2678,3159
2471,4148,2314
2918,2736,3019
2609,3631,2526
2940,2391,3479
2646,3381,2667
2487,3997,2377
2622,3614,2457
2385,4332,2296
2425,4328,2149
2775,3209,2770
2430,4276,2146
2646,3531,2506
2809,3086,2726
2532,3984,2248
2574,3952,2400
3113,2061,3888
2361,4949,1936
2495,4234,2107
3136,2033,4046
2500,4217,2248
2983,2702,3096
2739,3460,2601
2583,3843,2301
3531,1584,3977
3148,2049,4018
2766,3315,2534
2764,3471,2600
3002,2699,2922
3019,2660,2825
