obj0,obj1,obj2,obj3
17956,28774,17228,21586
17991,24279,15742,18371
18671,26394,16702,18348
18683,26389,16653,18290
18695,26384,16604,18232
18707,26379,16555,18174
18719,26374,16506,18116
18731,26369,16457,18058
18743,26364,16408,18000
18755,26359,16359,17942
18767,26354,16310,17884
18779,26349,16261,17826
18791,26344,16212,17768
18803,26339,16163,17710
18815,26334,16114,17652
18827,26329,16065,17594
18839,26324,16016,17536
18851,26319,15967,17478
18863,26314,15918,17420
18875,26309,15869,17362
18887,26304,15820,17304
18899,26299,15771,17246
18911,26294,15722,17188
18923,26289,15673,17130
18935,26284,15624,17072
18947,26279,15575,17014
18959,26274,15526,16956
18971,26269,15477,16898
18983,26264,15428,16840
18995,26259,15379,16782
19007,26254,15330,16724
19148,25380,15358,15617
18214,23902,19110,20230
19779,24833,17060,15504
19390,22200,17841,18886
20302,25535,16556,15368
20645,24421,16450,15345
20657,24416,16401,15287
20669,24411,16352,15229
20681,24406,16303,15171
20693,24401,16254,15113
20705,24396,16205,15055
20717,24391,16156,14997
20729,24386,16107,14939
20741,24381,16058,14881
20753,24376,16009,14823
20765,24371,15960,14765
20906,23497,15988,13658
20128,22139,20212,18535
20636,22134,19733,19688
20648,22053,19733,19638
20660,21972,19733,19588
20672,21891,19733,19538
20996,19749,18151,16527
21313,26673,17116,13628
21325,26668,17067,13570
21337,26663,17018,13512
21459,26636,16172,12614
19635,22937,15889,17819
19666,22999,15909,17803
19697,23061,15929,17787
19728,23123,15949,17771
19749,22396,16372,16412
19421,22262,17861,18870
19452,22324,17881,18854
19483,22386,17901,18838
19514,22448,17921,18822
19545,22510,17941,18806
19576,22572,17961,18790
19607,22634,17981,18774
21478,25789,17046,12405
19638,22696,18001,18758
19669,22758,18021,18742
19700,22820,18041,18726
19731,22882,18061,18710
20429,24511,17332,16389
20441,24506,17283,16331
20453,24501,17234,16273
20465,24496,17185,16215
20477,24491,17136,16157
20489,24486,17087,16099
20501,24481,17038,16041
20513,24476,16989,15983
20525,24471,16940,15925
20537,24466,16891,15867
20549,24461,16842,15809
20561,24456,16793,15751
20573,24451,16744,15693
20585,24446,16695,15635
20586,24100,16694,16369
20597,24441,16646,15577
20598,24095,16645,16311
20609,24436,16597,15519
20610,24090,16596,16253
20621,24431,16548,15461
20622,24085,16547,16195
20633,24426,16499,15403
20634,24080,16498,16137
20646,24075,16449,16079
20658,24070,16400,16021
20670,24065,16351,15963
20792,24038,15505,15065
20811,23191,16379,14856
20437,22349,16365,17729
20701,24127,16371,15947
20732,24189,16391,15931
20763,24251,16411,15915
20449,22268,16365,17679
21241,20486,16199,15460
30713,19616,19946,17187
20842,23253,16399,14840
20873,23315,16419,14824
20904,23377,16439,14808
21741,23050,17966,13577
21904,21769,18180,15402
21916,21764,18131,15344
21928,21759,18082,15286
21940,21754,18033,15228
21952,21749,17984,15170
21964,21744,17935,15112
20935,23439,16459,14792
21976,21739,17886,15054
21988,21734,17837,14996
22000,21729,17788,14938
22012,21724,17739,14880
22024,21719,17690,14822
22036,21714,17641,14764
22048,21709,17592,14706
22060,21704,17543,14648
22072,21699,17494,14590
22084,21694,17445,14532
22096,21689,17396,14474
22398,21587,15815,12706
22108,21684,17347,14416
22120,21679,17298,14358
22132,21674,17249,14300
22144,21669,17200,14242
22156,21664,17151,14184
22168,21659,17102,14126
22180,21654,17053,14068
22192,21649,17004,14010
22204,21644,16955,13952
22216,21639,16906,13894
22228,21634,16857,13836
22240,21629,16808,13778
22252,21624,16759,13720
22264,21619,16710,13662
22276,21614,16661,13604
22417,20740,16689,12497
27262,20067,17312,15438
20353,22916,16365,18079
20365,22835,16365,18029
20377,22754,16365,17979
20389,22673,16365,17929
20401,22592,16365,17879
20413,22511,16365,17829
20425,22430,16365,17779
22161,22501,16179,14277
22173,22496,16130,14219
22185,22491,16081,14161
22197,22486,16032,14103
22209,22481,15983,14045
22221,22476,15934,13987
22233,22471,15885,13929
22245,22466,15836,13871
22257,22461,15787,13813
20591,24937,15722,16462
20603,24932,15673,16404
20823,24100,15525,15049
20854,24162,15545,15033
20885,24224,15565,15017
20916,24286,15585,15001
20947,24348,15605,14985
20615,24927,15624,16346
20627,24922,15575,16288
20639,24917,15526,16230
20651,24912,15477,16172
20978,24410,15625,14969
21009,24472,15645,14953
21040,24534,15665,14937
21071,24596,15685,14921
21102,24658,15705,14905
21133,24720,15725,14889
21164,24782,15745,14873
21195,24844,15765,14857
21381,25216,15885,14761
21412,25278,15905,14745
21226,24906,15785,14841
21443,25340,15925,14729
21257,24968,15805,14825
21474,25402,15945,14713
21288,25030,15825,14809
21505,25464,15965,14697
21319,25092,15845,14793
21536,25526,15985,14681
21350,25154,15865,14777
19759,23185,15969,17755
19790,23247,15989,17739
19821,23309,16009,17723
19852,23371,16029,17707
19883,23433,16049,17691
19914,23495,16069,17675
19945,23557,16089,17659
19976,23619,16109,17643
20007,23681,16129,17627
20038,23743,16149,17611
20069,23805,16169,17595
20100,23867,16189,17579
20131,23929,16209,17563
20162,23991,16229,17547
20193,24053,16249,17531
20224,24115,16269,17515
20255,24177,16289,17499
20286,24239,16309,17483
20317,24301,16329,17467
20348,24363,16349,17451
20379,24425,16369,17435
20435,25002,16359,17216
20447,24997,16310,17158
21921,22601,17159,15437
20459,24992,16261,17100
21933,22596,17110,15379
20471,24987,16212,17042
20483,24982,16163,16984
20495,24977,16114,16926
20507,24972,16065,16868
20519,24967,16016,16810
20531,24962,15967,16752
20543,24957,15918,16694
21945,22591,17061,15321
20555,24952,15869,16636
20567,24947,15820,16578
20579,24942,15771,16520
21957,22586,17012,15263
21969,22581,16963,15205
21981,22576,16914,15147
21993,22571,16865,15089
22005,22566,16816,15031
22017,22561,16767,14973
22029,22556,16718,14915
20682,24974,15497,16156
22053,22546,16620,14799
22041,22551,16669,14857
22065,22541,16571,14741
22077,22536,16522,14683
20713,25036,15517,16140
22089,22531,16473,14625
22101,22526,16424,14567
22113,22521,16375,14509
21594,23450,15981,14975
21606,23369,15981,14925
22125,22516,16326,14451
22137,22511,16277,14393
22149,22506,16228,14335
20744,25098,15537,16124
21510,24017,15981,15325
21522,23936,15981,15275
21534,23855,15981,15225
21546,23774,15981,15175
21558,23693,15981,15125
21570,23612,15981,15075
21582,23531,15981,15025
20775,25160,15557,16108
