obj0,obj1,obj2,cpu
10179,17095,21769,0.121716
9868,18268,22030,0.133991
17125,16572,20171,0.166284
13862,16890,20107,0.178253
12471,16636,20373,0.204347
12160,17809,20634,0.227654
22397,13645,19614,0.255532
15783,14525,20554,0.272724
12100,14730,22216,0.2955
14392,14271,20820,0.303685
18743,14004,19821,0.310758
12369,17212,21015,0.538503
12352,17308,21122,0.539892
18641,14580,20463,0.55215
12058,18385,21276,0.567238
12041,18481,21383,0.568887
12420,16924,20694,0.601464
12403,17020,20801,0.603383
12301,17596,21443,0.604818
12284,17692,21550,0.606249
18692,14292,20142,0.624708
18675,14388,20249,0.626227
12109,18097,20955,0.640326
12092,18193,21062,0.642603
11990,18769,21704,0.644066
12454,16732,20480,0.686654
12437,16828,20587,0.688359
12386,17116,20908,0.690101
12335,17404,21229,0.692691
12318,17500,21336,0.694118
12267,17788,21657,0.695535
18726,14100,19928,0.719297
18709,14196,20035,0.721376
18658,14484,20356,0.723213
12143,17905,20741,0.743376
12126,18001,20848,0.744744
12075,18289,21169,0.746156
12024,18577,21490,0.748363
12007,18673,21597,0.749896
22363,13837,19828,0.768205
22346,13933,19935,0.769616
13845,16986,20214,0.774111
13828,17082,20321,0.775494
22380,13741,19721,0.899225
17108,16668,20278,0.904264
11268,16106,22360,1.35458
11216,16192,22369,1.35596
11684,15418,22288,1.79617
11632,15504,22297,1.79727
10800,16880,22441,1.79839
10748,16966,22450,1.7995
11892,15074,22252,2.23512
11840,15160,22261,2.23626
11476,15762,22324,2.23735
11424,15848,22333,2.23853
11008,16536,22405,2.23967
10956,16622,22414,2.242
11996,14902,22234,2.85907
11944,14988,22243,2.86084
11788,15246,22270,2.86278
11736,15332,22279,2.86396
11580,15590,22306,2.86523
11528,15676,22315,2.86639
11372,15934,22342,2.86766
11320,16020,22351,2.86884
11112,16364,22387,2.87029
11060,16450,22396,2.8716
10904,16708,22423,2.87286
10852,16794,22432,2.87397
10696,17052,22459,2.8751
14951,15901,20698,3.66431
14899,15987,20707,3.66552
12048,14816,22225,3.6892
11164,16278,22378,3.70092
13560,15647,20964,3.70904
13508,15733,20973,3.71051
15367,15213,20626,3.98243
15315,15299,20635,3.98374
13976,14959,20892,4.02145
13924,15045,20901,4.02306
13092,16421,21045,4.02419
13040,16507,21054,4.02533
15575,14869,20590,4.19982
15523,14955,20599,4.20212
15159,15557,20662,4.20332
15107,15643,20671,4.2045
14691,16331,20743,4.2061
14639,16417,20752,4.20732
14184,14615,20856,4.24515
14132,14701,20865,4.24628
13768,15303,20928,4.24748
13716,15389,20937,4.24913
13300,16077,21009,4.2507
13248,16163,21018,4.2521
15679,14697,20572,4.34495
15627,14783,20581,4.34607
15471,15041,20608,4.34721
15419,15127,20617,4.34832
15263,15385,20644,4.34945
15211,15471,20653,4.35114
15055,15729,20680,4.35237
15003,15815,20689,4.35348
14795,16159,20725,4.35466
14743,16245,20734,4.35591
14587,16503,20761,4.35703
14535,16589,20770,4.35829
14288,14443,20838,4.3984
14236,14529,20847,4.39964
14080,14787,20874,4.40198
14028,14873,20883,4.40324
13872,15131,20910,4.40437
13820,15217,20919,4.4056
13664,15475,20946,4.40674
13612,15561,20955,4.40789
13404,15905,20991,4.40915
13352,15991,21000,4.41077
13196,16249,21027,4.41203
13144,16335,21036,4.41316
12988,16593,21063,4.4143
15731,14611,20563,4.46246
14847,16073,20716,4.47332
14340,14357,20829,4.49299
13456,15819,20982,4.5054
