obj0,obj1,obj2,obj3,obj4
-333,-568,-133,68,-692
-314,-516,-130,29,-634
-313,-423,-83,-23,-537
-324,-447,-189,69,-562
-295,-322,-132,-28,-433
-307,-581,-280,134,-698
-294,-371,-80,-62,-479
-295,-464,-127,-10,-576
-305,-395,-186,30,-504
-276,-270,-129,-67,-375
-306,-488,-233,82,-601
-275,-319,-77,-101,-421
-286,-343,-183,-9,-446
-287,-436,-230,43,-543
-276,-412,-124,-49,-518
-288,-529,-277,95,-640
-257,-218,-126,-106,-317
-277,-363,-176,-15,-472
-268,-384,-227,4,-485
-256,-267,-74,-140,-363
-267,-385,-161,-22,-440
-267,-291,-180,-48,-388
-289,-622,-324,147,-737
-269,-477,-274,56,-582
-257,-360,-121,-88,-460
-259,-404,-220,-2,-511
-258,-376,-200,-23,-485
-258,-311,-173,-54,-414
-251,-376,-323,51,-478
-250,-519,-252,43,-576
-257,-283,-153,-75,-388
-249,-255,-256,-22,-355
-270,-570,-321,108,-679
-249,-426,-205,-9,-479
-249,-201,-220,-105,-570
-238,-166,-123,-145,-259
-241,-445,-264,11,-550
-238,-231,-150,-114,-330
-219,-179,-147,-153,-272
-315,-609,-177,81,-731
-231,-296,-300,-9,-394
-277,-505,-171,3,-615
-230,-203,-253,-61,-297
-210,-180,-40,-165,-398
-258,-453,-168,-36,-557
-280,-501,-380,148,-607
-296,-557,-174,42,-673
-224,-408,-246,-26,-572
-238,-402,-99,-101,-454
-230,-149,-217,-144,-512
-259,-546,-215,16,-654
-194,-314,-295,-40,-356
-200,-298,-93,-179,-338
-239,-495,-146,-49,-551
-224,-532,-399,109,-582
-219,-350,-96,-140,-396
-202,-171,-243,-106,-265
-220,-443,-143,-88,-493
-167,-470,-371,18,-460
-278,-598,-218,55,-712
-201,-78,-196,-158,-168
-272,-756,-415,212,-873
-271,-663,-368,160,-776
-205,-532,-116,5,-555
-174,-234,-272,-100,-272
-223,-439,-352,57,-485
-201,-59,-96,-164,-268
-202,-484,-187,-75,-532
-242,-367,-202,-39,-533
-241,-274,-155,-91,-436
-201,-249,-145,-145,-292
-191,-128,-37,-204,-340
-260,-639,-262,68,-751
-166,-331,-323,-5,-336
-239,-259,-170,-93,-356
-248,-333,-158,-61,-382
-201,-391,-140,-127,-435
-239,-324,-197,-62,-427
-165,-238,-276,-57,-239
-240,-352,-217,-41,-453
-240,-417,-244,-10,-524
-109,-269,-295,-96,-214
-129,-418,-85,-125,-375
-101,-412,-347,-30,-305
-222,-222,-152,-130,-378
-221,-365,-241,-49,-466
-223,-315,-199,-78,-475
-192,-193,-228,-113,-233
-182,-197,-142,-184,-234
-229,-281,-155,-100,-324
-230,-374,-202,-48,-421
-231,-467,-249,4,-518
-182,-91,-220,-166,-181
-220,-272,-194,-101,-369
-164,-145,-229,-109,-142
-100,-273,-299,-53,-181
-192,-221,-84,-152,-437
-117,-172,-244,-191,-150
-173,-141,-225,-152,-175
-229,-232,-43,-126,-456
-183,-355,-216,-101,-402
-185,-144,-239,-65,-358
-212,-415,-246,-35,-460
-91,-323,-304,-39,-175
-108,-176,-248,-148,-117
-222,-458,-288,3,-563
-128,-325,-38,-177,-278
-174,-405,-221,-87,-396
-211,-273,-87,-113,-495
-157,-381,-328,9,-330
-99,-180,-252,-105,-84
-210,-229,-152,-139,-266
-156,-446,-265,-74,-435
-201,-314,-172,-114,-363
-211,-322,-199,-87,-363
-157,-83,-115,-194,-355
-146,-357,-222,-83,-305
-173,-27,-86,-209,-236
-183,-290,-189,-132,-331
-214,-443,-356,100,-452
-232,-560,-296,56,-615
-182,-262,-169,-153,-305
-216,-481,-181,-12,-438
-183,-197,-232,-70,-200
-193,-314,-131,-100,-534
-192,-364,-177,-100,-357
-203,-277,-255,-10,-284
-184,-225,-252,-49,-226
-164,29,-169,-177,-177
-173,-92,-113,-178,-307
-147,-450,-269,-31,-402
-213,-508,-293,17,-557
-155,-353,-218,-126,-338
-223,-390,-240,31,-617
-164,-142,-118,-164,-301
-163,-210,-166,-192,-247
-155,-133,-157,-165,-346
-154,-260,-171,-178,-241
-164,-303,-213,-140,-344
-98,-291,-190,-217,-216
-173,-312,-174,-139,-299
-223,-564,-300,99,-582
-145,-109,-215,-197,-143
-214,-601,-340,69,-654
-165,-409,-225,-44,-363
-101,-339,-119,-137,-239
-92,-416,-351,13,-272
-155,-386,2,-108,-459
-89,-295,-194,-174,-183
-185,-318,-299,3,-323
-154,-293,49,-160,-362
-146,-183,-162,-151,-340
-204,-512,-297,60,-524
-135,-159,-56,-243,-315
-154,-40,-110,-217,-249
-222,-471,-253,47,-485
-108,-2,-188,-216,-152
-136,-113,-219,-154,-110
-158,-474,-375,61,-427
-165,-235,-165,-112,-398
-149,-478,-379,104,-394
-145,-90,-115,-203,-243
-99,168,-132,-241,-154
-136,80,-59,-228,-245
-89,-121,-134,-242,-218
-205,-605,-344,112,-621
-215,-536,-403,152,-549
