obj0,obj1,obj2
14399,21350,19831
14675,21295,21769
15437,17944,20124
15692,22891,17670
15727,22859,17764
15762,22827,17858
15797,22795,17952
15832,22763,18046
15867,22731,18140
15902,22699,18234
15937,22667,18328
15972,22635,18422
16007,22603,18516
16042,22571,18610
16077,22539,18704
16112,22507,18798
16147,22475,18892
16182,22443,18986
16217,22411,19080
16252,22379,19174
16287,22347,19268
16322,22315,19362
16357,22283,19456
16392,22251,19550
16427,22219,19644
16462,22187,19738
16730,19485,17963
15713,17889,22062
16765,19453,18057
16800,19421,18151
16835,19389,18245
16870,19357,18339
16905,19325,18433
16940,19293,18527
16975,19261,18621
17010,19229,18715
17045,19197,18809
17080,19165,18903
17115,19133,18997
17150,19101,19091
17185,19069,19185
17220,19037,19279
17255,19005,19373
17290,18973,19467
17325,18941,19561
17360,18909,19655
17395,18877,19749
17430,18845,19843
17465,18813,19937
17500,18781,20031
