obj0,obj1,obj2,obj3,obj4,cpu
21616,15383,16534,19985,26318,0.958727
23070,15169,15571,17052,25291,0.98806
21387,14126,17578,20226,26164,1.02131
23156,14402,16965,17944,25865,1.04486
20239,12944,15365,20522,24869,1.15236
22305,13798,15622,19200,25076,1.17736
18696,11691,16658,22968,25812,1.23548
20465,11967,16045,20686,25513,1.30159
22391,13031,17016,20092,25650,1.32733
22464,15791,16415,18687,25976,1.61006
19633,13566,16209,22157,25554,1.81239
19859,12589,16889,22321,26198,1.96548
23461,17327,16810,17215,24846,2.19031
20381,11836,16243,23075,26076,2.52259
18754,16616,17018,21432,21695,2.85353
20208,16402,16055,18499,20668,2.89844
20599,18560,17294,18662,20223,2.90262
19602,17024,16899,20134,21353,2.90883
18525,15359,18062,21673,21541,2.97867
20294,15635,17449,19391,21242,3.02237
17377,14177,15849,21969,20246,3.266
17768,16335,17088,22132,19801,3.27064
16771,14799,16693,23604,20931,3.2765
19443,15031,16106,20647,20453,3.32182
19834,17189,17345,20810,20008,3.32942
17519,13069,16727,24522,21453,3.39714
17163,14696,17669,23479,20351,3.42679
15834,12924,17142,24415,21189,3.4708
17603,13200,16529,22133,20890,3.58222
16997,13822,17373,23768,21575,3.59214
19529,14264,17500,21539,21027,3.63788
22115,14083,16591,20188,24981,4.00621
22105,14098,16642,20240,24976,4.00709
19433,15046,16157,20699,20448,4.01415
19824,17204,17396,20862,20003,4.03017
19519,14279,17551,21591,21022,4.09184
22215,13933,16081,19668,25031,4.17127
22205,13948,16132,19720,25026,4.17227
19423,15061,16208,20751,20443,4.17985
19814,17219,17447,20914,19998,4.19974
22331,13121,17322,20404,25620,4.25972
22321,13136,17373,20456,25615,4.26059
19509,14294,17602,21643,21017,4.26375
22265,13858,15826,19408,25056,4.33099
22255,13873,15877,19460,25051,4.33188
22165,14008,16336,19928,25006,4.33265
22155,14023,16387,19980,25001,4.33353
22065,14158,16846,20448,24956,4.33433
22055,14173,16897,20500,24951,4.33526
19413,15076,16259,20803,20438,4.34672
19804,17234,17498,20966,19993,4.38689
22361,13076,17169,20248,25635,4.45124
22351,13091,17220,20300,25630,4.45214
19499,14309,17653,21695,21012,4.46531
22285,13828,15724,19304,25066,4.56384
22275,13843,15775,19356,25061,4.56488
22235,13903,15979,19564,25041,4.56573
22225,13918,16030,19616,25036,4.56666
22185,13978,16234,19824,25016,4.56745
22175,13993,16285,19876,25011,4.56838
22135,14053,16489,20084,24991,4.56912
22125,14068,16540,20136,24986,4.57015
22085,14128,16744,20344,24966,4.57092
22075,14143,16795,20396,24961,4.57187
19403,15091,16310,20855,20433,4.58576
19794,17249,17549,21018,19988,4.63173
22381,13046,17067,20144,25645,4.75732
22371,13061,17118,20196,25640,4.75821
22341,13106,17271,20352,25625,4.75894
22311,13151,17424,20508,25610,4.76026
19489,14324,17704,21747,21007,4.77404
22295,13813,15673,19252,25071,4.94855
22245,13888,15928,19512,25046,4.95118
22195,13963,16183,19772,25021,4.95371
22145,14038,16438,20032,24996,4.95791
22095,14113,16693,20292,24971,4.96051
19393,15106,16361,20907,20428,4.97982
19784,17264,17600,21070,19983,5.04467
19479,14339,17755,21799,21002,5.24269
23813,17281,16918,17239,25210,5.34907
22818,15728,16688,18759,26228,5.35984
22936,15707,16779,18783,26312,5.3609
19956,16961,17172,20206,21605,5.36186
20074,16940,17263,20230,21689,5.36426
19987,13503,16482,22229,25806,5.49718
17125,14736,16966,23676,21183,5.49899
17243,14715,17057,23700,21267,5.50118
19383,15121,16412,20959,20423,5.55055
19774,17279,17651,21122,19978,5.65743
19469,14354,17806,21851,20997,5.92756
23637,17304,16864,17227,25028,6.07757
22582,15770,16506,18711,26060,6.08693
22700,15749,16597,18735,26144,6.0884
23054,15686,16870,18807,26396,6.08906
19720,17003,16990,20158,21437,6.09092
19838,16982,17081,20182,21521,6.09327
20192,16919,17354,20254,21773,6.0944
19751,13545,16300,22181,25638,6.31273
19869,13524,16391,22205,25722,6.31397
16889,14778,16784,23628,21015,6.31499
17007,14757,16875,23652,21099,6.31761
17361,14694,17148,23724,21351,6.3187
19373,15136,16463,21011,20418,6.37808
19764,17294,17702,21174,19973,6.54148
20213,12526,17162,22393,26450,6.8349
20331,12505,17253,22417,26534,6.83606
17351,13759,17646,23840,21827,6.84031
17469,13738,17737,23864,21911,6.84275
19459,14369,17857,21903,20992,6.9497
19363,15151,16514,21063,20413,7.58748
19754,17309,17753,21226,19968,7.81748
19977,12568,16980,22345,26282,8.25622
20095,12547,17071,22369,26366,8.25737
20449,12484,17344,22441,26618,8.25807
17115,13801,17464,23792,21659,8.25989
17233,13780,17555,23816,21743,8.2622
17587,13717,17828,23888,21995,8.2632
19353,15166,16565,21115,20408,9.22927
19744,17324,17804,21278,19963,9.49076
22632,15850,16151,18283,23836,10.8748
22733,15827,16155,18274,23968,10.8762
19801,13625,15945,21753,23414,11.0948
19902,13602,15949,21744,23546,11.0957
19343,15181,16616,21167,20403,11.2365
19734,17339,17855,21330,19958,11.4937
19943,12517,16823,24306,24621,11.4997
20044,12494,16827,24297,24753,11.5008
21420,16126,16103,18391,22252,13.2095
21521,16103,16107,18382,22384,13.2107
22718,15083,17545,19175,24410,13.2616
22819,15060,17549,19166,24542,13.2627
18589,13901,15897,21861,21830,13.4132
18690,13878,15901,21852,21962,13.4143
21867,14479,16202,20431,23621,13.4665
21968,14456,16206,20422,23753,13.4678
21857,14494,16253,20483,23616,13.4784
21958,14471,16257,20474,23748,13.4793
19333,15196,16667,21219,20398,13.5712
19724,17354,17906,21382,19953,13.8431
18731,12793,16775,24414,23037,13.8492
18832,12770,16779,24405,23169,13.8501
18258,12372,17238,24199,24357,13.8761
18359,12349,17242,24190,24489,13.877
20027,12648,16625,21917,24058,14.2752
20128,12625,16629,21908,24190,14.2762
20814,16264,16079,18445,21460,14.9345
20915,16241,16083,18436,21592,14.9356
22026,15988,16127,18337,23044,14.937
22127,15965,16131,18328,23176,14.939
23238,15712,16175,18229,24628,14.9403
23339,15689,16179,18220,24760,14.9414
21506,15359,17497,19283,22826,14.9894
21607,15336,17501,19274,22958,14.9908
17983,14039,15873,21915,21038,15.0976
18084,14016,15877,21906,21170,15.0986
19195,13763,15921,21807,22622,15.0995
19296,13740,15925,21798,22754,15.1006
20407,13487,15969,21699,24206,15.1016
20508,13464,15973,21690,24338,15.1028
20655,14755,16154,20539,22037,15.1355
20756,14732,16158,20530,22169,15.1368
20645,14770,16205,20591,22032,15.1573
20746,14747,16209,20582,22164,15.1583
19323,15211,16718,21271,20393,15.2406
19714,17369,17957,21434,19948,15.4109
18125,12931,16751,24468,22245,15.4187
18226,12908,16755,24459,22377,15.4196
19337,12655,16799,24360,23829,15.4206
19438,12632,16803,24351,23961,15.4217
20549,12379,16847,24252,25413,15.4225
17046,12648,17190,24307,22773,15.4491
17147,12625,17194,24298,22905,15.4502
18815,12924,16577,22025,22474,15.5914
18916,12901,16581,22016,22606,15.5925
21953,13712,17596,21323,24195,15.7277
22054,13689,17600,21314,24327,15.7287
21943,13727,17647,21375,24190,15.7497
22044,13704,17651,21366,24322,15.7507
19057,16547,17030,21405,22091,16.0441
19158,16524,17034,21396,22223,16.0454
20511,16333,16067,18472,21064,16.0464
20612,16310,16071,18463,21196,16.0475
21117,16195,16091,18418,21856,16.0487
21218,16172,16095,18409,21988,16.05
21723,16057,16115,18364,22648,16.0512
21824,16034,16119,18355,22780,16.0523
22329,15919,16139,18310,23440,16.0535
22430,15896,16143,18301,23572,16.055
22935,15781,16163,18256,24232,16.0565
23036,15758,16167,18247,24364,16.0581
23541,15643,16187,18202,25024,16.0596
23642,15620,16191,18193,25156,16.0608
19131,15221,18086,21619,22333,16.0779
19232,15198,18090,21610,22465,16.0792
20900,15497,17473,19337,22034,16.0936
21001,15474,17477,19328,22166,16.0951
22112,15221,17521,19229,23618,16.0963
22213,15198,17525,19220,23750,16.0976
23324,14945,17569,19121,25202,16.0987
23425,14922,17573,19112,25334,16.0997
17680,14108,15861,21942,20642,16.1541
17781,14085,15865,21933,20774,16.1552
18286,13970,15885,21888,21434,16.1564
18387,13947,15889,21879,21566,16.1577
18892,13832,15909,21834,22226,16.159
18993,13809,15913,21825,22358,16.1602
19498,13694,15933,21780,23018,16.1617
19599,13671,15937,21771,23150,16.1633
20104,13556,15957,21726,23810,16.1648
20205,13533,15961,21717,23942,16.1662
20710,13418,15981,21672,24602,16.1676
20811,13395,15985,21663,24734,16.169
20049,14893,16130,20593,21245,16.2077
20150,14870,16134,20584,21377,16.2093
21261,14617,16178,20485,22829,16.2106
21362,14594,16182,20476,22961,16.2121
22473,14341,16226,20377,24413,16.2136
22574,14318,16230,20368,24545,16.2157
20039,14908,16181,20645,21240,16.2296
20140,14885,16185,20636,21372,16.2307
21251,14632,16229,20537,22824,16.2319
21352,14609,16233,20528,22956,16.233
22463,14356,16277,20429,24408,16.2341
22564,14333,16281,20420,24540,16.2352
19313,15226,16769,21323,20388,16.2881
19704,17384,18008,21486,19943,16.3749
17822,13000,16739,24495,21849,16.3838
17923,12977,16743,24486,21981,16.385
18428,12862,16763,24441,22641,16.386
18529,12839,16767,24432,22773,16.3871
19034,12724,16787,24387,23433,16.3881
19135,12701,16791,24378,23565,16.3891
19640,12586,16811,24333,24225,16.3901
19741,12563,16815,24324,24357,16.3911
20246,12448,16835,24279,25017,16.3922
20347,12425,16839,24270,25149,16.3932
16440,12786,17166,24361,21981,16.4223
16541,12763,17170,24352,22113,16.4236
17652,12510,17214,24253,23565,16.4251
17753,12487,17218,24244,23697,16.4265
18864,12234,17262,24145,25149,16.4278
18965,12211,17266,24136,25281,16.4291
18209,13062,16553,22079,21682,16.5001
18310,13039,16557,22070,21814,16.5018
19421,12786,16601,21971,23266,16.5036
19522,12763,16605,21962,23398,16.5055
20633,12510,16649,21863,24850,16.507
20734,12487,16653,21854,24982,16.5083
20741,13988,17548,21431,22611,16.5877
20842,13965,17552,21422,22743,16.5897
20731,14003,17599,21483,22606,16.6396
20832,13980,17603,21474,22738,16.6409
18855,16593,17022,21423,21827,16.8928
18956,16570,17026,21414,21959,16.8947
19259,16501,17038,21387,22355,16.8961
20309,16379,16059,18490,20800,16.8978
20410,16356,16063,18481,20932,16.899
20713,16287,16075,18454,21328,16.9006
21016,16218,16087,18427,21724,16.9028
21319,16149,16099,18400,22120,16.905
21622,16080,16111,18373,22516,16.9071
21925,16011,16123,18346,22912,16.909
22228,15942,16135,18319,23308,16.9113
22531,15873,16147,18292,23704,16.9135
22834,15804,16159,18265,24100,16.9157
23137,15735,16171,18238,24496,16.9178
23440,15666,16183,18211,24892,16.9201
23743,15597,16195,18184,25288,16.922
20902,18491,17306,18635,20619,16.9237
18828,15290,18074,21646,21937,16.9445
18929,15267,18078,21637,22069,16.9462
20597,15566,17461,19364,21638,16.9612
20698,15543,17465,19355,21770,16.9636
21203,15428,17485,19310,22430,16.9661
21304,15405,17489,19301,22562,16.968
21809,15290,17509,19256,23222,16.9697
21910,15267,17513,19247,23354,16.9718
22415,15152,17533,19202,24014,16.9742
22516,15129,17537,19193,24146,16.9759
23021,15014,17557,19148,24806,16.9777
23122,14991,17561,19139,24938,16.9791
23627,14876,17581,19094,25598,16.9807
23728,14853,17585,19085,25730,16.9823
17478,14154,15853,21960,20378,17.0195
17579,14131,15857,21951,20510,17.0212
17882,14062,15869,21924,20906,17.0233
18185,13993,15881,21897,21302,17.0257
18488,13924,15893,21870,21698,17.0278
18791,13855,15905,21843,22094,17.0297
19094,13786,15917,21816,22490,17.0317
19397,13717,15929,21789,22886,17.0337
19700,13648,15941,21762,23282,17.0357
20003,13579,15953,21735,23678,17.0377
20306,13510,15965,21708,24074,17.0403
20609,13441,15977,21681,24470,17.0433
20912,13372,15989,21654,24866,17.0463
18071,16266,17100,22105,20197,17.0517
19746,14962,16118,20620,20849,17.08
19847,14939,16122,20611,20981,17.0818
20352,14824,16142,20566,21641,17.0837
20453,14801,16146,20557,21773,17.0858
20958,14686,16166,20512,22433,17.0874
21059,14663,16170,20503,22565,17.0891
21564,14548,16190,20458,23225,17.091
21665,14525,16194,20449,23357,17.0933
22170,14410,16214,20404,24017,17.0955
22271,14387,16218,20395,24149,17.0977
22776,14272,16238,20350,24809,17.0998
22877,14249,16242,20341,24941,17.1021
19736,14977,16169,20672,20844,17.1054
19837,14954,16173,20663,20976,17.107
20342,14839,16193,20618,21636,17.1092
20443,14816,16197,20609,21768,17.1108
20948,14701,16217,20564,22428,17.1132
21049,14678,16221,20555,22560,17.1152
21554,14563,16241,20510,23220,17.1175
21655,14540,16245,20501,23352,17.1191
22160,14425,16265,20456,24012,17.1208
22261,14402,16269,20447,24144,17.1227
22766,14287,16289,20402,24804,17.1255
22867,14264,16293,20393,24936,17.128
19303,15241,16820,21375,20383,17.1614
19694,17399,18059,21538,19938,17.246
17620,13046,16731,24513,21585,17.2585
17721,13023,16735,24504,21717,17.2606
18024,12954,16747,24477,22113,17.2624
18327,12885,16759,24450,22509,17.2654
18630,12816,16771,24423,22905,17.2678
18933,12747,16783,24396,23301,17.2706
19236,12678,16795,24369,23697,17.2732
19539,12609,16807,24342,24093,17.2759
19842,12540,16819,24315,24489,17.2783
20145,12471,16831,24288,24885,17.2818
20448,12402,16843,24261,25281,17.285
16137,12855,17154,24388,21585,17.2954
16238,12832,17158,24379,21717,17.2975
16743,12717,17178,24334,22377,17.2992
16844,12694,17182,24325,22509,17.3018
17349,12579,17202,24280,23169,17.3048
17450,12556,17206,24271,23301,17.3071
17955,12441,17226,24226,23961,17.3099
18056,12418,17230,24217,24093,17.3137
18561,12303,17250,24172,24753,17.3158
18662,12280,17254,24163,24885,17.3191
19167,12165,17274,24118,25545,17.3218
19268,12142,17278,24109,25677,17.3249
17906,13131,16541,22106,21286,17.4016
18007,13108,16545,22097,21418,17.4034
18512,12993,16565,22052,22078,17.4055
18613,12970,16569,22043,22210,17.4078
19118,12855,16589,21998,22870,17.4102
19219,12832,16593,21989,23002,17.4126
19724,12717,16613,21944,23662,17.415
19825,12694,16617,21935,23794,17.4172
20330,12579,16637,21890,24454,17.4189
20431,12556,16641,21881,24586,17.4208
20936,12441,16661,21836,25246,17.4227
21037,12418,16665,21827,25378,17.4253
20135,14126,17524,21485,21819,17.5215
20236,14103,17528,21476,21951,17.5239
21347,13850,17572,21377,23403,17.5266
21448,13827,17576,21368,23535,17.5291
20125,14141,17575,21537,21814,17.5891
20226,14118,17579,21528,21946,17.5912
21337,13865,17623,21429,23398,17.5943
21438,13842,17627,21420,23530,17.5965
20700,18537,17298,18653,20355,17.8339
20801,18514,17302,18644,20487,17.8368
18626,15336,18066,21664,21673,17.8609
18727,15313,18070,21655,21805,17.8629
19030,15244,18082,21628,22201,17.8661
19333,15175,18094,21601,22597,17.8689
20395,15612,17453,19382,21374,17.8755
20496,15589,17457,19373,21506,17.8781
20799,15520,17469,19346,21902,17.8815
21102,15451,17481,19319,22298,17.8848
21405,15382,17493,19292,22694,17.8878
21708,15313,17505,19265,23090,17.8908
22011,15244,17517,19238,23486,17.8941
22314,15175,17529,19211,23882,17.8974
22617,15106,17541,19184,24278,17.9004
22920,15037,17553,19157,24674,17.9037
23223,14968,17565,19130,25070,17.9067
23526,14899,17577,19103,25466,17.909
23829,14830,17589,19076,25862,17.912
17869,16312,17092,22123,19933,17.9292
17970,16289,17096,22114,20065,17.933
19544,15008,16110,20638,20585,17.9728
19645,14985,16114,20629,20717,17.9754
19948,14916,16126,20602,21113,17.9792
20251,14847,16138,20575,21509,17.9831
20554,14778,16150,20548,21905,17.9865
20857,14709,16162,20521,22301,17.9901
21160,14640,16174,20494,22697,17.9934
21463,14571,16186,20467,23093,17.997
21766,14502,16198,20440,23489,18.0002
22069,14433,16210,20413,23885,18.0041
22372,14364,16222,20386,24281,18.0077
22675,14295,16234,20359,24677,18.0119
19534,15023,16161,20690,20580,18.0175
19635,15000,16165,20681,20712,18.0193
19938,14931,16177,20654,21108,18.0222
20241,14862,16189,20627,21504,18.0251
20544,14793,16201,20600,21900,18.0282
20847,14724,16213,20573,22296,18.0317
21150,14655,16225,20546,22692,18.0348
21453,14586,16237,20519,23088,18.0383
21756,14517,16249,20492,23484,18.041
22059,14448,16261,20465,23880,18.0445
22362,14379,16273,20438,24276,18.0473
22665,14310,16285,20411,24672,18.0507
19293,15256,16871,21427,20378,18.1222
20137,17120,17357,20783,20404,18.1381
20127,17135,17408,20835,20399,18.1489
