obj0,obj1,obj2
26156,21075,27002
26181,19777,29999
26298,19748,30192
26415,19719,30385
26532,19690,30578
26649,19661,30771
26766,19632,30964
26837,18452,29047
26862,17154,32044
26260,21116,26952
26364,21157,26902
26468,21198,26852
26572,21239,26802
26676,21280,26752
26780,21321,26702
26884,21362,26652
26988,21403,26602
27092,21444,26552
27196,21485,26502
26989,17146,32178
27116,17138,32312
27243,17130,32446
27370,17122,32580
27497,17114,32714
27300,21526,26452
27624,17106,32848
27751,17098,32982
27878,17090,33116
28005,17082,33250
28132,17074,33384
28259,17066,33518
27404,21567,26402
28386,17058,33652
28513,17050,33786
28640,17042,33920
28767,17034,34054
28894,17026,34188
29021,17018,34322
27508,21608,26352
29148,17010,34456
29275,17002,34590
29402,16994,34724
29529,16986,34858
29656,16978,34992
29783,16970,35126
27612,21649,26302
29910,16962,35260
30037,16954,35394
30164,16946,35528
30291,16938,35662
30418,16930,35796
27716,21690,26252
30545,16922,35930
30672,16914,36064
30799,16906,36198
30926,16898,36332
31053,16890,36466
31180,16882,36600
27820,21731,26202
31307,16874,36734
31434,16866,36868
31561,16858,37002
31688,16850,37136
31815,16842,37270
31942,16834,37404
27924,21772,26152
32069,16826,37538
32196,16818,37672
32323,16810,37806
32450,16802,37940
32454,16793,35856
32525,15613,33939
28028,21813,26102
28132,21854,26052
28236,21895,26002
28340,21936,25952
28444,21977,25902
28548,22018,25852
28652,22059,25802
28756,22100,25752
28860,22141,25702
28964,22182,25652
29068,22223,25602
29172,22264,25552
29276,22305,25502
29380,22346,25452
29484,22387,25402
29588,22428,25352
29692,22469,25302
29796,22510,25252
29900,22551,25202
30004,22592,25152
30108,22633,25102
30212,22674,25052
30316,22715,25002
30420,22756,24952
30524,22797,24902
30628,22838,24852
32550,14315,36936
30732,22879,24802
30836,22920,24752
30940,22961,24702
31044,23002,24652
31148,23043,24602
31252,23084,24552
31356,23125,24502
31460,23166,24452
31564,23207,24402
31668,23248,24352
31772,23289,24302
31876,23330,24252
31884,23045,23623
26212,19861,29970
26243,19945,29941
26273,21046,27195
26274,20029,29912
26305,20113,29883
26336,20197,29854
26367,20281,29825
26390,21017,27388
26398,20365,29796
26429,20449,29767
26460,20533,29738
26491,20617,29709
26507,20988,27581
26522,20701,29680
26553,20785,29651
26584,20869,29622
26615,20953,29593
26624,20959,27774
26657,20826,29601
26688,20910,29572
26741,20930,27967
26626,20742,29630
26730,20783,29580
26761,20867,29551
26834,20824,29530
26595,20658,29659
26699,20699,29609
26776,19653,30905
26803,20740,29559
26564,20574,29688
26668,20615,29638
26772,20656,29588
26533,20490,29717
26637,20531,29667
26741,20572,29617
26659,19682,30712
26502,20406,29746
26606,20447,29696
26710,20488,29646
26814,20529,29596
26471,20322,29775
26575,20363,29725
26679,20404,29675
26783,20445,29625
26440,20238,29804
26542,19711,30519
26544,20279,29754
26648,20320,29704
26752,20361,29654
26409,20154,29833
26513,20195,29783
26617,20236,29733
26721,20277,29683
26825,20318,29633
26378,20070,29862
26482,20111,29812
26586,20152,29762
26690,20193,29712
26425,19740,30326
