obj0,obj1,obj2,obj3
-344,-332,13,-249
-320,-326,-107,-201
-245,-245,-153,-173
-316,-256,-39,-253
-250,-320,-44,-273
-194,-135,-163,-115
-173,-119,-174,-64
-147,-223,-183,-186
-232,-307,-121,-281
-147,-148,-187,-129
-238,-178,-76,-203
-206,-318,-104,-300
-131,-195,-193,-132
-119,-147,-235,-190
-148,-145,-173,-186
-178,-242,-156,-304
-208,-163,-128,-192
-174,-116,-160,-121
-154,-229,-158,-231
-258,-347,72,-181
-106,-116,-177,-195
-152,-258,-132,-119
-86,-97,-174,-201
-111,-221,-15,-308
-80,-145,-190,-260
-128,-290,-150,-260
-108,-256,-192,-146
-80,-180,-244,-150
230,-76,-20,-310
57,-272,-195,-124
-69,-195,-229,-146
-9,-252,-191,-222
315,-42,44,-322
-30,-228,-238,-106
-21,-300,-149,-164
-214,-345,12,-208
-250,-358,26,-114
-170,-343,-48,-235
-286,-264,-14,-224
-266,-304,-33,-209
-60,-126,-187,-266
-99,-328,-103,-204
-69,-160,-175,-256
-30,-193,-184,-216
-9,-177,-195,-165
7,-224,-201,-168
-10,-174,-181,-222
69,-224,-237,-182
-49,-141,-172,-262
