obj0,obj1,obj2,obj3,obj4
-997,-179,-1060,151,-872
-980,-147,-1037,-35,-749
-956,-263,-1183,-60,-740
-953,-217,-899,-154,-697
-933,-234,-1194,-163,-824
-922,-279,-952,-276,-573
-916,-272,-1048,-314,-688
-914,-270,-1324,-336,-795
-905,-247,-929,-462,-450
-956,-293,-993,129,-884
-947,-307,-1053,45,-863
-939,-311,-975,-90,-696
-937,-329,-1123,-44,-855
-935,-360,-821,-73,-625
-865,-135,-998,-536,-460
-920,-404,-920,188,-879
-841,-251,-1144,-561,-451
-912,-408,-842,53,-712
-906,-421,-986,23,-875
-827,45,-914,-623,-376
-898,-425,-908,-112,-708
-885,-488,-814,-179,-616
-803,-71,-1060,-648,-367
-797,-64,-1156,-686,-482
-875,-510,-884,-268,-608
-915,-377,-1116,-82,-752
-869,-600,-1038,-69,-774
-791,-38,-1167,-839,-340
-906,-391,-1176,-166,-731
-896,-413,-1246,-255,-723
-820,-23,-1268,-618,-411
-861,-604,-960,-204,-607
-823,-669,-575,-403,-369
-891,-398,-660,-378,-450
-862,-176,-834,-514,-376
-820,-348,-782,-574,-336
-809,-148,-841,-575,-239
-776,-61,-1107,-923,-236
-860,-286,-678,-400,-262
-858,-256,-754,-524,-381
-800,-365,-1077,-583,-463
-847,-278,-920,-455,-388
-800,-112,-896,-626,-283
-839,-312,-652,-401,-365
-833,-305,-748,-439,-480
-820,-718,-893,-226,-619
-799,-120,-906,-631,-296
-828,-344,-860,-439,-503
-798,-161,-1118,-607,-518
-827,-348,-617,-457,-401
-790,-387,-1147,-672,-455
-843,-407,-581,-282,-396
-831,-443,-546,-338,-432
-786,-39,-1037,-834,-244
-780,-77,-961,-754,-248
-819,-400,-611,-422,-274
-763,-10,-1048,-937,-328
-779,-187,-1206,-673,-358
-767,-105,-977,-818,-359
-806,-442,-858,-510,-335
-739,-126,-1194,-962,-319
-758,-284,-844,-686,-243
-810,-740,-963,-315,-611
-756,-158,-1217,-776,-442
-816,-420,-788,-421,-343
-698,-240,-1127,-984,-331
-812,-469,-634,-404,-272
-756,-178,-1089,-708,-494
-779,-832,-826,-248,-631
-753,-199,-1053,-754,-358
-789,-562,-1092,-405,-506
-778,-514,-544,-444,-286
-696,-55,-1099,-1014,-245
-749,-298,-904,-770,-222
-771,-389,-787,-529,-389
-769,-457,-940,-516,-483
-759,-479,-1010,-605,-475
-745,-203,-975,-889,-191
-763,-574,-939,-486,-506
-662,89,-1161,-1058,-58
-761,-605,-637,-515,-276
-738,-301,-1139,-695,-370
-736,-369,-1292,-682,-464
-771,-583,-567,-426,-284
-717,-398,-777,-708,-255
-755,-578,-861,-621,-339
-925,-355,-1046,7,-760
-743,-221,-1123,-843,-350
-702,-335,-1056,-865,-362
-703,-492,-853,-644,-254
-895,-95,-964,-451,-378
-697,-415,-1072,-717,-382
-690,-356,-836,-728,-294
-650,-33,-1094,-1148,-158
-676,-512,-710,-730,-267
-680,-361,-833,-737,-221
-654,-344,-977,-769,-308
-882,-167,-1021,-350,-583
-650,-443,-828,-785,-172
-875,-483,-1039,-99,-751
-884,-99,-868,-363,-489
-659,-479,-773,-734,-128
-751,-627,-707,-604,-268
-874,-121,-938,-452,-481
